SN,selfColor,Matching,Label,Response,Correct,RT
17,red,Match,Friend,Match,1,0.6546197
17,red,Match,Friend,Match,1,0.7064554
17,red,Nonmatch,Self,Nonmatch,1,0.6448332
17,red,Match,Self,Match,1,0.6411193
17,red,Nonmatch,Friend,Nonmatch,1,0.5753522
17,red,Nonmatch,Friend,Nonmatch,1,0.9232925
17,red,Nonmatch,Friend,Nonmatch,1,0.6218559
17,red,Nonmatch,Self,Nonmatch,1,0.8056131
17,red,Match,Self,Match,1,0.7126386
17,red,Match,Self,Match,1,0.6727149
17,red,Match,Self,Match,1,0.5732977
17,red,Nonmatch,Friend,Nonmatch,1,0.6092131
17,red,Match,Friend,Nonmatch,0,0.6389572
17,red,Match,Friend,Match,1,0.7797826
17,red,Nonmatch,Self,Nonmatch,1,0.6824334
17,red,Match,Self,Match,1,0.6448271
17,red,Nonmatch,Self,Nonmatch,1,0.8005233
17,red,Match,Self,Match,1,0.8420225
17,red,Nonmatch,Self,Nonmatch,1,0.7743863
17,red,Nonmatch,Friend,Nonmatch,1,0.8145593
17,red,Match,Self,Match,1,0.6490271
17,red,Nonmatch,Friend,Nonmatch,1,0.8055399
17,red,Nonmatch,Self,Nonmatch,1,0.8690195
17,red,Nonmatch,Self,Nonmatch,1,0.8776707
17,red,Match,Friend,Match,1,0.6502112
17,red,Nonmatch,Friend,Nonmatch,1,0.7086514
17,red,Nonmatch,Friend,Nonmatch,1,0.6724123
17,red,Nonmatch,Friend,Nonmatch,1,0.7419451
17,red,Match,Friend,Match,1,0.8362742
17,red,Match,Friend,Match,1,0.7683641
17,red,Nonmatch,Self,Nonmatch,1,0.9047786
17,red,Match,Friend,Match,1,1.0311529
17,red,Nonmatch,Self,Nonmatch,1,0.6578424
17,red,Match,Friend,Match,1,1.1256321
17,red,Nonmatch,Self,Nonmatch,1,1.0113127
17,red,Nonmatch,Self,Nonmatch,1,0.7504992
17,red,Nonmatch,Friend,Nonmatch,1,0.7764179
17,red,Match,Self,Match,1,0.6444825
17,red,Match,Self,Match,1,0.8002513
17,red,Nonmatch,Friend,Nonmatch,1,0.5529561
17,red,Nonmatch,Friend,Nonmatch,1,1.0889762
17,red,Match,Friend,Match,1,0.9188862
17,red,Nonmatch,Self,Nonmatch,1,0.7120602
17,red,Match,Friend,Match,1,0.7788598
17,red,Nonmatch,Friend,Nonmatch,1,0.6753785
17,red,Nonmatch,Self,Nonmatch,1,0.7978417
17,red,Nonmatch,Self,Nonmatch,1,0.9033652
17,red,Match,Friend,Match,1,0.7495651
17,red,Nonmatch,Friend,Nonmatch,1,1.125743
17,red,Match,Self,Match,1,0.6593671
17,red,Match,Friend,Match,1,0.827754
17,red,Match,Self,Match,1,0.9011023
17,red,Nonmatch,Friend,Nonmatch,1,0.7175893
17,red,Nonmatch,Self,Match,0,0.7078519
17,red,Nonmatch,Friend,Nonmatch,1,0.7819739
17,red,Nonmatch,Friend,Nonmatch,1,0.6798509
17,red,Match,Self,Match,1,1.0918994
17,red,Match,Friend,Match,1,0.849916
17,red,Match,Friend,Match,1,0.8407205
17,red,Nonmatch,Friend,Nonmatch,1,0.8680736
17,red,Nonmatch,Self,Nonmatch,1,0.6844848
17,red,Nonmatch,Self,Nonmatch,1,0.9323763
17,red,Nonmatch,Self,Nonmatch,1,0.8783737
17,red,Nonmatch,Friend,Nonmatch,1,0.7329747
17,red,Nonmatch,Self,Nonmatch,1,1.0942684
17,red,Match,Self,Match,1,0.6944612
17,red,Match,Self,Match,1,0.5818497
18,blue,Nonmatch,Friend,Nonmatch,1,0.5533672
18,blue,Nonmatch,Friend,Nonmatch,1,0.4589105
18,blue,Match,Friend,Nonmatch,0,0.4675604
18,blue,Match,Friend,Match,1,0.7843316
18,blue,Match,Friend,Match,1,0.6736777
18,blue,Match,Friend,Match,1,0.6409619
18,blue,Nonmatch,Friend,Nonmatch,1,0.7683653
18,blue,Nonmatch,Friend,Nonmatch,1,0.7407101
18,blue,Match,Self,Match,1,0.7101087
18,blue,Match,Friend,Match,1,0.7382121
18,blue,Match,Friend,Match,1,0.5490325
18,blue,Match,Friend,Match,1,0.5088952
18,blue,Match,Friend,Match,1,0.5410125
18,blue,Match,Friend,Match,1,0.5067575
18,blue,Nonmatch,Friend,Nonmatch,1,0.6620913
18,blue,Match,Self,Match,1,0.607917
18,blue,Nonmatch,Self,Nonmatch,1,0.6674581
18,blue,Nonmatch,Friend,Nonmatch,1,0.8343138
18,blue,Nonmatch,Friend,Nonmatch,1,0.6502795
18,blue,Match,Friend,Match,1,0.5685782
18,blue,Nonmatch,Self,Nonmatch,1,0.6603235
18,blue,Match,Self,Match,1,0.7017021
18,blue,Match,Self,Match,1,0.5823688
18,blue,Nonmatch,Friend,Nonmatch,1,0.4479971
18,blue,Nonmatch,Self,Match,0,0.6527031
18,blue,Nonmatch,Self,Nonmatch,1,0.5859508
18,blue,Nonmatch,Self,Nonmatch,1,0.9908462
18,blue,Match,Friend,Match,1,0.6213578
18,blue,Match,Friend,Match,1,0.5118769
18,blue,Match,Friend,Match,1,0.3823894
18,blue,Nonmatch,Friend,Nonmatch,1,0.5569366
18,blue,Nonmatch,Self,Nonmatch,1,0.728204
18,blue,Match,Self,Match,1,0.73663
18,blue,Match,Self,Match,1,0.5816388
18,blue,Nonmatch,Friend,Nonmatch,1,0.7345079
18,blue,Nonmatch,Self,Nonmatch,1,0.7086345
18,blue,Nonmatch,Self,Nonmatch,1,0.5126303
18,blue,Match,Friend,Match,1,0.7308561
18,blue,Nonmatch,Friend,Nonmatch,1,0.5497561
18,blue,Nonmatch,Friend,Nonmatch,1,0.8885685
18,blue,Match,Friend,Match,1,0.5853478
18,blue,Nonmatch,Self,Nonmatch,1,0.4750625
18,blue,Match,Self,Nonmatch,0,0.6669125
18,blue,Nonmatch,Friend,Nonmatch,1,0.6826735
18,blue,Nonmatch,Self,Nonmatch,1,1.0580232
18,blue,Nonmatch,Self,Nonmatch,1,0.6259316
18,blue,Nonmatch,Self,Nonmatch,1,0.7316652
18,blue,Match,Self,Nonmatch,0,0.5803178
18,blue,Nonmatch,Self,Nonmatch,1,0.8138347
18,blue,Nonmatch,Self,Nonmatch,1,0.5202529
18,blue,Nonmatch,Friend,Nonmatch,1,0.6043112
18,blue,Match,Friend,Match,1,0.6697424
18,blue,Match,Self,Match,1,0.6706992
18,blue,Nonmatch,Self,Nonmatch,1,0.5707971
18,blue,Match,Self,Match,1,0.573304
18,blue,Nonmatch,Self,Nonmatch,1,0.5410209
18,blue,Match,Self,Match,1,0.5353485
18,blue,Match,Self,Match,1,0.574226
18,blue,Nonmatch,Friend,Nonmatch,1,0.603518
18,blue,Match,Self,Match,1,0.6633375
18,blue,Nonmatch,Friend,Nonmatch,1,0.6407086
18,blue,Nonmatch,Friend,Nonmatch,1,0.7388218
18,blue,Nonmatch,Self,Nonmatch,1,0.9009349
18,blue,Match,Self,Nonmatch,0,0.7140782
18,blue,Match,Self,Match,1,0.5738086
18,blue,Match,Self,Match,1,0.5739068
18,blue,Nonmatch,Friend,Nonmatch,1,0.5439241
18,blue,Match,Self,Match,1,0.6690366
18,blue,Nonmatch,Friend,Nonmatch,1,0.641249
18,blue,Match,Self,Match,1,0.5130515
18,blue,Match,Self,Match,1,0.5071418
18,blue,Nonmatch,Self,Nonmatch,1,0.6629219
18,blue,Match,Friend,Match,1,0.7502215
18,blue,Nonmatch,Friend,Nonmatch,1,0.6784238
18,blue,Match,Friend,Match,1,0.73626
18,blue,Match,Friend,Match,1,0.575781
18,blue,Match,Self,Match,1,0.5047599
18,blue,Nonmatch,Self,Nonmatch,1,0.5968625
18,blue,Nonmatch,Friend,Nonmatch,1,0.7961461
18,blue,Nonmatch,Friend,Nonmatch,1,0.8680199
18,blue,Nonmatch,Self,Nonmatch,1,0.6829459
18,blue,Nonmatch,Self,Nonmatch,1,0.577254
18,blue,Match,Friend,Match,1,0.6055714
18,blue,Match,Self,Match,1,0.6069127
18,blue,Nonmatch,Self,Nonmatch,1,0.56124
18,blue,Match,Friend,Match,1,0.798704
18,blue,Nonmatch,Friend,Nonmatch,1,0.6721196
18,blue,Nonmatch,Self,Nonmatch,1,0.7374543
18,blue,Nonmatch,Self,Nonmatch,1,0.6131563
18,blue,Nonmatch,Friend,Nonmatch,1,0.8617069
18,blue,Nonmatch,Friend,Nonmatch,1,0.6491748
18,blue,Nonmatch,Self,Nonmatch,1,0.7019349
18,blue,Match,Friend,Match,1,0.8282904
18,blue,Nonmatch,Self,Nonmatch,1,0.6476227
18,blue,Match,Self,Match,1,0.6400723
18,blue,Match,Self,Nonmatch,0,0.7379322
18,blue,Match,Self,Match,1,0.6551969
18,blue,Match,Friend,Match,1,0.636895
18,blue,Match,Friend,Match,1,0.8981361
18,blue,Nonmatch,Self,Nonmatch,1,0.6824706
18,blue,Nonmatch,Self,Nonmatch,1,0.6745056
18,blue,Match,Self,Match,1,0.5462552
18,blue,Nonmatch,Self,Nonmatch,1,0.6674594
18,blue,Nonmatch,Friend,Nonmatch,1,0.706428
18,blue,Nonmatch,Friend,Nonmatch,1,0.7039212
18,blue,Match,Friend,Match,1,0.8934505
18,blue,Match,Friend,Match,1,0.7414689
18,blue,Match,Friend,Match,1,0.5508016
18,blue,Nonmatch,Friend,Nonmatch,1,0.6007659
18,blue,Nonmatch,Friend,Nonmatch,1,0.733917
18,blue,Match,Self,Match,1,0.541783
18,blue,Match,Friend,Match,1,0.7268145
18,blue,Match,Friend,Match,1,0.6712542
18,blue,Match,Friend,Match,1,0.5789358
18,blue,Match,Self,Match,1,0.7322601
18,blue,Nonmatch,Friend,Nonmatch,1,0.6468578
18,blue,Match,Self,Match,1,0.6106542
18,blue,Match,Self,Match,1,0.5610746
18,blue,Match,Friend,Match,1,0.7290261
18,blue,Nonmatch,Self,Nonmatch,1,0.6118275
18,blue,Nonmatch,Self,Nonmatch,1,0.7822219
18,blue,Nonmatch,Self,Nonmatch,1,0.6441993
18,blue,Match,Friend,Match,1,1.0568612
18,blue,Match,Self,Match,1,0.6271849
18,blue,Match,Self,Match,1,0.5781299
18,blue,Nonmatch,Friend,Nonmatch,1,0.6058747
18,blue,Nonmatch,Friend,Nonmatch,1,0.6036737
18,blue,Match,Self,Match,1,0.7333699
18,blue,Match,Friend,Match,1,0.8054813
18,blue,Match,Friend,Match,1,0.5855242
18,blue,Nonmatch,Self,Nonmatch,1,0.833564
18,blue,Nonmatch,Self,Nonmatch,1,0.6491922
18,blue,Match,Self,Match,1,0.4825204
18,blue,Nonmatch,Self,Nonmatch,1,0.5317777
18,blue,Nonmatch,Friend,Nonmatch,1,0.7325014
18,blue,Match,Self,Match,1,0.5706792
18,blue,Nonmatch,Self,Nonmatch,1,0.6680723
18,blue,Match,Self,Match,1,0.5104336
18,blue,Match,Friend,Nonmatch,0,0.5379956
18,blue,Nonmatch,Friend,Nonmatch,1,0.713652
18,blue,Nonmatch,Friend,Nonmatch,1,0.8370763
18,blue,Match,Friend,Match,1,0.6408209
18,blue,Nonmatch,Friend,Nonmatch,1,0.6738168
18,blue,Match,Self,Match,1,0.608702
19,red,Match,Self,Match,1,0.5208768
19,red,Nonmatch,Self,Nonmatch,1,0.5589615
19,red,Match,Friend,Match,1,0.9201175
19,red,Match,Friend,Match,1,0.6185692
19,red,Match,Self,Match,1,0.6620503
19,red,Nonmatch,Self,Nonmatch,1,0.4802312
19,red,Nonmatch,Self,Nonmatch,1,0.8929023
19,red,Match,Friend,Match,1,0.7150722
19,red,Nonmatch,Friend,Nonmatch,1,0.7395271
19,red,Nonmatch,Friend,Nonmatch,1,0.8054285
19,red,Nonmatch,Friend,Nonmatch,1,0.5179678
19,red,Nonmatch,Self,Nonmatch,1,0.8920627
19,red,Nonmatch,Self,Nonmatch,1,0.6808282
19,red,Nonmatch,Friend,Nonmatch,1,1.2203734
19,red,Nonmatch,Self,Nonmatch,1,0.8261297
19,red,Nonmatch,Self,Nonmatch,1,0.6457996
19,red,Nonmatch,Friend,Nonmatch,1,1.0254736
19,red,Match,Self,Match,1,0.6579429
19,red,Nonmatch,Friend,Nonmatch,1,0.7079171
19,red,Nonmatch,Self,Nonmatch,1,0.7688674
19,red,Nonmatch,Friend,Nonmatch,1,1.0014269
19,red,Nonmatch,Self,Nonmatch,1,1.1062979
19,red,Nonmatch,Friend,Nonmatch,1,0.7908889
19,red,Match,Friend,Match,1,0.5530931
19,red,Match,Friend,Match,1,0.7818101
19,red,Match,Friend,Match,1,0.3943352
19,red,Match,Self,Match,1,0.9506594
19,red,Nonmatch,Friend,Nonmatch,1,0.8143802
19,red,Nonmatch,Self,Nonmatch,1,0.7781405
19,red,Match,Self,Match,1,0.7410828
19,red,Nonmatch,Self,Nonmatch,1,0.8369881
19,red,Nonmatch,Friend,Nonmatch,1,0.8391266
19,red,Nonmatch,Friend,Nonmatch,1,0.7395599
19,red,Match,Friend,Match,1,0.7076512
19,red,Nonmatch,Friend,Nonmatch,1,1.1874483
19,red,Match,Friend,Nonmatch,0,0
19,red,Nonmatch,Friend,Nonmatch,0,0
19,red,Match,Self,Match,1,1.1340207
19,red,Nonmatch,Friend,Nonmatch,1,0.7925292
19,red,Nonmatch,Friend,Nonmatch,1,0.866259
19,red,Nonmatch,Self,Nonmatch,1,0.780372
19,red,Nonmatch,Friend,Nonmatch,1,0.9034047
19,red,Match,Self,Match,1,1.0368306
19,red,Nonmatch,Friend,Nonmatch,1,0.8500649
19,red,Match,Self,Match,1,1.3580798
19,red,Match,Friend,Match,1,0.9217627
19,red,Match,Friend,Nonmatch,0,0
19,red,Match,Friend,Match,1,0.8866879
19,red,Match,Self,Match,1,0.5256991
19,red,Nonmatch,Friend,Nonmatch,1,1.0217074
19,red,Match,Self,Match,1,0.719628
19,red,Nonmatch,Self,Nonmatch,1,0.5819415
19,red,Nonmatch,Self,Nonmatch,1,0.8658141
19,red,Match,Self,Match,1,0.621122
19,red,Match,Friend,Match,1,0.832979
19,red,Match,Friend,Match,1,0.4244314
19,red,Match,Self,Match,1,0.5689551
19,red,Nonmatch,Self,Nonmatch,1,0.6323849
19,red,Nonmatch,Friend,Nonmatch,1,0.7346376
19,red,Nonmatch,Friend,Nonmatch,1,0.5161308
19,red,Match,Friend,Match,1,0.6364727
19,red,Match,Self,Match,1,0.833428
19,red,Match,Friend,Match,1,1.0271033
19,red,Match,Self,Match,1,0.4699431
19,red,Match,Self,Match,1,0.6347911
19,red,Match,Friend,Match,1,0.4807103
19,red,Match,Self,Match,1,0.4130646
19,red,Match,Friend,Match,1,0.6618938
19,red,Nonmatch,Self,Nonmatch,1,0.577202
19,red,Nonmatch,Self,Nonmatch,1,0.9619312
19,red,Match,Friend,Match,1,0.7220378
19,red,Match,Self,Match,1,0.6139386
19,red,Nonmatch,Self,Nonmatch,1,0.685369
19,red,Match,Friend,Match,1,0.5477483
19,red,Nonmatch,Friend,Nonmatch,1,0.8965362
19,red,Nonmatch,Self,Nonmatch,1,1.0347716
19,red,Match,Self,Match,1,0.5298374
19,red,Match,Self,Match,1,0.411595
19,red,Nonmatch,Friend,Nonmatch,1,0.8883804
19,red,Nonmatch,Self,Nonmatch,1,0.9746451
19,red,Match,Self,Match,1,0.6224038
19,red,Nonmatch,Friend,Nonmatch,1,0.9940427
19,red,Match,Friend,Match,1,0.9129614
19,red,Match,Friend,Match,1,0.8446497
19,red,Nonmatch,Friend,Nonmatch,1,0.7098415
19,red,Nonmatch,Self,Nonmatch,1,0.8364322
19,red,Nonmatch,Friend,Nonmatch,1,0.93775
19,red,Nonmatch,Friend,Nonmatch,1,0.4855324
19,red,Nonmatch,Friend,Nonmatch,1,0.5726556
19,red,Match,Self,Match,1,0.9611886
19,red,Match,Self,Match,1,0.5943714
19,red,Nonmatch,Self,Nonmatch,1,0.591966
19,red,Match,Self,Match,1,0.7047993
19,red,Nonmatch,Friend,Nonmatch,1,0.7727433
19,red,Match,Friend,Match,1,1.0343594
19,red,Nonmatch,Self,Nonmatch,1,0.8185323
19,red,Match,Self,Nonmatch,0,0.9056452
19,red,Nonmatch,Friend,Nonmatch,1,0.9949269
19,red,Nonmatch,Friend,Nonmatch,1,0.9117865
19,red,Match,Self,Match,1,0.5540819
19,red,Match,Self,Match,1,0.6099275
19,red,Nonmatch,Self,Nonmatch,1,1.0227772
19,red,Match,Friend,Match,1,0.8219975
19,red,Nonmatch,Friend,Nonmatch,1,0.9000365
19,red,Nonmatch,Self,Nonmatch,1,0.7176139
19,red,Nonmatch,Self,Nonmatch,1,0.5485682
19,red,Nonmatch,Self,Nonmatch,1,0.5447065
19,red,Match,Self,Match,1,0.4779505
19,red,Nonmatch,Self,Nonmatch,1,0.6001936
19,red,Nonmatch,Friend,Nonmatch,1,0.9606388
19,red,Nonmatch,Self,Nonmatch,1,0.7490984
19,red,Nonmatch,Self,Nonmatch,1,0.5524973
19,red,Nonmatch,Self,Nonmatch,1,0.6730008
19,red,Nonmatch,Self,Nonmatch,1,0.4534967
19,red,Nonmatch,Friend,Nonmatch,1,0.6971215
19,red,Match,Friend,Match,1,1.1211901
19,red,Nonmatch,Self,Nonmatch,1,0.7627116
19,red,Match,Self,Match,1,0.7760833
19,red,Match,Friend,Match,1,0.7688344
19,red,Match,Self,Match,1,0.8745426
19,red,Match,Friend,Match,1,0.6537702
19,red,Match,Self,Match,1,0.5185679
19,red,Match,Friend,Match,1,0.4144804
19,red,Match,Self,Match,1,0.4089368
19,red,Match,Self,Match,1,0.5214748
19,red,Match,Friend,Match,1,0.3818982
19,red,Match,Self,Match,1,0.5023818
19,red,Nonmatch,Friend,Nonmatch,1,0.6383498
19,red,Match,Self,Match,1,0.7045852
19,red,Match,Friend,Match,1,0.6443329
19,red,Nonmatch,Friend,Nonmatch,1,0.6121465
19,red,Match,Friend,Match,1,0.7055958
19,red,Match,Friend,Match,1,0.6464537
19,red,Match,Friend,Match,1,0.5804127
19,red,Match,Friend,Match,1,0.5762042
19,red,Nonmatch,Self,Nonmatch,1,0.6687476
19,red,Match,Self,Match,1,0.6126148
19,red,Nonmatch,Self,Nonmatch,1,0.7032719
19,red,Match,Friend,Match,1,0.7327329
19,red,Match,Friend,Match,1,0.7709282
19,red,Match,Friend,Match,1,0.7454816
19,red,Match,Self,Match,1,0.5207469
19,red,Nonmatch,Self,Nonmatch,1,0.6723423
19,red,Nonmatch,Friend,Nonmatch,1,0.8014036
20,blue,Match,Self,Match,1,0.4861906
20,blue,Nonmatch,Friend,Nonmatch,1,0.6167536
20,blue,Match,Self,Match,1,0.5399836
20,blue,Match,Friend,Match,1,0.7644128
20,blue,Nonmatch,Friend,Nonmatch,1,0.5433585
20,blue,Nonmatch,Self,Nonmatch,1,0.5654481
20,blue,Match,Self,Match,1,0.571024
20,blue,Match,Friend,Match,1,0.761245
20,blue,Nonmatch,Friend,Nonmatch,1,0.5775245
20,blue,Match,Friend,Match,1,0.8277429
20,blue,Match,Self,Match,1,0.5798011
20,blue,Match,Self,Match,1,0.5742332
20,blue,Nonmatch,Friend,Nonmatch,1,0.6673175
20,blue,Match,Self,Match,1,0.5479866
20,blue,Match,Self,Match,1,0.5713067
20,blue,Match,Self,Match,1,0.5390017
20,blue,Match,Friend,Match,1,0.6685911
20,blue,Nonmatch,Self,Nonmatch,1,0.6453736
20,blue,Match,Friend,Match,1,0.772386
20,blue,Match,Self,Match,1,0.4869327
20,blue,Match,Self,Match,1,0.3481042
20,blue,Match,Friend,Match,1,0.5992463
20,blue,Match,Friend,Match,1,0.5446646
20,blue,Match,Friend,Match,1,0.5387909
20,blue,Nonmatch,Friend,Nonmatch,1,0.8121728
20,blue,Match,Friend,Match,1,0.7128964
20,blue,Nonmatch,Friend,Nonmatch,1,0.6446666
20,blue,Match,Self,Match,1,0.5126704
20,blue,Nonmatch,Self,Nonmatch,1,0.7311196
20,blue,Match,Friend,Match,1,0.6432949
20,blue,Nonmatch,Self,Nonmatch,1,0.7980963
20,blue,Nonmatch,Self,Nonmatch,1,0.6802003
20,blue,Match,Friend,Match,1,0.7079303
20,blue,Nonmatch,Self,Nonmatch,1,0.6130728
20,blue,Match,Friend,Match,1,0.7338433
20,blue,Nonmatch,Self,Nonmatch,1,0.6397122
20,blue,Match,Friend,Match,1,0.7031973
20,blue,Nonmatch,Friend,Nonmatch,1,0.6103803
20,blue,Match,Friend,Match,1,0.732879
20,blue,Match,Self,Match,1,0.5645174
20,blue,Nonmatch,Friend,Nonmatch,1,0.6072134
20,blue,Match,Self,Match,1,0.4484071
20,blue,Match,Friend,Match,1,0.6702823
20,blue,Nonmatch,Friend,Nonmatch,1,0.5759919
20,blue,Match,Self,Match,1,0.4123477
20,blue,Nonmatch,Friend,Nonmatch,1,0.628911
20,blue,Match,Self,Match,1,0.4481192
20,blue,Nonmatch,Self,Nonmatch,1,0.6625401
20,blue,Nonmatch,Self,Nonmatch,1,0.5221882
20,blue,Match,Friend,Match,1,0.6354141
20,blue,Match,Friend,Nonmatch,0,0.7649145
20,blue,Nonmatch,Self,Nonmatch,1,0.950439
20,blue,Match,Self,Match,1,0.4929843
20,blue,Nonmatch,Self,Nonmatch,1,0.6656636
20,blue,Nonmatch,Self,Nonmatch,1,0.6404602
20,blue,Match,Self,Match,1,0.5724515
20,blue,Match,Self,Match,1,0.7053178
20,blue,Nonmatch,Self,Nonmatch,1,0.6109206
20,blue,Nonmatch,Friend,Nonmatch,0,0
20,blue,Nonmatch,Friend,Nonmatch,0,0
20,blue,Match,Friend,Match,1,0.6027316
20,blue,Nonmatch,Friend,Nonmatch,1,0.6065987
20,blue,Match,Friend,Match,1,0.574184
20,blue,Match,Friend,Nonmatch,0,0.607839
20,blue,Nonmatch,Self,Nonmatch,1,0.6773329
20,blue,Match,Friend,Match,1,0.7712371
20,blue,Nonmatch,Self,Nonmatch,1,0.616789
20,blue,Match,Self,Match,1,0.5115587
20,blue,Match,Self,Match,1,0.4768301
20,blue,Match,Self,Match,1,0.5078633
20,blue,Nonmatch,Self,Nonmatch,1,0.6344969
20,blue,Nonmatch,Self,Nonmatch,1,0.6382958
20,blue,Match,Self,Match,1,0.461639
20,blue,Nonmatch,Friend,Nonmatch,1,0.597745
20,blue,Match,Self,Match,1,0.511859
20,blue,Match,Friend,Match,1,0.8570013
20,blue,Nonmatch,Friend,Nonmatch,1,0.6480425
20,blue,Match,Friend,Match,1,0.6694287
20,blue,Nonmatch,Self,Nonmatch,1,0.5813125
20,blue,Nonmatch,Self,Nonmatch,1,0.6730443
20,blue,Match,Friend,Match,1,0.8004691
20,blue,Nonmatch,Self,Nonmatch,1,0.5839221
20,blue,Nonmatch,Friend,Match,0,0.4812392
20,blue,Match,Self,Match,1,0.5643066
20,blue,Match,Friend,Match,1,0.7024364
20,blue,Nonmatch,Friend,Nonmatch,1,0.6753848
20,blue,Nonmatch,Friend,Nonmatch,1,0.8041711
20,blue,Match,Self,Match,1,0.5228448
20,blue,Match,Self,Match,1,0.6632871
20,blue,Match,Self,Match,1,0.5464411
20,blue,Nonmatch,Self,Nonmatch,1,0.6059507
20,blue,Nonmatch,Friend,Nonmatch,1,0.672101
20,blue,Nonmatch,Friend,Nonmatch,1,0.6435104
20,blue,Match,Self,Match,1,0.5722733
20,blue,Match,Self,Match,1,0.6088945
20,blue,Match,Friend,Nonmatch,0,0.6111323
20,blue,Match,Friend,Match,1,0.7489636
20,blue,Nonmatch,Friend,Nonmatch,1,0.67908
20,blue,Nonmatch,Friend,Match,0,0.7079625
20,blue,Nonmatch,Self,Nonmatch,1,0.6260309
20,blue,Nonmatch,Self,Nonmatch,1,0.704783
20,blue,Match,Friend,Match,1,0.9634341
20,blue,Nonmatch,Self,Nonmatch,1,0.6861708
20,blue,Nonmatch,Self,Nonmatch,1,0.5162986
20,blue,Nonmatch,Friend,Nonmatch,1,0.6360106
20,blue,Nonmatch,Self,Nonmatch,1,0.5402341
20,blue,Match,Self,Nonmatch,0,0.5360339
20,blue,Nonmatch,Friend,Nonmatch,1,0.6302308
20,blue,Nonmatch,Friend,Nonmatch,1,0.6075087
20,blue,Match,Friend,Match,1,0.8347106
20,blue,Nonmatch,Self,Nonmatch,1,0.6481927
20,blue,Nonmatch,Friend,Nonmatch,1,0.6668402
20,blue,Nonmatch,Self,Nonmatch,1,0.6409292
20,blue,Nonmatch,Self,Nonmatch,1,0.7001391
20,blue,Match,Friend,Nonmatch,0,0.5040788
20,blue,Match,Self,Match,1,0.6876943
20,blue,Nonmatch,Self,Nonmatch,1,0.7090135
20,blue,Match,Friend,Match,1,0.6763733
20,blue,Match,Self,Match,1,0.5785134
20,blue,Nonmatch,Friend,Nonmatch,1,0.9871318
20,blue,Nonmatch,Friend,Nonmatch,1,0.6178941
20,blue,Match,Self,Match,1,0.5757736
20,blue,Match,Friend,Match,1,0.7049882
20,blue,Match,Friend,Match,1,0.7568166
20,blue,Nonmatch,Friend,Nonmatch,1,0.6123203
20,blue,Nonmatch,Friend,Nonmatch,1,0.5108262
20,blue,Nonmatch,Self,Nonmatch,1,0.5397498
20,blue,Nonmatch,Self,Nonmatch,1,0.5392821
20,blue,Match,Self,Match,1,0.4774779
20,blue,Nonmatch,Self,Nonmatch,1,0.6659983
20,blue,Nonmatch,Friend,Nonmatch,1,0.8999697
20,blue,Nonmatch,Self,Nonmatch,1,0.5202462
20,blue,Match,Self,Match,1,0.4754678
20,blue,Match,Friend,Match,1,0.9237911
20,blue,Match,Self,Match,1,0.5247819
20,blue,Match,Friend,Nonmatch,0,0.4132761
20,blue,Nonmatch,Friend,Nonmatch,1,0.6625708
20,blue,Nonmatch,Self,Nonmatch,1,0.6071412
20,blue,Match,Friend,Match,1,0.7046283
20,blue,Nonmatch,Friend,Nonmatch,1,0.5494658
20,blue,Nonmatch,Friend,Nonmatch,1,0.6040729
20,blue,Nonmatch,Self,Nonmatch,1,0.5106974
20,blue,Nonmatch,Friend,Nonmatch,1,0.6648295
20,blue,Nonmatch,Friend,Nonmatch,1,0.5771667
21,red,Match,Friend,Match,1,0.8891463
21,red,Match,Friend,Match,1,0.7069716
21,red,Nonmatch,Self,Nonmatch,1,0.8004031
21,red,Match,Self,Match,1,0.7100902
21,red,Nonmatch,Friend,Nonmatch,1,0.7706047
21,red,Nonmatch,Friend,Nonmatch,1,0.8063254
21,red,Match,Self,Match,1,0.9669529
21,red,Nonmatch,Friend,Nonmatch,1,0.7218805
21,red,Nonmatch,Friend,Nonmatch,1,0.8741256
21,red,Match,Friend,Match,1,0.8411186
21,red,Nonmatch,Friend,Nonmatch,1,0.909968
21,red,Match,Self,Match,1,0.7809354
21,red,Match,Self,Match,1,0.7496098
21,red,Nonmatch,Self,Match,0,0.7619557
21,red,Match,Self,Match,1,1.3815949
21,red,Nonmatch,Friend,Nonmatch,1,1.0083759
21,red,Nonmatch,Friend,Nonmatch,1,1.1738364
21,red,Nonmatch,Self,Nonmatch,1,1.1173762
21,red,Nonmatch,Self,Nonmatch,1,1.1766564
21,red,Match,Self,Match,1,0.9572901
21,red,Nonmatch,Friend,Nonmatch,1,0.8801859
21,red,Nonmatch,Self,Nonmatch,1,0.8764151
21,red,Match,Friend,Match,1,0.9127929
21,red,Nonmatch,Self,Nonmatch,1,0.8147395
21,red,Match,Friend,Match,1,0.9064505
21,red,Match,Self,Match,1,0.7806693
21,red,Nonmatch,Friend,Nonmatch,1,1.0048831
21,red,Nonmatch,Friend,Nonmatch,1,0.7845668
21,red,Match,Self,Match,1,0.8093201
21,red,Nonmatch,Friend,Nonmatch,1,0.8112676
21,red,Match,Friend,Match,1,0.7467568
21,red,Nonmatch,Self,Nonmatch,1,0.8768405
21,red,Match,Friend,Match,1,1.3922563
21,red,Nonmatch,Friend,Nonmatch,1,0.8239541
21,red,Nonmatch,Self,Nonmatch,1,0.9082506
21,red,Match,Self,Match,1,0.7515625
