SN,selfColor,Matching,Label,Response,Correct,RT
1,red,Nonmatch,Friend,Nonmatch,1,0.9678578
1,red,Nonmatch,Self,Nonmatch,1,0.8414068
1,red,Match,Friend,Match,1,0.8781236
1,red,Match,Friend,Match,1,1.2995138
1,red,Match,Self,Match,1,0.7532834
1,red,Nonmatch,Self,Nonmatch,1,0.7768434
1,red,Nonmatch,Self,Nonmatch,1,0.8121448
1,red,Match,Friend,Match,1,0.8776094
1,red,Nonmatch,Self,Nonmatch,1,0.8467853
1,red,Nonmatch,Friend,Nonmatch,1,1.0731639
1,red,Match,Self,Match,1,0.757383
1,red,Match,Self,Match,1,0.6535769
1,red,Match,Friend,Match,1,0.8092664
1,red,Match,Friend,Match,1,0.7817923
1,red,Nonmatch,Self,Nonmatch,1,0.9090118
1,red,Match,Self,Match,1,0.6895123
1,red,Nonmatch,Self,Nonmatch,1,1.0933575
1,red,Nonmatch,Self,Nonmatch,1,0.7303377
1,red,Match,Self,Match,1,0.6495868
1,red,Nonmatch,Friend,Nonmatch,1,0.806658
1,red,Match,Friend,Match,1,0.7170149
1,red,Match,Friend,Match,1,0.7776304
1,red,Nonmatch,Self,Nonmatch,1,0.6853601
1,red,Match,Friend,Match,1,0.7121674
1,red,Nonmatch,Self,Nonmatch,1,0.8450164
1,red,Match,Self,Match,1,0.6532351
1,red,Match,Self,Match,1,0.6169325
1,red,Match,Self,Match,1,0.6735563
1,red,Match,Friend,Match,1,0.7979011
1,red,Match,Self,Match,1,0.8778741
1,red,Match,Self,Match,1,0.6579264
1,red,Match,Friend,Match,1,0.8090475
1,red,Match,Self,Match,1,0.8080247
1,red,Match,Self,Match,1,0.6538748
1,red,Nonmatch,Self,Nonmatch,1,0.7101211
1,red,Match,Self,Match,1,0.8703898
1,red,Match,Friend,Match,1,0.7483303
1,red,Match,Self,Match,1,0.6809037
1,red,Match,Friend,Match,1,0.777283
1,red,Nonmatch,Self,Nonmatch,1,0.8463696
1,red,Match,Friend,Match,1,0.7129177
1,red,Match,Friend,Match,1,0.8104099
1,red,Match,Self,Match,1,0.8445026
1,red,Nonmatch,Friend,Nonmatch,1,0.7491053
1,red,Nonmatch,Friend,Nonmatch,1,1.098429
1,red,Match,Friend,Match,1,0.7929182
1,red,Match,Self,Match,1,0.7176937
1,red,Nonmatch,Friend,Nonmatch,1,0.8778673
1,red,Match,Self,Match,1,0.6845787
1,red,Nonmatch,Friend,Nonmatch,1,0.7424131
1,red,Match,Self,Match,1,0.6191078
1,red,Match,Self,Match,1,0.6781654
1,red,Nonmatch,Friend,Nonmatch,1,0.8700734
1,red,Match,Self,Match,1,0.9406063
1,red,Nonmatch,Friend,Nonmatch,1,0.8106974
1,red,Match,Friend,Match,1,1.3881695
1,red,Match,Self,Match,1,1.1146668
1,red,Nonmatch,Self,Nonmatch,1,0.7611009
1,red,Nonmatch,Self,Nonmatch,1,0.8099086
1,red,Nonmatch,Self,Nonmatch,1,0.8433745
1,red,Nonmatch,Friend,Nonmatch,1,0.81425
1,red,Match,Friend,Match,1,1.0058461
1,red,Match,Friend,Match,1,1.238832
1,red,Nonmatch,Friend,Nonmatch,1,0.7975329
1,red,Match,Friend,Match,1,0.8739929
1,red,Nonmatch,Self,Nonmatch,1,0.8115917
1,red,Nonmatch,Friend,Nonmatch,1,0.8058976
1,red,Nonmatch,Friend,Nonmatch,1,0.9622405
1,red,Nonmatch,Self,Nonmatch,1,0.7805876
1,red,Nonmatch,Friend,Nonmatch,1,1.0627392
1,red,Match,Friend,Match,1,0.7526882
1,red,Nonmatch,Friend,Nonmatch,1,0.6815039
1,red,Match,Friend,Match,1,0.974662
1,red,Nonmatch,Self,Nonmatch,1,0.7539656
1,red,Match,Self,Match,1,0.7457823
1,red,Match,Self,Match,1,0.7090553
1,red,Nonmatch,Friend,Nonmatch,1,0.7135326
1,red,Nonmatch,Self,Nonmatch,1,0.7145611
1,red,Nonmatch,Self,Nonmatch,1,0.6461932
1,red,Match,Self,Match,1,0.6416637
1,red,Nonmatch,Self,Nonmatch,1,0.8699294
1,red,Match,Self,Match,1,0.7811688
1,red,Nonmatch,Self,Nonmatch,1,0.8746671
1,red,Nonmatch,Friend,Nonmatch,1,1.0349912
1,red,Match,Self,Match,1,0.7218552
1,red,Match,Friend,Match,1,0.8747999
1,red,Nonmatch,Self,Nonmatch,1,0.7824583
1,red,Nonmatch,Friend,Nonmatch,1,0.8425326
1,red,Match,Friend,Match,1,0.7481729
1,red,Match,Friend,Match,1,0.8380814
1,red,Match,Friend,Match,1,0.685544
1,red,Nonmatch,Friend,Nonmatch,1,0.7460893
1,red,Match,Friend,Match,1,0.8349376
1,red,Nonmatch,Friend,Nonmatch,1,0.6836362
1,red,Nonmatch,Friend,Nonmatch,1,1.061134
1,red,Match,Self,Match,1,0.7551471
1,red,Nonmatch,Friend,Nonmatch,1,0.8778105
1,red,Nonmatch,Friend,Nonmatch,1,0.7175306
1,red,Match,Friend,Match,1,0.7761214
1,red,Nonmatch,Friend,Nonmatch,1,0.7401825
1,red,Match,Friend,Match,1,0.7778961
1,red,Nonmatch,Self,Nonmatch,1,0.7772248
1,red,Match,Friend,Match,1,0.7410526
1,red,Nonmatch,Self,Nonmatch,1,0.809431
1,red,Match,Self,Match,1,0.6501187
1,red,Match,Friend,Match,1,0.8991719
1,red,Match,Self,Match,1,0.6833899
1,red,Match,Friend,Match,1,0.8362774
1,red,Nonmatch,Friend,Nonmatch,1,0.7489724
1,red,Match,Self,Match,1,0.6806626
1,red,Nonmatch,Friend,Nonmatch,1,0.9331721
1,red,Nonmatch,Friend,Nonmatch,1,0.8165222
1,red,Nonmatch,Self,Nonmatch,1,0.8105241
1,red,Nonmatch,Self,Nonmatch,1,0.7151715
1,red,Match,Self,Match,1,0.61752
1,red,Nonmatch,Self,Nonmatch,1,0.9332876
1,red,Nonmatch,Self,Nonmatch,1,0.6855539
1,red,Match,Self,Match,1,0.6133112
1,red,Match,Friend,Match,1,0.8687633
1,red,Match,Self,Match,1,0.7166496
1,red,Match,Self,Match,1,0.6838113
1,red,Nonmatch,Self,Nonmatch,1,0.6764896
1,red,Nonmatch,Self,Nonmatch,1,0.7389597
1,red,Nonmatch,Friend,Nonmatch,1,0.6819537
1,red,Match,Friend,Match,1,0.7078311
1,red,Nonmatch,Self,Nonmatch,1,0.7144138
1,red,Nonmatch,Friend,Nonmatch,1,0.6495718
1,red,Nonmatch,Friend,Nonmatch,1,0.6446215
1,red,Match,Self,Match,1,0.5825167
1,red,Match,Friend,Match,1,0.7372892
1,red,Nonmatch,Friend,Nonmatch,1,0.7789886
1,red,Match,Friend,Match,1,0.7817739
1,red,Nonmatch,Self,Nonmatch,1,0.6802049
1,red,Nonmatch,Friend,Nonmatch,1,0.6661188
1,red,Match,Self,Match,1,0.6127396
1,red,Nonmatch,Friend,Nonmatch,1,0.7395399
1,red,Nonmatch,Friend,Nonmatch,1,0.7398463
1,red,Nonmatch,Self,Nonmatch,1,0.7354618
1,red,Nonmatch,Self,Nonmatch,1,0.6132466
1,red,Nonmatch,Friend,Nonmatch,1,0.8033233
1,red,Nonmatch,Self,Nonmatch,1,0.8104157
1,red,Nonmatch,Self,Nonmatch,1,0.741843
1,red,Match,Friend,Match,1,0.7052612
1,red,Nonmatch,Friend,Nonmatch,1,0.930277
2,blue,Match,Self,Match,1,0.6808216
2,blue,Match,Friend,Match,1,0.9837869
2,blue,Nonmatch,Self,Nonmatch,1,0.8465296
2,blue,Nonmatch,Self,Nonmatch,1,1.0342088
2,blue,Nonmatch,Friend,Nonmatch,1,1.0370505
2,blue,Match,Self,Match,1,0.559855
2,blue,Match,Self,Match,1,0.7335111
2,blue,Match,Friend,Match,1,0.7433161
2,blue,Nonmatch,Friend,Nonmatch,1,0.7758318
2,blue,Nonmatch,Self,Nonmatch,1,0.8752428
2,blue,Nonmatch,Friend,Nonmatch,1,0.7807873
2,blue,Match,Friend,Match,1,0.9444016
2,blue,Nonmatch,Self,Nonmatch,1,0.7203029
2,blue,Nonmatch,Friend,Nonmatch,1,1.1899311
2,blue,Nonmatch,Friend,Match,0,0.9526529
2,blue,Nonmatch,Self,Nonmatch,1,1.2295225
2,blue,Match,Friend,Match,1,0.9583756
2,blue,Nonmatch,Self,Nonmatch,1,0.7201299
2,blue,Match,Self,Match,1,0.7436065
2,blue,Nonmatch,Friend,Nonmatch,1,0.8707101
2,blue,Nonmatch,Friend,Nonmatch,1,1.261204
2,blue,Match,Friend,Match,1,1.1795865
2,blue,Match,Self,Match,1,0.6026494
2,blue,Match,Friend,Match,1,1.2853668
2,blue,Nonmatch,Self,Nonmatch,1,0.8762252
2,blue,Nonmatch,Friend,Nonmatch,1,1.1944852
2,blue,Match,Self,Match,1,0.7581755
2,blue,Nonmatch,Friend,Nonmatch,1,0.7129285
2,blue,Nonmatch,Self,Nonmatch,1,0.7114608
2,blue,Match,Self,Match,1,0.7761398
2,blue,Match,Friend,Match,1,1.2569171
2,blue,Match,Self,Match,1,1.0526763
2,blue,Match,Friend,Match,1,0.6927044
2,blue,Nonmatch,Self,Nonmatch,1,0.5860674
2,blue,Nonmatch,Self,Nonmatch,1,0.8282977
2,blue,Match,Self,Match,1,0.6473938
2,blue,Nonmatch,Self,Nonmatch,1,0.8653975
2,blue,Nonmatch,Self,Nonmatch,1,0.8750621
2,blue,Nonmatch,Friend,Nonmatch,1,0.7166554
2,blue,Match,Friend,Match,1,0.8679808
2,blue,Nonmatch,Friend,Nonmatch,1,1.0055558
2,blue,Match,Friend,Match,1,0.8509159
2,blue,Nonmatch,Friend,Nonmatch,1,1.0352567
2,blue,Match,Self,Match,1,0.6602799
2,blue,Match,Friend,Match,1,0.8966221
2,blue,Match,Friend,Match,1,0.938328
2,blue,Nonmatch,Friend,Nonmatch,1,0.8175862
2,blue,Nonmatch,Friend,Nonmatch,1,1.0017834
2,blue,Match,Self,Match,1,0.5553381
2,blue,Nonmatch,Friend,Nonmatch,1,0.6674121
2,blue,Match,Friend,Match,1,0.7354086
2,blue,Match,Self,Match,1,0.5839487
2,blue,Match,Friend,Match,1,0.960945
2,blue,Nonmatch,Friend,Nonmatch,1,0.7491559
2,blue,Nonmatch,Friend,Nonmatch,1,0.9047717
2,blue,Nonmatch,Friend,Nonmatch,1,0.6209561
2,blue,Match,Friend,Match,1,0.6773483
2,blue,Match,Friend,Match,1,1.1255808
2,blue,Match,Friend,Match,1,0.9129546
2,blue,Nonmatch,Self,Nonmatch,1,0.6174475
2,blue,Match,Friend,Match,1,0.9313535
2,blue,Match,Friend,Match,1,0.7818693
2,blue,Nonmatch,Self,Nonmatch,1,0.7741248
2,blue,Nonmatch,Self,Nonmatch,1,0.584313
2,blue,Match,Friend,Match,1,0.7701707
2,blue,Nonmatch,Self,Nonmatch,1,0.8670581
2,blue,Nonmatch,Self,Nonmatch,1,1.0357703
2,blue,Match,Self,Match,1,0.5928723
2,blue,Match,Self,Match,1,0.4799859
2,blue,Nonmatch,Friend,Nonmatch,1,0.6984721
2,blue,Nonmatch,Friend,Nonmatch,1,1.1226474
2,blue,Nonmatch,Friend,Nonmatch,1,0.8250852
2,blue,Nonmatch,Self,Nonmatch,1,1.0012705
2,blue,Nonmatch,Friend,Nonmatch,1,0.7525288
2,blue,Nonmatch,Self,Nonmatch,1,0.7120358
2,blue,Match,Self,Match,1,0.7111641
2,blue,Match,Friend,Match,1,0.8071026
2,blue,Match,Self,Match,1,0.6808379
2,blue,Nonmatch,Self,Nonmatch,1,0.9307939
2,blue,Nonmatch,Friend,Nonmatch,1,0.9072629
2,blue,Nonmatch,Self,Nonmatch,1,1.3582072
2,blue,Match,Friend,Match,1,1.3730626
2,blue,Nonmatch,Friend,Nonmatch,1,0.9200352
2,blue,Match,Friend,Match,1,1.1967015
2,blue,Nonmatch,Friend,Nonmatch,1,0.6976579
2,blue,Match,Friend,Match,1,0.9632807
2,blue,Nonmatch,Self,Nonmatch,1,0.8780882
2,blue,Match,Self,Match,1,0.9097767
2,blue,Nonmatch,Self,Nonmatch,1,0.7797864
2,blue,Nonmatch,Self,Nonmatch,1,0.648736
2,blue,Nonmatch,Friend,Nonmatch,1,0.7402728
2,blue,Nonmatch,Friend,Nonmatch,1,0.649434
2,blue,Nonmatch,Self,Match,0,0.6437768
2,blue,Nonmatch,Friend,Nonmatch,1,1.0027761
2,blue,Match,Self,Match,1,0.9122194
2,blue,Nonmatch,Self,Nonmatch,1,0.6541661
2,blue,Match,Friend,Match,1,0.8767907
2,blue,Nonmatch,Self,Nonmatch,1,0.7181482
2,blue,Match,Friend,Match,1,0.8956799
2,blue,Nonmatch,Self,Nonmatch,1,0.6175959
2,blue,Match,Self,Match,1,0.4789792
2,blue,Match,Self,Match,1,0.5391433
2,blue,Match,Friend,Match,1,0.6628803
2,blue,Match,Friend,Match,1,0.8017742
2,blue,Nonmatch,Friend,Nonmatch,1,0.9050891
2,blue,Nonmatch,Self,Nonmatch,1,0.903341
2,blue,Match,Self,Match,1,0.5880285
2,blue,Nonmatch,Self,Nonmatch,1,0.9300573
2,blue,Nonmatch,Friend,Nonmatch,1,1.2927944
2,blue,Match,Self,Match,1,0.6052266
2,blue,Nonmatch,Self,Nonmatch,1,0.7694505
2,blue,Match,Self,Match,1,0.5538973
2,blue,Nonmatch,Self,Match,0,1.3097895
2,blue,Match,Self,Match,1,0.9887956
2,blue,Nonmatch,Friend,Nonmatch,1,0.6896913
2,blue,Match,Friend,Match,1,0.9281817
2,blue,Match,Friend,Match,1,0.6805399
2,blue,Match,Self,Match,1,1.0279162
2,blue,Match,Self,Match,1,0.4923016
2,blue,Nonmatch,Self,Nonmatch,1,0.9570279
2,blue,Match,Friend,Match,1,0.604944
2,blue,Match,Friend,Match,1,0.6078155
2,blue,Match,Self,Match,1,0.5095258
2,blue,Nonmatch,Self,Nonmatch,1,0.9203094
2,blue,Match,Self,Match,1,0.6209619
2,blue,Match,Self,Match,1,0.4499047
2,blue,Match,Friend,Match,1,0.7886981
2,blue,Match,Friend,Match,1,0.4896515
2,blue,Match,Self,Match,1,0.8568358
2,blue,Match,Self,Match,1,0.4612451
2,blue,Nonmatch,Friend,Nonmatch,1,0.6677804
2,blue,Match,Self,Nonmatch,0,0.9660462
2,blue,Nonmatch,Friend,Nonmatch,1,0.8888541
2,blue,Match,Self,Match,1,0.6217396
2,blue,Nonmatch,Friend,Nonmatch,1,0.9331336
2,blue,Match,Friend,Match,1,0.6458976
2,blue,Nonmatch,Friend,Nonmatch,1,0.9936326
2,blue,Match,Friend,Match,1,1.2356032
2,blue,Nonmatch,Self,Nonmatch,1,0.7564972
2,blue,Match,Self,Match,1,0.6764992
2,blue,Match,Self,Match,1,0.9976426
2,blue,Nonmatch,Friend,Nonmatch,1,0.6896929
2,blue,Match,Self,Match,1,0.9014582
2,blue,Nonmatch,Self,Nonmatch,1,0.6533255
3,red,Nonmatch,Self,Nonmatch,1,0.5215319
3,red,Nonmatch,Self,Match,0,0.4948965
3,red,Match,Friend,Match,1,0.6043068
3,red,Match,Self,Match,1,0.37331
3,red,Nonmatch,Self,Nonmatch,1,0.5263151
3,red,Nonmatch,Friend,Match,0,0.5366008
3,red,Nonmatch,Friend,Nonmatch,0,0
3,red,Nonmatch,Friend,Nonmatch,1,0.6575834
3,red,Match,Self,Match,1,0.6370962
3,red,Match,Friend,Nonmatch,0,0
3,red,Match,Self,Match,1,0.5789935
3,red,Match,Self,Match,1,0.5446244
3,red,Match,Friend,Match,1,0.731091
3,red,Match,Friend,Nonmatch,0,0
3,red,Match,Friend,Match,1,0.5709817
3,red,Nonmatch,Self,Nonmatch,1,0.6843677
3,red,Nonmatch,Friend,Match,0,0.7399437
3,red,Match,Friend,Match,1,0.7232711
3,red,Nonmatch,Friend,Nonmatch,1,0.7741945
3,red,Nonmatch,Friend,Nonmatch,1,0.6470595
3,red,Match,Friend,Match,1,0.6747171
3,red,Match,Self,Match,1,0.5810195
3,red,Nonmatch,Friend,Nonmatch,1,0.5681906
3,red,Match,Self,Match,1,0.5023882
3,red,Nonmatch,Self,Nonmatch,1,0.7131242
3,red,Nonmatch,Self,Nonmatch,1,0.7351334
3,red,Nonmatch,Self,Nonmatch,1,0.7656081
3,red,Nonmatch,Self,Nonmatch,1,0.5825428
3,red,Nonmatch,Self,Nonmatch,1,0.5767931
3,red,Nonmatch,Self,Nonmatch,1,0.4460027
3,red,Nonmatch,Friend,Nonmatch,1,0.6945704
3,red,Match,Self,Match,1,0.5764786
3,red,Nonmatch,Friend,Nonmatch,1,0.6362938
3,red,Match,Friend,Match,1,0.7303436
3,red,Nonmatch,Self,Nonmatch,1,0.5759241
3,red,Match,Self,Match,1,0.5716717
3,red,Nonmatch,Self,Nonmatch,0,0
3,red,Match,Friend,Match,1,0.72576
3,red,Nonmatch,Friend,Nonmatch,1,0.6463583
3,red,Match,Friend,Match,1,0.7710776
3,red,Nonmatch,Friend,Nonmatch,1,0.6963914
3,red,Match,Friend,Nonmatch,0,0
3,red,Match,Friend,Match,1,0.7132007
3,red,Nonmatch,Friend,Nonmatch,1,0.5506035
3,red,Nonmatch,Friend,Nonmatch,1,0.7022651
3,red,Nonmatch,Friend,Nonmatch,1,0.5506612
3,red,Nonmatch,Friend,Nonmatch,1,0.4218581
3,red,Nonmatch,Self,Nonmatch,1,0.593916
3,red,Match,Friend,Match,1,1.1979403
3,red,Nonmatch,Friend,Nonmatch,1,0.5667797
3,red,Match,Self,Match,1,0.6097044
3,red,Nonmatch,Self,Nonmatch,1,0.6050863
3,red,Nonmatch,Friend,Nonmatch,1,0.8657793
3,red,Match,Self,Match,1,0.52107
3,red,Match,Friend,Match,1,0.6310914
3,red,Nonmatch,Friend,Nonmatch,1,0.5448556
3,red,Nonmatch,Friend,Nonmatch,1,0.6351458
3,red,Match,Friend,Nonmatch,0,0.5118106
3,red,Nonmatch,Friend,Match,0,0.5598176
3,red,Nonmatch,Friend,Nonmatch,1,0.5564303
3,red,Nonmatch,Self,Nonmatch,1,0.7347274
3,red,Nonmatch,Friend,Nonmatch,1,0.5745751
3,red,Nonmatch,Self,Nonmatch,1,0.6420027
3,red,Nonmatch,Self,Nonmatch,1,0.4535127
3,red,Match,Self,Match,1,0.5057817
3,red,Match,Self,Match,1,0.4074725
3,red,Nonmatch,Self,Nonmatch,1,0.4425388
3,red,Match,Friend,Nonmatch,0,0.6330314
3,red,Match,Friend,Match,1,0.7456267
3,red,Match,Self,Match,1,0.7046197
3,red,Match,Friend,Match,1,0.6452564
3,red,Nonmatch,Self,Nonmatch,1,0.5496265
3,red,Nonmatch,Self,Nonmatch,1,0.7822182
3,red,Nonmatch,Friend,Nonmatch,1,0.7041697
3,red,Match,Friend,Match,1,0.6131725
3,red,Match,Self,Match,1,0.4821852
3,red,Nonmatch,Friend,Nonmatch,1,0.6053017
3,red,Match,Friend,Match,1,0.5716185
3,red,Nonmatch,Self,Nonmatch,1,0.5352886
3,red,Match,Self,Match,1,0.3819145
3,red,Nonmatch,Self,Match,0,0.5065143
3,red,Match,Self,Match,1,0.4261119
3,red,Match,Friend,Match,1,0.6133458
3,red,Nonmatch,Self,Nonmatch,1,0.573072
3,red,Nonmatch,Self,Nonmatch,1,0.5056522
3,red,Match,Self,Nonmatch,0,0.5958287
3,red,Match,Friend,Match,1,0.5937279
3,red,Match,Self,Match,1,0.5718204
3,red,Match,Self,Match,1,0.3433902
3,red,Match,Self,Match,1,0.4642758
3,red,Nonmatch,Friend,Match,0,0.3446117
3,red,Match,Friend,Match,1,0.6184787
3,red,Match,Friend,Match,1,0.5765817
3,red,Nonmatch,Friend,Nonmatch,1,0.6059426
3,red,Match,Friend,Match,1,0.610753
3,red,Match,Self,Match,1,0.4818264
3,red,Match,Friend,Match,1,0.5263608
3,red,Nonmatch,Self,Nonmatch,1,0.5697548
3,red,Nonmatch,Friend,Nonmatch,1,0.8556839
3,red,Nonmatch,Self,Nonmatch,1,0.7123362
3,red,Nonmatch,Friend,Nonmatch,0,0
3,red,Match,Self,Match,1,0.7291387
3,red,Match,Self,Match,1,0.3855026
3,red,Match,Friend,Nonmatch,0,0.6001619
3,red,Match,Friend,Match,1,0.589079
3,red,Match,Friend,Match,1,0.4169383
3,red,Nonmatch,Self,Nonmatch,1,0.5937624
3,red,Match,Self,Match,1,0.5407331
3,red,Match,Self,Match,1,0.5014913
3,red,Nonmatch,Self,Nonmatch,1,0.7234746
3,red,Match,Friend,Match,1,0.5503071
3,red,Match,Self,Match,1,0.5423934
3,red,Match,Friend,Match,1,0.5399779
3,red,Nonmatch,Friend,Nonmatch,1,0.5982082
3,red,Match,Friend,Match,1,0.6415552
3,red,Nonmatch,Self,Nonmatch,1,0.5385336
3,red,Nonmatch,Friend,Nonmatch,1,0.6372444
3,red,Nonmatch,Self,Nonmatch,1,0.5725678
3,red,Nonmatch,Self,Nonmatch,1,0.5684187
3,red,Nonmatch,Friend,Nonmatch,1,0.7025749
3,red,Match,Self,Match,1,0.4937777
3,red,Nonmatch,Self,Nonmatch,1,0.4728264
3,red,Nonmatch,Self,Nonmatch,1,0.6602711
3,red,Match,Friend,Match,1,0.5723088
3,red,Match,Self,Match,1,0.5359972
3,red,Nonmatch,Friend,Nonmatch,1,0.5722408
3,red,Nonmatch,Self,Nonmatch,1,0.5416232
3,red,Nonmatch,Self,Nonmatch,1,0.7198864
3,red,Nonmatch,Friend,Nonmatch,1,0.6109802
3,red,Match,Self,Match,1,0.5090814
3,red,Nonmatch,Self,Nonmatch,1,0.5675365
3,red,Match,Self,Match,1,0.7255015
3,red,Match,Self,Match,1,0.4779736
3,red,Match,Self,Match,1,0.5352006
3,red,Match,Friend,Match,1,0.6690677
3,red,Match,Friend,Match,1,0.5735712
3,red,Match,Friend,Match,1,0.4063733
3,red,Match,Self,Match,1,0.4984601
3,red,Nonmatch,Friend,Nonmatch,1,0.5695672
3,red,Nonmatch,Friend,Nonmatch,1,0.6322632
3,red,Nonmatch,Friend,Nonmatch,1,0.4464891
3,red,Match,Self,Match,1,0.5035221
3,red,Match,Self,Match,1,0.3730832
3,red,Match,Self,Match,1,0.4052308
4,blue,Match,Self,Match,1,0.6816037
4,blue,Match,Self,Match,1,0.6636027
4,blue,Nonmatch,Self,Nonmatch,1,0.5984755
4,blue,Match,Self,Match,1,0.5735805
4,blue,Match,Self,Match,1,0.5693809
4,blue,Match,Friend,Match,1,0.8549431
4,blue,Nonmatch,Friend,Nonmatch,1,0.6820018
4,blue,Nonmatch,Friend,Nonmatch,1,0.700572
4,blue,Nonmatch,Friend,Nonmatch,1,0.548058
4,blue,Nonmatch,Self,Nonmatch,1,0.7632447
4,blue,Match,Friend,Nonmatch,0,0.5838679
4,blue,Nonmatch,Self,Nonmatch,1,1.0516841
4,blue,Nonmatch,Friend,Nonmatch,1,0.9174778
4,blue,Nonmatch,Self,Nonmatch,1,0.8780201
4,blue,Match,Self,Match,1,0.7148325
4,blue,Match,Self,Match,1,0.4824038
4,blue,Nonmatch,Self,Nonmatch,1,0.5393506
4,blue,Match,Self,Match,1,0.695204
4,blue,Nonmatch,Self,Nonmatch,1,0.6105258
4,blue,Match,Self,Match,1,0.6348934
4,blue,Nonmatch,Friend,Nonmatch,1,1.0267289
4,blue,Match,Self,Match,1,0.6544789
4,blue,Match,Self,Match,1,0.6407016
4,blue,Nonmatch,Friend,Nonmatch,1,0.6706066
4,blue,Match,Friend,Match,1,0.9395429
4,blue,Nonmatch,Friend,Nonmatch,1,0.7458327
4,blue,Nonmatch,Friend,Nonmatch,1,0.5149406
4,blue,Nonmatch,Friend,Nonmatch,1,0.5717202
4,blue,Match,Friend,Match,1,0.5907723
4,blue,Match,Self,Match,1,0.6420255
4,blue,Match,Self,Match,1,0.5409044
4,blue,Match,Friend,Match,1,0.630059
4,blue,Nonmatch,Self,Nonmatch,1,0.6718705
4,blue,Match,Self,Match,1,0.5087831
4,blue,Match,Friend,Match,1,0.5989277
4,blue,Match,Friend,Match,1,0.7326947
4,blue,Match,Friend,Match,1,0.5155695
4,blue,Match,Friend,Match,1,0.5319473
4,blue,Nonmatch,Friend,Nonmatch,1,0.5721361
4,blue,Match,Friend,Match,1,0.66661
4,blue,Nonmatch,Friend,Nonmatch,1,0.7049537
4,blue,Nonmatch,Self,Nonmatch,1,0.9019794
4,blue,Match,Friend,Match,1,0.9040219
4,blue,Nonmatch,Self,Nonmatch,1,0.7798399
4,blue,Match,Friend,Match,1,0.7128577
4,blue,Match,Friend,Match,1,0.6770516
4,blue,Nonmatch,Self,Nonmatch,1,0.6108331
4,blue,Nonmatch,Self,Nonmatch,1,1.0228614
4,blue,Match,Friend,Match,1,0.7658853
4,blue,Match,Self,Match,1,0.6745585
4,blue,Nonmatch,Friend,Nonmatch,1,0.6046267
4,blue,Nonmatch,Friend,Nonmatch,1,0.5450035
4,blue,Match,Self,Match,1,0.5423186
4,blue,Nonmatch,Friend,Nonmatch,1,0.5709816
4,blue,Nonmatch,Friend,Match,0,0.7586843
4,blue,Nonmatch,Friend,Match,0,0.5476973
4,blue,Match,Friend,Match,1,0.6566913
4,blue,Match,Self,Match,1,0.6966768
4,blue,Match,Self,Match,1,0.452473
4,blue,Nonmatch,Self,Nonmatch,1,0.5994069
4,blue,Nonmatch,Self,Nonmatch,1,0.8888149
4,blue,Match,Friend,Match,1,0.908272
4,blue,Match,Self,Match,1,0.9078537
4,blue,Nonmatch,Self,Nonmatch,1,0.5528868
4,blue,Match,Friend,Match,1,0.7058687
4,blue,Match,Self,Match,1,0.8324434
4,blue,Nonmatch,Self,Nonmatch,1,0.808731
4,blue,Match,Friend,Nonmatch,0,0.9628823
4,blue,Nonmatch,Self,Nonmatch,1,1.0518205
4,blue,Nonmatch,Self,Nonmatch,1,0.7860879
4,blue,Nonmatch,Self,Nonmatch,1,0.6104466
4,blue,Nonmatch,Friend,Nonmatch,1,0.7950352
4,blue,Nonmatch,Friend,Nonmatch,1,0.653788
4,blue,Match,Self,Match,1,0.834106
4,blue,Nonmatch,Self,Nonmatch,1,0.7771219
4,blue,Nonmatch,Self,Nonmatch,1,0.9033598
4,blue,Nonmatch,Friend,Nonmatch,1,1.1585818
4,blue,Match,Friend,Match,1,0.9427864
4,blue,Match,Friend,Match,1,0.7116016
4,blue,Match,Self,Match,1,0.705912
4,blue,Nonmatch,Self,Nonmatch,1,0.5176235
4,blue,Nonmatch,Self,Nonmatch,1,0.6945583
4,blue,Nonmatch,Self,Nonmatch,1,0.6402081
4,blue,Nonmatch,Self,Nonmatch,1,0.642944
4,blue,Match,Friend,Match,1,0.7368817
4,blue,Nonmatch,Friend,Nonmatch,1,0.6454525
4,blue,Match,Friend,Match,1,0.7358932
4,blue,Match,Friend,Match,1,0.8303148
4,blue,Match,Self,Match,1,0.7104115
4,blue,Match,Self,Match,1,0.5804858
4,blue,Nonmatch,Self,Nonmatch,0,0
4,blue,Nonmatch,Self,Nonmatch,1,0.8639964
4,blue,Match,Self,Match,1,0.7415448
4,blue,Nonmatch,Friend,Nonmatch,1,0.6398996
4,blue,Match,Self,Match,1,0.7930413
4,blue,Nonmatch,Self,Nonmatch,1,0.5454411
4,blue,Match,Friend,Match,1,0.7111579
4,blue,Match,Self,Match,1,0.6390725
4,blue,Match,Self,Match,1,0.6653545
4,blue,Match,Friend,Match,1,1.0154115
4,blue,Nonmatch,Self,Nonmatch,1,0.6409322
4,blue,Nonmatch,Friend,Nonmatch,1,0.6957099
4,blue,Nonmatch,Self,Nonmatch,1,0.7050736
4,blue,Nonmatch,Friend,Nonmatch,1,0.8930212
4,blue,Match,Friend,Match,1,0.6161005
4,blue,Nonmatch,Self,Nonmatch,1,0.7006501
4,blue,Match,Friend,Match,1,0.6686191
4,blue,Match,Friend,Match,1,0.5362364
4,blue,Nonmatch,Friend,Nonmatch,1,0.6268411
