SN,Matching,Label,Response,Correct,RT
14,Match,Stranger,Match,1,1108.5999999999913
14,Match,Self,Match,1,666.5
14,Nonmatch,Stranger,Nonmatch,1,1058.1000000000204
14,Nonmatch,Self,Nonmatch,1,972.0999999970228
14,Nonmatch,Stranger,Nonmatch,1,1110.2000000089463
14,Nonmatch,Stranger,Nonmatch,1,981.6000000059576
14,Match,Stranger,Match,1,687.1999999999971
14,Match,Self,Match,1,860.1000000089407
14,Nonmatch,Stranger,Nonmatch,1,1251.8000000089378
14,Match,Stranger,Match,1,1102.199999997014
14,Match,Stranger,Match,1,627.9000000059605
14,Nonmatch,Stranger,Nonmatch,1,757.3000000089523
14,Nonmatch,Self,Nonmatch,1,1091.7000000000116
14,Nonmatch,Stranger,Nonmatch,1,959.7000000029802
14,Match,Self,Match,1,701.7000000089465
14,Match,Stranger,Match,1,722.0000000089349
14,Match,Stranger,Match,1,722.5000000059663
14,Match,Self,Match,1,653.5999999970081
14,Match,Stranger,Match,1,1019.6000000089408
14,Match,Stranger,Match,1,1148.6000000000058
14,Match,Stranger,Match,1,618.7000000059488
14,Nonmatch,Stranger,Nonmatch,1,706.7000000029802
14,Nonmatch,Stranger,Nonmatch,1,835.800000002986
14,Nonmatch,Stranger,Nonmatch,1,614.400000008929
14,Nonmatch,Stranger,Nonmatch,1,604.4000000059605
14,Match,Self,Match,1,687.300000002986
14,Match,Self,Match,1,579.7000000059488
14,Match,Stranger,Match,1,668
14,Nonmatch,Self,Nonmatch,1,986.300000002986
14,Match,Self,Match,1,765.900000008929
14,Match,Stranger,Match,1,951.800000002986
14,Nonmatch,Self,Nonmatch,1,983.1000000000058
14,Nonmatch,Stranger,Nonmatch,1,895.2000000029802
14,Match,Stranger,Match,1,745.7000000059488
14,Match,Stranger,Match,1,802.6000000029744
14,Match,Stranger,Match,1,736.9999999970314
14,Match,Stranger,Match,1,624.300000002986
14,Match,Self,Match,1,593.7000000000116
14,Match,Self,Match,1,577.3000000059546
14,Match,Stranger,Match,1,974.3999999970256
14,Match,Self,Match,1,1067.8000000089523
14,Nonmatch,Self,Nonmatch,1,1361.7000000029802
14,Nonmatch,Self,Nonmatch,1,1561.100000005972
14,Nonmatch,Stranger,Nonmatch,1,1098.2000000089463
14,Match,Self,Match,1,762.5
14,Nonmatch,Stranger,Nonmatch,1,1088.2000000089463
14,Nonmatch,Self,Match,0,872.7000000000116
14,Nonmatch,Stranger,Nonmatch,1,1088.7000000059488
14,Nonmatch,Stranger,Nonmatch,1,1062.7000000000116
14,Match,Self,Match,1,614.5000000059663
14,Match,Stranger,Match,1,1414.4000000059605
14,Match,Self,Match,1,983.3000000000176
14,Match,Stranger,Match,1,1184.8000000089523
14,Match,Self,Match,1,648.9000000000233
14,Match,Self,Match,1,613.5
14,Nonmatch,Self,Nonmatch,1,659.2000000000116
14,Nonmatch,Stranger,Nonmatch,1,742.6000000030035
14,Nonmatch,Self,Nonmatch,1,1377.5000000059372
14,Nonmatch,Self,Nonmatch,1,1255.7999999999884
14,Nonmatch,Self,Nonmatch,1,585.8000000059837
14,Nonmatch,Self,Nonmatch,1,471.80000000295695
14,Nonmatch,Self,Nonmatch,1,664.7000000000116
14,Nonmatch,Self,Nonmatch,1,659.9000000000233
14,Nonmatch,Self,Nonmatch,1,664.4000000059605
14,Match,Stranger,Match,1,1397.2000000000116
14,Nonmatch,Self,Nonmatch,1,1451.0999999999767
14,Match,Self,Match,1,986.400000008929
14,Match,Self,Match,1,461.000000008964
14,Match,Stranger,Match,1,718.0000000059372
14,Nonmatch,Stranger,Nonmatch,1,1168.3000000059835
14,Match,Self,Match,1,931.2000000029802
14,Match,Self,Match,1,580.7000000089174
14,Nonmatch,Stranger,Nonmatch,1,844.2000000059488
14,Match,Self,Match,1,699.2999999970198
14,Nonmatch,Self,Nonmatch,1,1236.300000002957
14,Match,Self,Match,1,639.2999999999884
14,Nonmatch,Self,Nonmatch,1,881.4999999970314
14,Nonmatch,Self,Nonmatch,1,1001.400000002992
14,Match,Self,Match,1,840.9000000000233
14,Match,Stranger,Nonmatch,0,655.7000000029802
14,Nonmatch,Stranger,Nonmatch,1,1084.7000000059488
14,Match,Stranger,Match,1,1511.7999999970198
14,Match,Self,Match,1,892.7999999999884
14,Match,Stranger,Match,1,1326.500000008964
14,Nonmatch,Self,Nonmatch,1,801.2000000029802
14,Match,Self,Match,1,651.8000000089523
14,Nonmatch,Self,Nonmatch,1,884.6000000030035
14,Match,Stranger,Match,1,1168.7000000089174
14,Nonmatch,Stranger,Nonmatch,1,760.6000000059721
14,Match,Self,Match,1,578.800000002957
14,Match,Self,Match,1,532.3000000059837
14,Nonmatch,Stranger,Nonmatch,1,616.5
14,Match,Self,Match,1,544.4000000029919
14,Match,Self,Match,1,466.7000000000117
14,Nonmatch,Stranger,Nonmatch,1,745.3000000089523
14,Nonmatch,Self,Nonmatch,1,890.8000000089523
14,Nonmatch,Self,Nonmatch,1,520.0000000059372
14,Match,Self,Match,1,660
14,Nonmatch,Stranger,Nonmatch,1,674.8999999999651
14,Nonmatch,Stranger,Nonmatch,1,850
14,Nonmatch,Self,Nonmatch,1,933.7000000029802
14,Nonmatch,Self,Nonmatch,1,929.4999999970314
14,Nonmatch,Stranger,Nonmatch,1,872.9000000000233
14,Match,Self,Match,1,686.7000000089174
14,Nonmatch,Stranger,Nonmatch,1,724.2999999999884
14,Nonmatch,Stranger,Nonmatch,1,698.800000002957
14,Match,Stranger,Match,1,771.6999999999534
14,Match,Stranger,Match,1,922.2999999999884
14,Nonmatch,Stranger,Nonmatch,1,1199.9000000000815
14,Match,Stranger,Match,1,989.2000000089174
14,Nonmatch,Self,Nonmatch,1,773.2000000059488
14,Nonmatch,Self,Nonmatch,1,1036.2000000029802
14,Nonmatch,Self,Nonmatch,1,582.7000000089174
14,Nonmatch,Self,Nonmatch,1,589
14,Match,Self,Match,1,820.6000000000349
14,Nonmatch,Stranger,Nonmatch,1,852.800000002957
14,Match,Stranger,Match,1,909.900000008929
14,Match,Stranger,Match,1,1006.8000000059836
14,Nonmatch,Stranger,Nonmatch,1,843.6000000059721
14,Match,Stranger,Match,1,760.7000000059488
14,Nonmatch,Self,Nonmatch,1,848.9000000059605
14,Nonmatch,Stranger,Nonmatch,1,1174.400000002992
14,Nonmatch,Stranger,Nonmatch,1,721.8000000059837
14,Nonmatch,Self,Nonmatch,1,777.900000008929
14,Match,Stranger,Match,1,768.7000000000116
17,Match,Stranger,Match,1,1081.2000000029802
17,Nonmatch,Self,Nonmatch,1,771.2000000000007
17,Match,Stranger,Match,1,847.2999999970198
17,Nonmatch,Self,Nonmatch,1,788.500000005959
17,Nonmatch,Stranger,Nonmatch,1,1440.5000000029831
17,Match,Self,Match,1,1039.7999999940366
17,Match,Stranger,Match,1,788.4000000000015
17,Nonmatch,Self,Nonmatch,1,921.8999999970184
17,Nonmatch,Self,Nonmatch,1,1054.1000000059576
17,Match,Self,Match,1,706.499999994041
17,Match,Self,Match,1,727.5999999999985
17,Nonmatch,Self,Nonmatch,1,1028.999999994041
17,Nonmatch,Self,Nonmatch,1,840.5
17,Nonmatch,Self,Nonmatch,1,629.5000000029831
17,Match,Stranger,Match,1,1570.1000000029817
17,Nonmatch,Stranger,Nonmatch,1,795.5999999940395
17,Nonmatch,Self,Nonmatch,1,713.4999999970169
17,Nonmatch,Self,Nonmatch,1,669.3000000059546
17,Nonmatch,Self,Nonmatch,1,778.1000000000058
17,Match,Self,Match,1,814.9000000029773
17,Nonmatch,Self,Nonmatch,1,851.9000000059605
17,Match,Stranger,Match,1,1440.400000002977
17,Nonmatch,Self,Nonmatch,1,1047.2000000029802
17,Match,Self,Match,1,635.7999999940366
17,Match,Self,Match,1,672.699999997014
17,Match,Stranger,Match,1,1077.800000002986
17,Nonmatch,Self,Nonmatch,1,785.8000000000029
17,Nonmatch,Self,Nonmatch,1,1438.2000000029802
17,Match,Self,Match,1,638.3999999999942
17,Match,Self,Match,1,619
17,Match,Stranger,Match,1,1607.7999999940366
17,Match,Self,Match,1,735.9000000059605
17,Nonmatch,Self,Nonmatch,1,1052.7999999940366
17,Nonmatch,Stranger,Nonmatch,1,1057.3000000059546
17,Nonmatch,Stranger,Nonmatch,1,814
17,Nonmatch,Self,Nonmatch,1,1731.599999997023
17,Nonmatch,Stranger,Nonmatch,1,778.4999999940337
17,Match,Stranger,Match,1,831.4999999970314
17,Nonmatch,Stranger,Nonmatch,1,1708.099999997008
17,Nonmatch,Self,Nonmatch,1,873.3999999970256
17,Match,Self,Match,1,581.2999999999884
17,Match,Self,Match,1,506.09999999403954
17,Match,Self,Match,1,614.7999999940512
17,Match,Self,Match,1,483.3000000059546
17,Nonmatch,Stranger,Nonmatch,1,816.800000002986
17,Nonmatch,Self,Nonmatch,1,1045.0000000029686
17,Match,Self,Match,1,649.5
17,Match,Stranger,Match,1,1046.1000000000058
17,Nonmatch,Self,Nonmatch,1,923.399999994028
17,Match,Self,Match,1,527.5000000059663
17,Nonmatch,Stranger,Nonmatch,1,1250.8999999970256
17,Nonmatch,Stranger,Nonmatch,1,1809.29999999702
17,Match,Stranger,Match,1,1058.3999999970256
17,Nonmatch,Stranger,Nonmatch,1,1606.0000000029686
17,Match,Stranger,Match,1,1086.5999999940395
17,Nonmatch,Stranger,Nonmatch,1,1026.2000000000116
17,Match,Stranger,Match,1,1033.1000000029744
17,Nonmatch,Stranger,Nonmatch,1,1020.6999999940454
17,Match,Stranger,Match,1,1657.599999997008
17,Nonmatch,Self,Nonmatch,1,832.4000000059605
17,Nonmatch,Self,Nonmatch,1,821.5999999970081
17,Nonmatch,Self,Nonmatch,1,1409.8000000059546
17,Nonmatch,Stranger,Nonmatch,1,1290.5000000059665
17,Nonmatch,Stranger,Match,0,1054.899999994028
17,Match,Self,Match,1,804.2999999970198
17,Match,Stranger,Match,1,1560.4999999970314
17,Nonmatch,Stranger,Nonmatch,1,1018.699999997014
17,Match,Stranger,Match,1,999.5000000059664
17,Nonmatch,Self,Nonmatch,1,868.5999999970081
17,Nonmatch,Stranger,Nonmatch,1,1297
17,Match,Stranger,Match,1,1085.2999999940512
17,Match,Stranger,Match,1,762.3999999999942
17,Match,Self,Match,1,645.7000000029802
17,Nonmatch,Self,Nonmatch,1,912.2000000059488
17,Match,Stranger,Match,1,829.199999997014
17,Nonmatch,Self,Nonmatch,1,778.6000000059721
17,Nonmatch,Stranger,Nonmatch,1,982.1000000029744
17,Match,Self,Match,1,666.8999999969965
17,Nonmatch,Stranger,Nonmatch,1,807.5000000029686
17,Nonmatch,Stranger,Nonmatch,1,1413.9999999970314
17,Match,Stranger,Match,1,923.7000000000116
17,Match,Self,Match,1,665.2999999999884
17,Nonmatch,Stranger,Nonmatch,1,782.4000000059605
17,Nonmatch,Stranger,Nonmatch,1,1835.700000000012
17,Nonmatch,Stranger,Nonmatch,1,994.5999999999768
17,Match,Stranger,Match,1,1165.5000000029686
17,Match,Self,Match,1,755.7000000029802
17,Nonmatch,Stranger,Nonmatch,1,759.1999999940163
17,Match,Stranger,Match,1,845.8000000059837
17,Nonmatch,Self,Nonmatch,1,849.5999999999767
17,Match,Stranger,Match,1,1006.399999994028
17,Nonmatch,Stranger,Nonmatch,1,1123.2000000029802
17,Match,Stranger,Match,1,928.600000005972
17,Match,Self,Nonmatch,0,628.3999999940279
17,Match,Stranger,Nonmatch,0,809.3999999969965
17,Nonmatch,Self,Nonmatch,1,917.7000000000116
17,Match,Self,Match,1,809.2999999970198
17,Nonmatch,Self,Nonmatch,1,1071.3999999969965
17,Nonmatch,Stranger,Nonmatch,1,1203.699999997043
17,Nonmatch,Stranger,Nonmatch,1,1096.5999999999767
17,Match,Self,Match,1,1029.2000000059488
17,Match,Stranger,Match,1,1250.100000000035
17,Match,Stranger,Match,1,1101.9999999970314
17,Nonmatch,Stranger,Nonmatch,1,779.0000000029686
17,Nonmatch,Self,Nonmatch,1,1056.0999999940395
17,Match,Stranger,Match,1,836.7000000059488
17,Nonmatch,Self,Nonmatch,1,817.699999997043
17,Match,Stranger,Match,1,861.5999999999767
17,Nonmatch,Stranger,Nonmatch,1,713.2000000059488
17,Match,Self,Match,1,511.79999999701977
17,Match,Self,Match,1,524.4000000029919
17,Nonmatch,Stranger,Nonmatch,1,729.9999999940628
17,Nonmatch,Stranger,Nonmatch,1,798.0000000059372
17,Match,Stranger,Match,1,834.7999999999884
17,Nonmatch,Self,Nonmatch,1,839.6999999940163
17,Match,Self,Match,1,627.7000000000116
17,Nonmatch,Stranger,Nonmatch,1,977.4000000000232
17,Nonmatch,Self,Nonmatch,1,781.0999999999767
17,Match,Self,Match,1,705.8999999940279
17,Match,Stranger,Match,1,854.5
17,Match,Self,Match,1,619.1000000059721
17,Match,Self,Match,1,680.699999997043
17,Nonmatch,Stranger,Nonmatch,1,1028.5
17,Nonmatch,Stranger,Nonmatch,1,1249.400000002992
17,Match,Self,Match,1,517.9000000059605
17,Nonmatch,Stranger,Nonmatch,1,706.3999999969965
17,Nonmatch,Self,Nonmatch,1,887.9999999940628
17,Match,Stranger,Match,1,868.0000000059372
17,Match,Stranger,Match,1,1120.600000005972
17,Match,Stranger,Match,1,1157.199999997043
17,Match,Stranger,Match,1,1050.8999999969965
17,Match,Stranger,Match,1,727.0000000029686
17,Match,Self,Match,1,971.5999999999768
17,Match,Self,Match,1,600.0999999999185
17,Nonmatch,Self,Nonmatch,1,716.4000000000233
17,Nonmatch,Stranger,Nonmatch,1,1042.1999999940165
17,Nonmatch,Self,Nonmatch,1,1109.7999999999884
17,Nonmatch,Stranger,Nonmatch,1,1186.5
17,Match,Self,Match,1,813.9999999970314
17,Nonmatch,Self,Nonmatch,1,811.9999999940628
17,Match,Self,Match,1,521.5
17,Match,Self,Match,1,525.2000000059488
17,Match,Stranger,Match,1,792.7000000029802
17,Match,Self,Match,1,749.8999999999651
19,Match,Stranger,Match,1,1007.199999994038
19,Match,Self,Match,1,1173.7000000000007
19,Match,Stranger,Match,1,1065.2999999761596
19,Match,Self,Match,1,739.3999999880798
19,Match,Self,Match,1,751.2999999761596
19,Match,Self,Match,1,611.6999999880791
19,Match,Stranger,Match,1,947.4999999761568
19,Nonmatch,Self,Nonmatch,1,875.2000000000116
19,Nonmatch,Self,Nonmatch,1,1628.699999999997
19,Nonmatch,Self,Nonmatch,1,835.4999999761567
19,Match,Stranger,Nonmatch,0,891.6999999999971
19,Match,Stranger,Match,1,1073.2999999821186
19,Match,Self,Match,1,614.3999999821172
19,Nonmatch,Self,Nonmatch,1,997.199999976161
19,Nonmatch,Stranger,Nonmatch,1,1157.7999999821186
19,Nonmatch,Self,Nonmatch,1,1240.199999999997
19,Match,Stranger,Nonmatch,0,1182.999999994041
19,Match,Stranger,Match,1,1075.499999976164
19,Nonmatch,Self,Nonmatch,1,756.5999999761552
19,Nonmatch,Stranger,Nonmatch,1,916.7999999761524
19,Match,Self,Match,1,1545.8999999821244
19,Match,Stranger,Match,1,974.3999999821244
19,Match,Stranger,Match,1,1449.0999999761552
19,Match,Self,Match,1,648.8999999761581
19,Match,Self,Match,1,469.39999998807616
19,Nonmatch,Stranger,Nonmatch,1,768.5999999880733
19,Nonmatch,Stranger,Nonmatch,1,1114.6000000000058
19,Match,Self,Match,1,711.5999999940395
19,Nonmatch,Stranger,Nonmatch,1,960.5
19,Nonmatch,Self,Nonmatch,1,656.8999999821244
19,Match,Stranger,Match,1,1467.4000000000087
19,Nonmatch,Self,Nonmatch,1,767.5999999940395
19,Match,Self,Match,1,587.3999999999942
19,Nonmatch,Stranger,Nonmatch,1,815.3999999880762
19,Match,Stranger,Match,1,897.6000000000058
19,Match,Self,Match,1,599.499999976164
19,Match,Self,Match,1,517.1999999999971
19,Match,Self,Match,1,456.9999999821157
19,Match,Self,Match,1,461.69999997616105
19,Match,Stranger,Match,1,699.0999999940395
19,Nonmatch,Stranger,Nonmatch,1,983.0999999761698
19,Nonmatch,Self,Nonmatch,1,1143.3999999821244
19,Match,Stranger,Match,1,1045.399999976158
19,Nonmatch,Self,Nonmatch,1,1144.0999999761698
19,Nonmatch,Self,Match,0,1448.6999999821128
19,Nonmatch,Stranger,Nonmatch,1,680.8999999880907
19,Nonmatch,Self,Nonmatch,1,989.6999999821128
19,Nonmatch,Self,Nonmatch,1,716.2000000000116
19,Match,Stranger,Match,1,1109.2999999821186
19,Match,Self,Match,1,649.9999999940337
19,Nonmatch,Stranger,Nonmatch,1,888.3999999999942
19,Nonmatch,Stranger,Nonmatch,1,1052.5999999940395
19,Match,Self,Match,1,630.4999999940337
19,Match,Self,Match,1,708.1999999940454
19,Match,Stranger,Nonmatch,0,847.1999999940454
19,Nonmatch,Stranger,Nonmatch,1,677.5999999880733
19,Nonmatch,Stranger,Nonmatch,1,1214.799999988085
19,Nonmatch,Self,Nonmatch,1,689.599999982107
19,Nonmatch,Self,Nonmatch,1,730.8999999761581
19,Match,Self,Match,1,716.7000000000116
19,Nonmatch,Stranger,Match,0,1532.099999982107
19,Nonmatch,Stranger,Nonmatch,1,652.4999999880674
19,Match,Stranger,Match,1,947.2999999821186
19,Match,Self,Match,1,581.2999999940512
19,Nonmatch,Stranger,Nonmatch,1,756.9999999880674
19,Match,Self,Match,1,602.3999999761581
19,Nonmatch,Self,Nonmatch,1,845.8999999880907
19,Match,Self,Match,1,644.9999999880674
19,Nonmatch,Stranger,Nonmatch,1,912.6999999940454
19,Match,Stranger,Match,1,1471.3999999880907
19,Nonmatch,Self,Nonmatch,1,903.499999976164
19,Nonmatch,Stranger,Nonmatch,1,1123.6999999761465
19,Nonmatch,Stranger,Nonmatch,1,638.7999999761523
19,Match,Self,Match,1,623.7999999880849
19,Match,Stranger,Nonmatch,0,1098.2000000000116
19,Nonmatch,Self,Nonmatch,1,772.999999976164
19,Match,Stranger,Match,1,718.6999999940454
19,Nonmatch,Self,Nonmatch,1,1028.0999999761698
19,Nonmatch,Self,Nonmatch,1,841.5999999880733
19,Nonmatch,Self,Nonmatch,1,681.7999999761523
19,Nonmatch,Self,Nonmatch,1,636.2999999999884
19,Match,Stranger,Match,1,848.4999999940337
19,Match,Stranger,Nonmatch,0,1024.3999999821244
19,Match,Stranger,Match,1,648.1999999761465
19,Match,Self,Match,1,602.7999999761523
19,Nonmatch,Self,Nonmatch,1,851.0999999761698
19,Match,Self,Match,1,799.2999999999884
19,Match,Self,Match,1,610.2999999821186
19,Match,Stranger,Match,1,1414.1999999761465
19,Nonmatch,Stranger,Nonmatch,1,997.7999999999884
19,Nonmatch,Stranger,Nonmatch,1,947.5999999999768
19,Nonmatch,Stranger,Match,0,1080.8999999880907
19,Nonmatch,Self,Nonmatch,1,922.399999994028
19,Nonmatch,Stranger,Match,0,1525
19,Match,Stranger,Match,1,727.599999982107
19,Nonmatch,Stranger,Nonmatch,1,1335.7999999821186
19,Match,Self,Match,1,468.1999999821419
19,Match,Self,Match,1,483.7000000000117
19,Match,Stranger,Match,1,798.4000000000233
19,Nonmatch,Self,Nonmatch,1,690.4999999880674
19,Match,Self,Match,1,814.8999999761581
19,Match,Stranger,Match,1,969.4999999940628
19,Match,Stranger,Match,1,644.599999982107
19,Nonmatch,Self,Nonmatch,1,618.7999999940512
19,Nonmatch,Self,Nonmatch,1,1048.0999999881024
19,Nonmatch,Self,Nonmatch,1,559.4000000000233
19,Nonmatch,Self,Nonmatch,1,548.9999999761349
19,Nonmatch,Stranger,Nonmatch,1,1153.0999999761698
19,Nonmatch,Stranger,Nonmatch,1,754.6999999940163
19,Match,Self,Match,1,498.0999999761698
19,Match,Self,Match,1,777.0999999881024
19,Nonmatch,Stranger,Nonmatch,1,658.7999999999302
19,Nonmatch,Self,Nonmatch,1,1003.5999999999768
19,Nonmatch,Self,Nonmatch,1,824.6999999821419
19,Nonmatch,Self,Nonmatch,1,691.0999999881024
19,Match,Stranger,Nonmatch,0,660.1999999940163
19,Nonmatch,Stranger,Nonmatch,1,872.9000000000233
19,Nonmatch,Self,Nonmatch,1,723.1999999880791
19,Match,Self,Match,1,604.0999999999767
19,Nonmatch,Stranger,Nonmatch,1,1508.1999999999534
19,Nonmatch,Stranger,Nonmatch,1,1056.2999999761814
19,Match,Self,Match,1,844.7999999940512
19,Match,Stranger,Nonmatch,0,1737.4999999999418
19,Nonmatch,Stranger,Nonmatch,1,695.2999999940512
19,Match,Stranger,Match,1,1213.7999999940512
19,Nonmatch,Stranger,Nonmatch,1,635.9000000000233
19,Match,Self,Match,1,439.7999999821186
19,Match,Stranger,Match,1,677.5999999761698
19,Match,Stranger,Match,1,728.6999999999534
19,Nonmatch,Stranger,Nonmatch,1,1585.9999999761349
19,Match,Stranger,Match,1,982.4999999940628
19,Nonmatch,Stranger,Nonmatch,1,627.8999999880907
19,Match,Stranger,Match,1,685.4999999880674
19,Match,Stranger,Match,1,731.7999999940512
19,Nonmatch,Self,Nonmatch,1,965.2000000000116
19,Match,Stranger,Match,1,789.9999999880674
19,Nonmatch,Self,Nonmatch,1,1170.5999999761698
19,Nonmatch,Stranger,Nonmatch,1,594.0999999881024
19,Match,Self,Match,1,620.2999999999884
19,Nonmatch,Stranger,Nonmatch,1,1286.2999999821186
19,Match,Self,Match,1,498.2999999940512
19,Nonmatch,Self,Nonmatch,1,993.399999994028
19,Match,Self,Match,1,493.59999999403954
19,Nonmatch,Stranger,Nonmatch,1,1097.4999999821302
21,Match,Stranger,Match,1,1227.7999999880776
21,Nonmatch,Self,Nonmatch,1,1118.8999999880798
21,Nonmatch,Stranger,Nonmatch,1,1098.300000005962
21,Match,Self,Match,1,965.500000005959
21,Match,Self,Match,1,806.5000000119217
21,Match,Stranger,Match,1,727.5999999880805
21,Nonmatch,Stranger,Nonmatch,1,1089.5999999940395
21,Nonmatch,Stranger,Match,0,977.000000011918
21,Nonmatch,Stranger,Nonmatch,1,1704.999999994041
21,Match,Self,Match,1,785.1000000059576
21,Nonmatch,Self,Nonmatch,1,831.500000005959
21,Nonmatch,Stranger,Nonmatch,1,1073.6000000059576
21,Match,Stranger,Match,1,945.5999999880804
21,Match,Self,Match,1,1275.699999994038
21,Nonmatch,Self,Nonmatch,1,1339.199999999997
21,Nonmatch,Self,Nonmatch,1,873.499999994041
21,Nonmatch,Self,Nonmatch,1,718.7999999880776
21,Nonmatch,Stranger,Nonmatch,1,1033.5999999999983
21,Nonmatch,Stranger,Nonmatch,1,1261.0999999880733
21,Nonmatch,Stranger,Nonmatch,1,823.1000000000058
21,Nonmatch,Self,Nonmatch,1,823.2000000059634
21,Match,Self,Match,1,808.1999999880791
21,Match,Stranger,Match,1,1185.8999999880762
21,Nonmatch,Stranger,Nonmatch,1,1227.1000000119238
21,Match,Stranger,Match,1,886.3000000059546
21,Match,Stranger,Match,1,1114.6000000059576
21,Nonmatch,Stranger,Nonmatch,1,954.1000000000204
21,Match,Stranger,Match,1,857.0999999940395
21,Match,Self,Match,1,861.9000000000087
21,Nonmatch,Stranger,Nonmatch,1,1626.999999988082
21,Match,Stranger,Match,1,859.1999999880791
21,Match,Self,Match,1,926.2999999940366
21,Match,Self,Match,1,787.7000000059634
21,Match,Self,Match,1,741.4999999999854
21,Match,Self,Match,1,762.2999999940366
21,Nonmatch,Stranger,Nonmatch,1,824.3000000059546
21,Nonmatch,Self,Nonmatch,1,1143.3999999880762
21,Nonmatch,Self,Nonmatch,1,802.4999999940337
21,Match,Self,Match,1,1154.1999999999823
21,Nonmatch,Stranger,Nonmatch,1,720.8999999999651
21,Match,Self,Match,1,840.7000000119151
21,Match,Self,Match,1,628.7999999940512
21,Match,Self,Match,1,644.3999999940279
21,Match,Stranger,Match,1,1068.699999988079
21,Nonmatch,Stranger,Nonmatch,1,877.7000000059488
21,Match,Stranger,Match,1,1378.1000000119093
21,Nonmatch,Self,Nonmatch,1,959.0999999940396
21,Nonmatch,Self,Nonmatch,1,1181.100000005972
21,Match,Self,Match,1,639.7000000059488
21,Nonmatch,Self,Nonmatch,1,1062.0999999940395
21,Match,Stranger,Match,1,990.2999999880848
21,Match,Stranger,Match,1,717.8999999999942
21,Nonmatch,Stranger,Nonmatch,1,981.9000000059604
21,Nonmatch,Stranger,Match,0,1305.4999999940335
21,Nonmatch,Self,Nonmatch,1,848.8999999880907
21,Nonmatch,Stranger,Nonmatch,1,894.9999999940337
21,Nonmatch,Stranger,Nonmatch,1,658.0000000059663
21,Match,Stranger,Nonmatch,0,1066.2000000059488
21,Match,Self,Match,1,556.7000000119151
21,Nonmatch,Self,Nonmatch,1,1015.9000000119267
21,Match,Stranger,Match,1,1135.399999994028
21,Nonmatch,Stranger,Nonmatch,1,649.8999999999942
21,Nonmatch,Self,Nonmatch,1,857.5000000059663
21,Nonmatch,Self,Nonmatch,1,1130.7999999999884
21,Nonmatch,Self,Nonmatch,1,1022.5999999880733
21,Nonmatch,Self,Nonmatch,1,1538.9000000119267
21,Match,Stranger,Match,1,1023.0000000119326
21,Match,Self,Match,1,693.5
21,Match,Stranger,Match,1,843.9000000119267
21,Match,Stranger,Match,1,735.2000000059488
21,Match,Stranger,Match,1,703.4000000059605
21,Match,Stranger,Match,1,771.6000000059721
21,Nonmatch,Self,Nonmatch,1,752.7999999880849
21,Nonmatch,Stranger,Nonmatch,1,928.2999999940512
21,Match,Stranger,Match,1,656.8999999999942
21,Match,Self,Match,1,873.2000000059488
21,Nonmatch,Stranger,Nonmatch,1,790.7000000059488
21,Nonmatch,Self,Nonmatch,1,1116.200000011915
21,Nonmatch,Self,Nonmatch,1,796.9000000119267
21,Match,Self,Match,1,751.2000000059488
21,Nonmatch,Self,Nonmatch,1,931.9999999940336
21,Nonmatch,Self,Nonmatch,1,736
21,Nonmatch,Stranger,Nonmatch,1,1376.4999999880674
21,Nonmatch,Stranger,Match,0,1198.2000000119442
21,Match,Self,Match,1,647.7999999880558
21,Nonmatch,Self,Nonmatch,1,1198.4999999880674
21,Nonmatch,Self,Nonmatch,1,1590.4999999940628
21,Match,Stranger,Match,1,875.6999999940163
21,Match,Stranger,Match,1,695.6000000119093
21,Match,Stranger,Match,1,732.3000000119209
21,Match,Self,Match,1,568.5999999999767
21,Match,Stranger,Match,1,861
21,Nonmatch,Self,Nonmatch,1,1259.800000011921
21,Match,Self,Match,1,739.1999999940163
21,Nonmatch,Stranger,Nonmatch,1,807.2999999999884
21,Match,Stranger,Match,1,661
21,Match,Self,Match,1,703.2999999940512
21,Nonmatch,Stranger,Nonmatch,1,915.0999999881024
21,Nonmatch,Stranger,Nonmatch,1,1178.800000011921
21,Match,Stranger,Match,1,612.2999999940512
21,Match,Stranger,Match,1,1169.4999999880674
21,Match,Stranger,Match,1,778.0000000059372
21,Match,Self,Match,1,695.7000000000698
21,Nonmatch,Self,Nonmatch,1,742.5999999881024
21,Nonmatch,Self,Match,0,752.5999999940395
21,Nonmatch,Self,Nonmatch,1,1078.100000005972
21,Match,Self,Match,1,732.3000000059837
21,Match,Stranger,Match,1,1064.199999988079
21,Nonmatch,Self,Nonmatch,1,770.4000000000233
21,Match,Self,Match,1,776.5999999999767
21,Match,Self,Match,1,632.1000000119093
21,Nonmatch,Self,Nonmatch,1,771.9000000059605
21,Match,Self,Match,1,890.6999999940163
21,Match,Self,Match,1,694.4000000000233
21,Nonmatch,Self,Nonmatch,1,989.4000000059604
21,Match,Self,Match,1,1169.2999999880558
21,Match,Stranger,Match,1,814.9000000000233
21,Nonmatch,Self,Nonmatch,1,737.3999999999651
21,Match,Self,Match,1,629.2999999880558
21,Nonmatch,Stranger,Nonmatch,1,965.4999999940628
21,Match,Self,Match,1,681.9000000059605
21,Nonmatch,Self,Nonmatch,1,1069.0000000119326
21,Nonmatch,Stranger,Nonmatch,1,920.7999999999884
21,Nonmatch,Self,Nonmatch,1,972.9000000059604
21,Nonmatch,Stranger,Match,0,843.8999999880907
