Loc1,Loc2,Loc3,Label,ISI,angle1,angle2,angle3,probeAngle,subject
1,2,4,2,1.6,42.0009683,136.0604131,62.24301249,133.104688,5
2,1,4,2,1.6,67.54654006,21.97542502,136.9723446,60.84831387,5
4,3,1,3,1.6,120.5357866,40.81459669,17.146671,29.81523491,5
3,4,2,2,1.6,123.4437127,156.1800714,20.00649478,27.63410389,5
2,4,3,3,1.6,106.4633548,162.5411603,56.60225395,27.74489738,5
3,1,4,1,1.6,27.8642756,150.1397476,113.0890217,156.9714755,5
2,3,4,3,1.6,147.7379452,53.95958282,124.1605771,34.60208691,5
2,4,1,1,1.6,57.52300927,143.2249796,109.3431039,114.6174966,5
4,3,2,2,1.6,36.37629073,131.2861355,109.279877,113.4998417,5
4,1,2,1,1.6,30.84758248,106.7232486,62.81328472,119.4959344,5
4,2,1,1,1.6,135.4294107,21.16910108,47.03458858,31.66296673,5
1,4,2,2,1.6,129.2433701,34.00105059,155.3220765,171.3214809,5
4,1,3,3,1.6,49.50762346,121.366679,154.2503321,182.0323347,5
4,2,3,2,1.6,52.73801352,24.71498651,150.6559333,23.47062236,5
1,4,3,1,1.6,53.08005707,162.5169878,141.745482,46.83698013,5
2,1,3,2,2.6,114.3520014,41.77230831,157.4712682,112.7201041,5
1,3,2,1,2.6,149.6840873,33.38542399,70.21465908,133.5510261,5
3,2,1,1,2.6,48.35638663,110.0993791,162.2768518,168.3357027,5
2,3,1,3,2.6,56.92006095,145.7096397,114.0166717,137.6139666,5
3,1,2,2,2.6,59.28487934,127.6829391,154.8559586,166.3779562,5
3,1,2,1,2.6,48.30155439,136.2816117,109.6513253,129.8871632,5
2,3,1,1,2.6,19.22143497,132.2808533,63.82656461,68.8740021,5
3,2,1,3,2.6,16.88455036,130.5306821,164.16818,30.3700781,5
1,2,3,2,2.6,118.2163347,28.3786505,58.01966934,25.81717062,5
1,3,2,3,2.6,74.64764479,130.58803,25.02792199,134.431906,5
1,3,2,2,2.6,71.71896414,111.2646173,25.68382554,18.94536038,5
3,1,2,3,2.6,137.9269329,24.29116637,56.42705965,136.9405841,5
1,2,3,3,2.6,119.1060786,29.45852983,58.62016873,65.02702962,5
2,1,3,1,2.6,57.07752194,112.1689692,144.3336175,119.278049,5
1,2,3,1,2.6,69.65101694,118.9879016,41.25101395,51.87564884,5
2,3,1,2,2.6,111.2040156,48.18243445,143.8782834,114.7749477,5
2,1,3,3,2.6,29.97854436,129.1902458,64.53351775,72.11662276,5
3,2,1,2,2.6,118.7018974,34.52953181,144.3117713,43.2043899,5
3,1,4,1,1.6,60.62617932,134.4349688,33.23468123,143.4338548,5
1,3,4,1,1.6,71.78819949,126.3025333,46.80773832,74.5596532,5
4,3,1,3,1.6,133.6662884,157.3163113,111.0915435,163.1074812,5
4,1,2,1,1.6,30.97455723,117.4494295,66.54413267,127.4287179,5
2,3,4,3,1.6,54.64033824,134.0036211,21.18977207,124.213634,5
4,2,1,1,1.6,115.7100123,39.13270697,73.90113599,67.64663556,5
2,4,1,1,1.6,158.8574222,18.55099294,63.50594591,48.71415375,5
4,3,2,2,1.6,52.8796462,140.7027201,17.14729831,15.74713694,5
1,4,2,2,1.6,67.2473938,109.1616541,152.3499632,-28.0273065,5
1,4,3,1,1.6,54.40156709,31.7005653,154.9653834,41.88720176,5
4,2,3,2,1.6,41.3217385,147.3066358,64.87982879,148.6389003,5
4,1,3,3,1.6,107.504711,137.2227305,33.41085635,45.86741288,5
1,2,4,2,1.6,23.3248378,120.962804,58.64127125,137.4752464,5
2,4,3,3,1.6,65.33442539,149.8455048,31.52266286,40.2745532,5
3,4,2,2,1.6,140.138303,164.8301673,18.17703774,16.17112762,5
3,2,4,3,1.6,62.54071317,139.3003798,31.15099483,54.16727335,5
2,1,4,2,1.6,163.5379927,126.9534139,43.79945642,160.0028218,5
3,4,1,3,1.6,45.22952342,157.5419471,131.0075083,50.11030439,5
3,1,2,1,2.6,108.9288063,65.63717141,159.4288509,66.60417874,5
3,2,1,2,2.6,54.42129859,141.0583381,27.37799213,131.3324367,5
1,3,2,1,2.6,153.5235741,123.5793888,23.17046986,142.7349226,5
3,1,2,2,2.6,124.1227014,73.12675422,39.31041141,28.40190635,5
3,2,1,3,2.6,42.44489865,145.8233118,118.9944431,37.1415824,5
2,1,3,1,2.6,156.0071289,37.67166058,129.8874838,37.19343193,5
1,3,2,2,2.6,42.21279125,127.2571565,16.78210866,23.86243242,5
3,1,2,3,2.6,116.8869887,41.42653964,144.8801413,120.5820476,5
1,2,3,1,2.6,121.3635727,58.28601525,142.5720602,111.1419166,5
2,1,3,2,2.6,63.73269192,125.0471974,149.7857188,63.54993452,5
1,3,2,3,2.6,142.8801607,25.48214662,109.4583318,38.46359542,5
2,3,1,3,2.6,39.98554515,162.9877192,67.23741001,144.1785681,5
3,2,1,1,2.6,22.3837279,69.75213645,106.6216614,113.5939704,5
2,3,1,1,2.6,144.2920151,73.15504015,113.4138639,117.0731184,5
1,2,3,3,2.6,143.2826224,72.45092355,114.5470238,115.4081972,5
2,1,3,3,2.6,143.6018741,23.94802502,122.7998091,111.0070698,5
2,3,1,2,2.6,120.8279968,33.48982982,162.4352271,134.0287177,5
1,2,3,2,2.6,118.6816547,34.43066097,55.42316304,29.22917398,5
4,3,1,1,1.6,139.4739146,53.23489419,21.22258247,28.0561945,6
1,2,4,1,1.6,145.0017978,65.73334215,108.5276542,142.6561272,6
2,3,4,2,1.6,31.68832263,118.3054297,53.891212,35.53018594,6
3,4,2,3,1.6,15.07423416,160.5043115,36.84801651,20.82044029,6
1,3,4,3,1.6,149.1237685,22.08220875,121.1329163,30.50238354,6
2,4,3,2,1.6,107.1396091,43.15717297,145.5383831,105.5735933,6
3,2,4,2,1.6,59.13340414,121.8579768,150.0381494,122.7526978,6
1,4,2,1,1.6,119.4014024,164.8146244,25.95119616,112.0363465,6
4,1,2,2,1.6,155.3004062,19.75594308,74.2421374,56.77256415,6
4,2,3,3,1.6,162.2059889,129.2201632,31.59668915,38.35188659,6
2,1,4,1,1.6,52.14346593,116.1059189,141.5203978,113.3140279,6
4,3,2,3,1.6,112.3111361,72.5461235,139.9365511,65.06447621,6
4,1,3,1,1.6,141.3984902,51.08018618,163.362103,57.67968389,6
1,4,3,3,1.6,156.7474952,61.74188519,29.1416162,42.57098363,6
3,4,1,1,1.6,109.0407416,67.9643978,129.8538021,139.5016559,6
4,2,1,2,1.6,143.7155243,42.62448014,69.55834289,42.9161675,6
2,4,1,2,1.6,40.54693302,125.6832591,157.5351825,45.13468332,6
3,1,4,3,1.6,117.1703568,42.66500383,67.26431884,100.6410382,6
1,2,3,3,2.6,52.54531985,129.9595314,19.94740912,17.02367668,6
3,2,1,1,2.6,114.78346,59.59476358,163.7701631,151.9615557,6
2,1,3,3,2.6,141.0521471,15.88003996,68.12957921,57.00477071,6
3,2,1,3,2.6,122.7292055,23.10762342,144.6631719,111.05094,6
3,1,2,1,2.6,69.09457581,128.5748138,21.57306797,122.9711517,6
2,3,1,1,2.6,15.20712438,110.629786,38.43290874,33.03084637,6
2,3,1,2,2.6,67.13136586,161.3146247,132.3837563,53.62088048,6
1,3,2,3,2.6,18.38312987,159.6740669,49.21557716,143.1302989,6
1,3,2,2,2.6,160.6816901,108.93308,56.61024114,56.66336633,6
2,1,3,2,2.6,107.3526797,62.57785125,26.29851723,109.8456751,6
2,1,3,1,2.6,133.3685878,48.14430475,109.2898956,53.5776057,6
3,1,2,2,2.6,44.31639112,136.4369377,107.0752746,122.8595354,6
1,2,3,1,2.6,32.83918122,158.0432341,54.03802857,32.75445581,6
2,3,1,3,2.6,49.02093174,24.74401912,127.5659139,37.33543956,6
3,2,1,2,2.6,66.37759038,125.3949225,29.94170686,123.7436422,6
1,3,2,1,2.6,160.0110514,64.48641623,131.9488601,144.8772661,6
3,1,2,3,2.6,69.60132798,124.152131,164.73726,45.60870307,6
1,2,3,2,2.6,20.82125614,57.55317034,140.6416333,56.77447538,6
4,2,1,1,1.6,116.5712522,149.5643651,60.30143665,58.14489981,6
4,3,2,2,1.6,127.9800902,62.07165137,23.11199904,13.54878507,6
2,4,1,1,1.6,71.28703649,41.78339549,143.6772957,145.9573045,6
2,3,4,3,1.6,132.154765,107.9450944,42.45432814,116.1202478,6
1,4,2,2,1.6,110.0348013,43.96780681,144.9161183,138.7006066,6
1,4,3,1,1.6,158.2958955,62.61345136,23.61592213,155.6125436,6
3,4,1,3,1.6,72.18675554,156.289807,109.9730855,58.79794637,6
3,1,4,1,1.6,131.0786324,48.43373677,106.5261612,59.76054773,6
1,2,4,2,1.6,27.65550776,53.29316068,132.3350306,58.77376506,6
1,3,4,1,1.6,146.4562923,62.22335967,38.0635171,128.292989,6
4,3,1,3,1.6,33.60262743,66.95674548,123.3415264,66.37069782,6
3,2,4,3,1.6,124.1591558,24.3182528,51.18509293,114.2695643,6
4,1,2,1,1.6,68.42201231,135.0377406,18.07885329,115.7353377,6
4,2,3,2,1.6,140.917828,74.33083934,107.8423656,78.03342353,6
4,1,3,3,1.6,151.4166537,105.0577676,53.83445855,37.56583749,6
2,4,3,3,1.6,155.6574989,65.48810917,44.6863608,39.40093731,6
2,1,4,2,1.6,59.3136242,128.9737538,150.1198055,48.19679063,6
3,4,2,2,1.6,41.00012399,160.3420466,129.762026,141.0689905,6
3,1,2,3,2.6,154.1654463,36.32954963,121.5770521,140.5161334,6
2,3,1,2,2.6,47.33275272,159.3094834,21.66022881,55.01776442,6
2,3,1,1,2.6,136.2187168,161.2791523,23.63430927,19.99892951,6
1,2,3,1,2.6,45.53914742,156.9855205,67.16430175,53.45698442,6
2,1,3,2,2.6,23.3027939,151.0865872,49.61345916,30.34395664,6
3,2,1,3,2.6,33.73250163,106.566513,65.25596777,25.1006374,6
2,1,3,3,2.6,58.83802554,110.3069207,156.5386911,157.248544,6
2,1,3,1,2.6,163.6311254,32.79028949,59.01219908,34.50058979,6
1,3,2,2,2.6,153.0084256,112.6220529,38.66078986,43.4461113,6
3,1,2,2,2.6,144.4775894,34.34388152,70.47823454,57.41605165,6
1,2,3,3,2.6,132.2711874,111.3548508,40.99727358,47.05821015,6
3,1,2,1,2.6,28.14015428,67.55013024,130.7445973,64.38542349,6
3,2,1,2,2.6,56.12829792,120.9633533,145.5104694,92.90121581,6
3,2,1,1,2.6,72.97768688,123.3503823,150.820592,147.8811204,6
1,3,2,3,2.6,150.7528693,36.23620642,122.4062616,39.44700849,6
1,3,2,1,2.6,140.2946124,15.53664553,163.7820673,133.8661798,6
1,2,3,2,2.6,54.49838586,139.2207377,115.435993,138.1765637,6
2,3,1,3,2.6,137.8062173,22.72523879,114.6131861,24.00216065,6
1,4,3,3,1.6,110.2310145,63.64502489,37.52332135,38.70541952,6
1,4,2,1,1.6,129.7691723,21.34779167,43.74642152,111.1992841,6
2,4,3,2,1.6,60.73295619,109.260012,22.39809303,65.85403836,6
2,4,1,2,1.6,132.8773573,64.91669986,41.65443154,118.2920881,6
1,2,4,1,1.6,67.86266323,139.4539947,35.65153911,64.11748933,6
4,1,3,1,1.6,41.30840478,151.9903417,68.50868022,143.414894,6
3,4,1,1,1.6,23.73644945,115.9438824,73.31533121,74.64349782,6
4,3,1,1,1.6,65.81483304,27.13310942,127.1274547,137.3546951,6
2,3,4,2,1.6,153.3284506,45.18547429,23.68587547,135.4029984,6
3,4,2,3,1.6,33.682675,117.2430139,67.82815803,44.87462234,6
4,2,1,2,1.6,143.5797636,52.85934304,27.33502016,57.8207866,6
4,1,2,2,1.6,136.6666566,21.30400743,54.00028822,58.24363375,6
2,1,4,1,1.6,107.1050502,61.70494086,139.8212147,67.01208637,6
4,3,2,3,1.6,22.24848994,151.5334868,63.09146814,149.3042654,6
4,2,3,3,1.6,62.45701588,160.87508,25.51856095,19.59291474,6
3,1,4,3,1.6,49.71044619,28.1355355,141.1395725,54.03425954,6
3,2,4,2,1.6,157.3396927,108.874834,34.85209311,113.9658649,6
1,3,4,3,1.6,116.594954,73.34865123,40.44759958,63.64525736,6
3,2,1,1,2.6,157.0293138,37.40182477,124.4573941,141.202772,6
3,2,1,2,2.6,109.6064158,45.1042895,141.3002345,48.16259183,6
2,3,1,2,2.6,63.47071436,152.9199532,130.2976619,61.92225607,6
3,2,1,3,2.6,46.34600387,159.3162099,24.76728189,51.5454346,6
3,1,2,3,2.6,140.0975135,117.4479221,72.89329748,118.4610736,6
3,1,2,2,2.6,158.5842926,106.1184113,73.22065938,60.59697404,6
1,3,2,1,2.6,147.873846,36.65433359,72.70222797,141.7140349,6
1,2,3,1,2.6,118.3446968,66.11480469,26.09091212,119.4491137,6
2,3,1,3,2.6,18.85981168,47.43049141,150.2275875,55.9882308,6
1,3,2,3,2.6,40.81569129,69.06088071,157.6119932,62.43385457,6
2,1,3,2,2.6,150.7403506,58.0272766,105.7059658,137.6955067,6
2,3,1,1,2.6,37.85551598,121.1666707,58.29443555,45.74948051,6
3,1,2,1,2.6,22.86865576,160.59912,138.0960162,150.0350155,6
2,1,3,1,2.6,143.2156535,34.26328628,57.10895095,41.97879854,6
1,2,3,2,2.6,56.66088817,144.2869818,26.46347416,143.9462439,6
1,3,2,2,2.6,144.9795378,49.29718929,74.31730573,60.01463078,6
2,1,3,3,2.6,109.7830483,141.9651531,58.1788387,38.29866249,6
1,2,3,3,2.6,160.9417718,123.7518878,57.23435361,38.27794842,6
1,3,4,1,1.6,59.38969912,15.82761093,152.6320748,54.79352947,6
3,2,4,3,1.6,157.9356749,127.9265242,59.78275009,149.0148776,6
3,4,1,3,1.6,110.3605465,135.3378769,29.27241245,111.5149317,6
1,2,4,2,1.6,24.22176999,59.52119567,145.8630026,67.23070209,6
2,1,4,2,1.6,119.0299432,155.4489558,33.86659041,120.3104711,6
4,3,1,3,1.6,164.7220092,58.96637817,31.7817101,64.8137257,6
3,4,2,2,1.6,129.5248373,60.40332934,40.29030404,36.75937665,6
2,4,3,3,1.6,145.0617993,72.00334712,48.89943213,50.87786171,6
3,1,4,1,1.6,128.5490634,48.38466942,25.3639539,47.3317506,6
2,3,4,3,1.6,114.9687735,68.06712234,45.91592993,59.9053183,6
2,4,1,1,1.6,115.1117029,23.20814648,138.0631529,136.8672993,6
4,3,2,2,1.6,124.0748021,47.61354514,70.92719027,72.00782978,6
4,1,2,1,1.6,161.6971309,74.35615422,36.58768598,79.83299579,6
4,2,1,1,1.6,128.0551247,44.4261825,22.41140531,10.72412711,6
1,4,2,2,1.6,122.3021251,151.1284738,57.98154647,23.40402384,6
4,1,3,3,1.6,119.021157,160.6910301,46.71923808,40.55035442,6
4,2,3,2,1.6,122.8130279,148.972568,74.33301329,143.7876636,6
1,4,3,1,1.6,152.4040273,32.02946843,53.37959024,141.4182707,6
2,1,3,2,2.6,154.6518234,106.8856817,18.88247515,147.3577767,6
1,3,2,1,2.6,155.5340639,25.72690433,62.5913602,151.2609124,6
3,2,1,1,2.6,47.75658092,121.4169738,22.41801519,21.63359276,6
2,3,1,3,2.6,23.32608832,110.3344917,55.55917741,110.3062899,6
3,1,2,2,2.6,115.4907836,57.34631557,18.19831461,14.8623241,6
3,1,2,1,2.6,125.9149373,52.61442636,151.0987719,65.80981937,6
2,3,1,1,2.6,151.9028634,119.6768396,66.5309467,49.09295692,6
3,2,1,3,2.6,143.4224195,50.94961761,19.67274808,127.898933,6
1,2,3,2,2.6,19.80514861,122.380438,42.83260616,112.44955,6
1,3,2,3,2.6,46.56351008,134.9427386,158.7506812,120.9496914,6
1,3,2,2,2.6,123.4592311,145.8836766,27.14531147,21.08744361,6
3,1,2,3,2.6,108.1655921,24.48294239,74.4906274,101.9263288,6
1,2,3,3,2.6,162.0944312,120.0456942,16.06892715,21.10435349,6
2,1,3,1,2.6,61.63213292,129.2376145,108.8228083,109.8390116,6
1,2,3,1,2.6,26.79730837,107.1397125,153.2637969,31.73875288,6
2,3,1,2,2.6,34.86874712,66.95262898,159.618464,34.39012989,6
2,1,3,3,2.6,118.1540291,146.1813871,33.16907212,26.04520676,6
3,2,1,2,2.6,68.95528898,151.5326211,108.3906775,152.8624188,6
3,1,4,1,1.6,129.2489252,38.30096111,158.5435638,47.7371287,6
1,3,4,1,1.6,44.38867529,119.6777194,154.4526383,44.57920643,6
4,3,1,3,1.6,46.09081455,161.7803821,68.57374842,157.6063319,6
4,1,2,1,1.6,132.2382859,32.60747917,53.38301747,34.67012989,6
2,3,4,3,1.6,155.941957,54.29288082,25.95500351,55.35377273,6
4,2,1,1,1.6,24.96359308,146.4769406,59.12228652,59.48060273,6
2,4,1,1,1.6,149.7751465,60.84257022,37.69659186,48.88217148,6
4,3,2,2,1.6,39.85000648,105.6751824,126.8913378,124.4543725,6
1,4,2,2,1.6,110.3894337,48.76938598,145.9967798,148.0631099,6
1,4,3,1,1.6,63.89433862,157.2425836,132.2747523,53.27259056,6
4,2,3,2,1.6,163.2489977,118.3584721,20.86422791,114.9979584,6
4,1,3,3,1.6,26.86075001,158.5682023,58.44106247,63.55018792,6
1,2,4,2,1.6,132.4309128,28.47585205,60.73278833,32.42120992,6
2,4,3,3,1.6,29.4697281,105.124106,163.6416437,154.1430961,6
3,4,2,2,1.6,15.35390389,112.513539,138.632471,142.9853059,6
3,2,4,3,1.6,16.07065371,137.4810254,69.91079616,18.83787567,6
2,1,4,2,1.6,25.35112434,67.64670993,117.6616614,20.83247565,6
3,4,1,3,1.6,25.63399282,61.53515938,155.6863894,24.90285487,6
3,1,2,1,2.6,55.77013214,134.9193671,35.48271813,122.8363517,6
3,2,1,2,2.6,111.0981701,67.32889543,136.1978346,60.38479498,6
1,3,2,1,2.6,16.43180373,57.31138021,111.3073526,17.04210991,6
3,1,2,2,2.6,113.2040942,28.73811209,136.2786276,135.9758493,6
3,2,1,3,2.6,25.06940838,162.2712548,49.73068488,16.77339208,6
2,1,3,1,2.6,149.3790551,125.8312189,25.16142136,118.7308501,6
1,3,2,2,2.6,126.6385468,71.05510477,150.405436,151.9308666,6
3,1,2,3,2.6,25.69100979,155.3390482,106.643352,22.60489244,6
1,2,3,1,2.6,144.0620587,32.13907985,118.9758918,126.0968867,6
2,1,3,2,2.6,67.54068325,128.3534843,43.8759067,62.08947545,6
1,3,2,3,2.6,108.5244634,51.44447181,149.1708442,56.4521849,6
2,3,1,3,2.6,157.5190274,107.198561,59.60626505,105.1783056,6
3,2,1,1,2.6,129.6843607,164.7621609,74.09458315,69.40792955,6
2,3,1,1,2.6,139.4176736,40.63536897,112.1078489,121.9464157,6
1,2,3,3,2.6,133.008859,43.78600404,69.8561674,71.20839497,6
2,1,3,3,2.6,65.29555984,115.3558658,21.39965433,28.66345574,6
2,3,1,2,2.6,157.5119475,16.71204509,59.86663599,145.0242749,6
1,2,3,2,2.6,34.80721399,132.2780908,58.2418947,135.9029107,6
4,3,1,1,1.6,67.52019836,26.32673792,147.6222524,148.4302289,7
1,2,4,1,1.6,123.1007621,158.0222944,40.93402336,139.1458792,7
2,3,4,2,1.6,19.38341217,55.95905111,146.2745494,24.66011702,7
3,4,2,3,1.6,154.705886,46.80371783,129.492996,152.723682,7
1,3,4,3,1.6,125.3234177,158.6435066,61.4171628,151.8261392,7
2,4,3,2,1.6,56.44531888,142.5686512,21.06725757,44.74271328,7
3,2,4,2,1.6,134.3678706,48.42488369,72.32516771,45.47471391,7
1,4,2,1,1.6,61.37122393,161.9193783,39.60019491,54.88725776,7
4,1,2,2,1.6,58.21541712,143.9435925,113.4413581,113.4140288,7
4,2,3,3,1.6,54.56216473,30.25261842,117.6281739,118.1316077,7
2,1,4,1,1.6,48.76301686,18.23553015,162.812343,21.57792311,7
4,3,2,3,1.6,124.1333754,70.4009708,40.18926309,61.76494734,7
4,1,3,1,1.6,62.37701183,136.2871375,159.9698259,129.5301697,7
1,4,3,3,1.6,153.2667519,63.12292951,114.297816,121.4326565,7
3,4,1,1,1.6,19.2151191,111.9389411,49.48920542,49.97872477,7
4,2,1,2,1.6,42.7103884,130.8800232,70.8110475,130.6247188,7
2,4,1,2,1.6,139.3491107,26.60600797,70.87178063,144.3948403,7
3,1,4,3,1.6,61.76629233,110.2451856,163.1610035,72.2979903,7
1,2,3,3,2.6,37.80786603,153.6771039,60.0705458,55.82371441,7
3,2,1,1,2.6,47.75004081,112.7343009,164.0146372,144.3404437,7
2,1,3,3,2.6,109.7274358,43.45788533,152.3658485,142.9985618,7
3,2,1,3,2.6,164.97074,140.807875,18.18841942,154.8411085,7
3,1,2,1,2.6,139.1576346,31.83919722,107.8243024,36.636504,7
2,3,1,1,2.6,21.48048578,58.5039384,155.3207181,133.3997957,7
2,3,1,2,2.6,68.074072,44.23771078,121.7122413,52.93986509,7
1,3,2,3,2.6,158.5410149,28.79609534,56.36422812,30.74299919,7
1,3,2,2,2.6,26.61943936,128.0761157,55.64868589,51.54658387,7
2,1,3,2,2.6,136.712379,16.32982092,73.31032193,132.8233627,7
2,1,3,1,2.6,64.69633491,116.901523,39.17279212,124.5561336,7
3,1,2,2,2.6,150.6952854,22.60516834,118.8572908,128.1069114,7
1,2,3,1,2.6,62.7663105,161.3083382,133.4844617,62.04139328,7
2,3,1,3,2.6,19.15970979,109.3383029,43.48246469,118.4166617,7
3,2,1,2,2.6,25.16778393,145.9536812,45.51474109,132.0264525,7
1,3,2,1,2.6,141.049746,25.58991304,70.85681152,139.497839,7
3,1,2,3,2.6,36.46538649,158.5087727,57.18414315,34.99003343,7
1,2,3,2,2.6,133.7332168,108.6115312,28.9070556,115.2151413,7
4,2,1,1,1.6,65.1392579,112.6080102,44.02790089,39.62963637,7
4,3,2,2,1.6,108.9003327,22.86369496,48.7978951,54.57625739,7
2,4,1,1,1.6,127.5712451,74.46241145,164.6586423,156.8918721,7
2,3,4,3,1.6,74.33467077,113.0633852,38.87964146,126.8526556,7
1,4,2,2,1.6,57.67392871,162.8550068,110.5480059,128.0855645,7
1,4,3,1,1.6,129.808293,21.70205923,69.17968755,138.7776502,7
3,4,1,3,1.6,106.8862704,49.85656425,21.88625935,115.0232109,7
3,1,4,1,1.6,44.05791901,112.5727529,133.8142674,127.744656,7
1,2,4,2,1.6,136.968908,161.3118546,111.3974369,160.1586518,7
1,3,4,1,1.6,152.8977999,24.71095312,118.9305752,145.0807614,7
4,3,1,3,1.6,140.5579405,49.43768668,15.20082873,36.10043994,7
3,2,4,3,1.6,160.8055146,21.97532685,48.63246262,147.9050527,7
4,1,2,1,1.6,51.32402327,23.23500491,110.5900685,21.44774092,7
4,2,3,2,1.6,58.34862369,158.2152924,125.1764203,150.1523636,7
4,1,3,3,1.6,32.98448879,112.3635577,53.39035657,43.50578797,7
2,4,3,3,1.6,126.0417412,153.3267514,69.00862255,43.53312453,7
2,1,4,2,1.6,111.791075,50.23343871,148.8905828,132.0132597,7
3,4,2,2,1.6,159.7720702,29.31360806,130.4788061,132.0660479,7
3,1,2,3,2.6,38.76125524,129.0106579,155.2802972,30.42788691,7
2,3,1,2,2.6,68.18509207,129.4145078,34.75152809,44.55523245,7
2,3,1,1,2.6,117.4368464,140.0731692,19.8269362,39.90700559,7
1,2,3,1,2.6,133.8140592,21.02445875,108.2900138,142.9141925,7
2,1,3,2,2.6,21.93148981,62.99159904,121.8269208,21.29919331,7
3,2,1,3,2.6,135.2995059,158.9157618,67.71650636,143.9321156,7
2,1,3,3,2.6,53.76757469,120.6212025,23.35873772,26.01638625,7
2,1,3,1,2.6,160.9166383,51.76752328,20.59223017,42.9205666,7
1,3,2,2,2.6,147.6838267,114.9792826,69.39509068,48.75631086,7
3,1,2,2,2.6,70.17801207,127.2134463,48.27375421,48.05922722,7
1,2,3,3,2.6,27.56812626,73.34843225,127.5541915,135.529377,7
3,1,2,1,2.6,22.09968237,56.55254967,113.5062691,46.75282543,7
3,2,1,2,2.6,19.88051523,42.4840421,159.8969978,43.95790325,7
3,2,1,1,2.6,19.54374998,144.0052392,109.4817735,117.4176855,7
1,3,2,3,2.6,60.23153775,39.6297403,16.48912735,31.93859123,7
1,3,2,1,2.6,154.490624,105.9947423,16.5059079,152.6960529,7
1,2,3,2,2.6,15.54488787,135.2814793,58.27620918,146.947375,7
2,3,1,3,2.6,42.93951402,22.91423495,113.4591866,21.21920136,7
1,4,3,3,1.6,105.8775962,137.5770755,31.80518002,33.15728846,7
1,4,2,1,1.6,124.8821874,17.28440632,160.2949525,128.7722227,7
2,4,3,2,1.6,69.32330903,116.434552,137.9395844,49.67059304,7
2,4,1,2,1.6,135.2747865,163.6925671,67.19720937,132.2086185,7
1,2,4,1,1.6,15.17133885,43.33852434,114.2194736,23.09052732,7
4,1,3,1,1.6,116.2590803,33.54877068,155.0036629,29.30898671,7
3,4,1,1,1.6,113.2160174,28.89485709,135.7881984,139.7334657,7
4,3,1,1,1.6,35.25524328,158.1720863,116.3025885,118.9378849,7
2,3,4,2,1.6,38.2949232,119.7290985,68.1223342,43.3128659,7
3,4,2,3,1.6,106.8636142,66.69544402,143.214773,114.7518748,7
4,2,1,2,1.6,159.2985749,66.88052111,122.39581,56.50572773,7
4,1,2,2,1.6,19.04495242,110.0316682,132.9898057,136.2972033,7
2,1,4,1,1.6,137.0712895,21.07275186,50.05306015,27.10944048,7
4,3,2,3,1.6,114.3687499,162.2799087,25.68886747,14.72779005,7
4,2,3,3,1.6,30.74826757,134.2090736,160.2484943,157.5819091,7
3,1,4,3,1.6,106.0993543,151.7707175,129.8989578,128.9516219,7
3,2,4,2,1.6,25.7083438,150.7746476,130.5445218,153.0171745,7
1,3,4,3,1.6,43.14601461,136.354185,69.45838067,135.2610129,7
3,2,1,1,2.6,115.6535382,33.54039524,163.7130446,152.4952688,7
3,2,1,2,2.6,143.7343803,19.40620656,53.64356483,25.81243173,7
2,3,1,2,2.6,31.50265111,139.5335664,108.6766968,29.7680101,7
3,2,1,3,2.6,31.37326915,147.6122985,120.6372475,29.02741619,7
3,1,2,3,2.6,164.3046562,26.00296559,115.59064,155.3287561,7
3,1,2,2,2.6,117.4009453,138.3547793,71.23794684,52.82861515,7
1,3,2,1,2.6,56.2337261,147.7527058,118.7801077,58.67136073,7
1,2,3,1,2.6,68.10773427,136.6060193,107.2428445,57.9203516,7
2,3,1,3,2.6,50.50018767,157.9808243,109.1306935,165.1973228,7
1,3,2,3,2.6,27.02088274,116.3866092,56.22007878,127.7344556,7
2,1,3,2,2.6,119.1483281,141.4975648,34.20500563,129.1010156,7
2,3,1,1,2.6,35.34526491,129.3121321,108.9258478,124.5017326,7
3,1,2,1,2.6,138.3619248,161.5818811,41.17618369,157.59677,7
2,1,3,1,2.6,136.8134132,158.5565105,42.74607088,154.5379222,7
1,2,3,2,2.6,148.8576881,70.50267314,111.8431426,56.31192992,7
1,3,2,2,2.6,147.5192475,122.5832415,59.41058183,50.17072689,7
2,1,3,3,2.6,154.7010756,29.0403148,63.60754875,50.20474806,7
1,2,3,3,2.6,119.6354442,149.7206551,46.44636198,46.96626018,7
1,3,4,1,1.6,136.0019028,19.79759789,66.83619327,138.1402711,7
3,2,4,3,1.6,113.619322,158.1907469,22.08353431,128.1157915,7
3,4,1,3,1.6,143.4094035,22.24984258,109.0914628,148.9553152,7
1,2,4,2,1.6,114.1448666,139.9076134,161.730691,139.5306485,7
2,1,4,2,1.6,56.19602848,115.2720827,29.01143492,51.01573745,7
4,3,1,3,1.6,24.32632615,121.7796293,148.010506,129.564332,7
3,4,2,2,1.6,63.23827908,134.6071977,163.3807286,161.0653913,7
2,4,3,3,1.6,69.47997029,130.9591388,164.276942,153.2136028,7
3,1,4,1,1.6,142.6088266,34.34929429,122.4522854,26.90667913,7
2,3,4,3,1.6,107.1999547,19.8150238,61.88116689,22.48356082,7
2,4,1,1,1.6,127.6371151,21.45264149,150.1868141,147.4059104,7
4,3,2,2,1.6,18.23502384,127.9163452,56.6691606,53.40168265,7
