Loc1,Loc2,Loc3,Label,ISI,angle1,angle2,angle3,probeAngle,subject
3,2,1,3,2.6,59.57757117,38.05354367,112.6237582,56.27130212,1
2,1,3,1,2.6,73.8879949,117.5759882,138.8537856,120.3415472,1
1,3,2,2,2.6,28.10306542,125.6157763,49.82499623,56.15808453,1
3,1,2,3,2.6,153.2776937,37.79748665,62.09457935,150.8985374,1
1,2,3,1,2.6,153.8918613,39.46274587,67.28806411,147.7689636,1
2,1,3,2,2.6,53.57434135,141.7627278,163.8319138,37.22345409,1
1,3,2,3,2.6,124.0871754,46.87483252,161.308936,37.43239476,1
2,3,1,3,2.6,42.67896854,131.1458132,70.45191334,132.8742486,1
3,2,1,1,2.6,132.1478803,72.33153832,155.2681928,143.6471779,1
2,3,1,1,2.6,148.4591036,118.6772275,70.09299978,54.3432341,1
1,2,3,3,2.6,138.0353861,20.81194074,68.68329196,49.53530202,1
2,1,3,3,2.6,121.0599929,15.17894356,49.41905772,46.24469424,1
2,3,1,2,2.6,16.57152954,49.01829712,106.3310427,16.54419299,1
1,2,3,2,2.6,105.1239474,142.3207306,67.08940887,140.965079,1
4,3,1,1,1.6,146.6502636,22.85762693,113.8246643,123.4118556,2
1,2,4,1,1.6,144.0504844,25.53954095,164.8323945,135.9747031,2
2,3,4,2,1.6,136.3932235,70.60086352,30.81360381,124.2965725,2
3,4,2,3,1.6,57.07790641,137.7930219,33.63706882,54.39405354,2
1,3,4,3,1.6,117.9176407,29.27011234,61.2694308,33.81806505,2
2,4,3,2,1.6,24.95239971,46.35148574,151.3291061,34.62167716,2
3,2,4,2,1.6,110.8880417,63.29871127,149.549153,64.40891694,2
1,4,2,1,1.6,140.2501014,23.38311753,60.68207599,140.4594257,2
4,1,2,2,1.6,117.7342377,15.08784804,41.21585437,47.2535654,2
4,2,3,3,1.6,19.19749863,139.4838836,71.96087684,63.71077961,2
2,1,4,1,1.6,24.49234057,156.4725974,111.9699237,146.8781558,2
4,3,2,3,1.6,43.19145462,162.4888998,66.4644206,153.8394659,2
4,1,3,1,1.6,42.26038441,63.56854282,147.8149272,61.81847413,2
1,4,3,3,1.6,53.33774501,134.0447053,33.03200803,59.33583265,2
3,4,1,1,1.6,55.14290496,147.1729875,115.9772634,122.2031269,2
4,2,1,2,1.6,112.0455155,37.39361269,151.9755827,42.46759284,2
2,4,1,2,1.6,33.26693762,162.8785744,73.5695723,41.93351746,2
3,1,4,3,1.6,57.38009435,15.39284348,144.1826321,39.57697656,2
1,2,3,3,2.6,41.68698961,112.3308159,71.19273882,66.77424557,2
3,2,1,1,2.6,47.1368131,122.3510312,24.57956472,45.27441121,2
2,1,3,3,2.6,160.3660508,60.14934949,125.7742498,124.197333,2
3,2,1,3,2.6,111.1799501,154.699615,32.92604449,109.4538894,2
3,1,2,1,2.6,122.7549427,17.41140464,147.2667397,35.37982985,2
2,3,1,1,2.6,144.0595036,15.02456667,70.36880442,67.53719782,2
2,3,1,2,2.6,113.0352047,52.55713439,30.09031378,115.2066408,2
1,3,2,3,2.6,132.8144572,48.44149675,23.04259195,56.60866534,2
1,3,2,2,2.6,66.40497829,28.1528914,153.9941051,-31.40985031,2
2,1,3,2,2.6,40.71378236,69.23144239,111.0763592,46.1553803,2
2,1,3,1,2.6,163.1354671,46.93103983,106.9841251,54.68458678,2
3,1,2,2,2.6,107.7342604,57.52795233,147.5966201,147.5760448,2
1,2,3,1,2.6,16.34819144,47.96486834,157.5668877,22.58129143,2
2,3,1,3,2.6,120.9254698,45.86222819,151.9905882,46.31982488,2
3,2,1,2,2.6,138.6287511,58.04492529,31.65739482,124.3685368,2
1,3,2,1,2.6,43.7129277,137.790003,16.40042346,157.5803351,2
3,1,2,3,2.6,114.4416079,37.60828604,138.6513927,117.0692147,2
1,2,3,2,2.6,156.5893858,47.66022477,21.45861739,25.27771868,2
4,2,1,1,1.6,129.7883917,39.36179383,19.04368919,26.15792759,2
4,3,2,2,1.6,138.9564694,34.5651029,70.82214502,61.24290635,2
2,4,1,1,1.6,135.8879881,43.70136441,64.66107787,52.2171576,2
2,3,4,3,1.6,48.64867622,147.9098133,70.41293918,136.6081444,2
1,4,2,2,1.6,58.96177813,120.8275867,150.0301072,142.9605211,2
1,4,3,1,1.6,27.85542276,73.25187069,134.7670293,49.92585098,2
3,4,1,3,1.6,122.1574149,34.14787308,153.1282814,130.1782323,2
3,1,4,1,1.6,155.7789464,110.2619645,41.01172843,126.5346905,2
1,2,4,2,1.6,119.9549191,15.02690645,160.3353809,34.41719142,2
1,3,4,1,1.6,155.2879294,37.69291512,113.3790093,144.861675,2
4,3,1,3,1.6,36.98895076,114.335625,153.539668,117.7195103,2
3,2,4,3,1.6,19.02769678,111.7725559,132.8114977,31.86754837,2
4,1,2,1,1.6,31.96844289,71.74610941,116.6757132,61.88478969,2
4,2,3,2,1.6,31.87935608,119.3054512,59.54921914,117.7569869,2
4,1,3,3,1.6,74.614057,137.5122741,18.03987724,36.97893348,2
2,4,3,3,1.6,162.9276406,121.5704119,18.72208346,33.88245866,2
2,1,4,2,1.6,38.268276,161.0895016,16.80669302,37.24090443,2
3,4,2,2,1.6,53.68391494,137.0566596,113.5925999,128.5161772,2
3,1,2,3,2.6,60.85758938,134.336417,108.6242371,55.9333967,2
2,3,1,2,2.6,71.37374266,140.4315957,109.4158633,63.17920558,2
2,3,1,1,2.6,132.1813951,15.93494274,59.18655866,54.6119705,2
1,2,3,1,2.6,156.0474525,15.52221538,65.95859094,155.3333309,2
2,1,3,2,2.6,138.9481051,37.02141386,69.88889359,145.2121264,2
3,2,1,3,2.6,52.93194008,16.46977164,72.95677558,50.24969988,2
2,1,3,3,2.6,125.055395,19.75590913,47.912191,60.66589828,2
2,1,3,1,2.6,109.7742905,56.8460589,139.0899836,58.7114635,2
1,3,2,2,2.6,130.1260544,19.58722889,57.14635953,59.68867336,2
3,1,2,2,2.6,38.16555166,164.4840739,127.2087392,132.355845,2
1,2,3,3,2.6,71.42387735,123.1372921,27.78656499,35.48297268,2
3,1,2,1,2.6,149.8362095,107.5482345,60.35603953,115.6866957,2
3,2,1,2,2.6,22.47709657,52.23334772,117.6642241,64.4129613,2
3,2,1,1,2.6,133.8639015,19.06567501,160.9900876,152.7312604,2
1,3,2,3,2.6,145.6566932,21.63366324,58.65005318,36.07351225,2
1,3,2,1,2.6,117.66598,29.43222633,143.0384194,134.5465902,2
1,2,3,2,2.6,120.8163934,70.3371748,146.9052185,59.81788831,2
2,3,1,3,2.6,156.0149815,113.6139722,63.91325734,113.3026997,2
1,4,3,3,1.6,33.1380521,130.6395481,66.66528357,62.4916179,2
1,4,2,1,1.6,40.27867285,67.24148538,15.75006292,48.47737202,2
2,4,3,2,1.6,112.9223704,163.9025979,134.2525472,108.9725792,2
2,4,1,2,1.6,40.98830868,144.8009251,15.67389958,50.8747296,2
1,2,4,1,1.6,159.3647012,112.6687727,24.81641863,151.0891146,2
4,1,3,1,1.6,73.91323621,121.7960421,43.94975162,131.6706635,2
3,4,1,1,1.6,105.0427114,129.5226243,63.81617489,65.71309175,2
4,3,1,1,1.6,55.60462684,130.6987977,151.7784008,144.4855414,2
2,3,4,2,1.6,48.42985172,121.1456097,149.3358094,50.26490661,2
3,4,2,3,1.6,161.2604833,17.83613694,139.0491121,151.7784788,2
4,2,1,2,1.6,18.27609999,70.35385549,146.0884646,58.27148023,2
4,1,2,2,1.6,111.3007291,61.79182024,22.45932732,33.64920795,2
2,1,4,1,1.6,59.47624973,111.5048799,136.1717178,130.7814445,2
4,3,2,3,1.6,64.23641751,119.2776902,41.46895212,128.2268116,2
4,2,3,3,1.6,43.36289948,128.7081024,154.1128126,144.923136,2
3,1,4,3,1.6,145.216718,63.56552633,34.05723176,141.9851495,2
3,2,4,2,1.6,15.09723149,117.2429158,41.62280691,122.1601532,2
1,3,4,3,1.6,21.89852178,159.1475504,71.82359443,154.6726539,2
3,2,1,1,2.6,54.65904835,129.6298445,158.0038328,151.6955247,2
3,2,1,2,2.6,128.8220521,151.0145275,48.43647784,144.0491856,2
2,3,1,2,2.6,141.8604171,120.3321986,24.03069474,141.6164057,2
3,2,1,3,2.6,161.3000433,107.5547838,131.1096284,154.7426933,2
3,1,2,3,2.6,149.3159084,67.05616318,106.7732235,152.9345383,2
3,1,2,2,2.6,120.047676,145.9710058,69.99907966,67.17736205,2
1,3,2,1,2.6,26.79780966,161.9484272,137.2653971,43.90573903,2
1,2,3,1,2.6,129.0005533,51.00918869,161.3157942,129.0947432,2
2,3,1,3,2.6,58.68759077,128.483205,159.1929081,129.8936338,2
1,3,2,3,2.6,58.47397895,118.3554976,149.7368411,125.0336198,2
2,1,3,2,2.6,17.16708467,113.6054173,154.6776741,42.20003597,2
2,3,1,1,2.6,159.7930588,71.01624316,110.4254787,114.2672372,2
3,1,2,1,2.6,110.305726,147.4960036,36.37351738,149.3379038,2
2,1,3,1,2.6,28.16913944,125.064592,150.5286757,140.6055569,2
1,2,3,2,2.6,124.8754633,19.68016311,70.18751829,30.0742173,2
1,3,2,2,2.6,120.4276662,39.23888378,149.7998656,151.9399352,2
2,1,3,3,2.6,25.76808398,138.0027598,48.8558924,23.93958029,2
1,2,3,3,2.6,30.78864315,106.2869719,151.1455357,152.5377411,2
1,3,4,1,1.6,73.21981684,20.27072538,150.0054414,48.58794674,2
3,2,4,3,1.6,46.31090126,21.4573067,127.153301,58.42601137,2
3,4,1,3,1.6,34.05234078,107.7994099,162.190423,44.56714441,2
1,2,4,2,1.6,31.29354673,137.2346071,116.1231816,143.5275382,2
2,1,4,2,1.6,72.43803897,109.5543775,163.8351408,54.26358812,2
4,3,1,3,1.6,128.9695224,32.27433189,60.57592664,41.4962281,2
3,4,2,2,1.6,43.47031351,147.3685987,64.86677587,65.58074407,2
2,4,3,3,1.6,51.73690815,137.0783134,116.1962111,119.0454047,2
3,1,4,1,1.6,124.9927037,46.22122139,163.159788,46.60647625,2
2,3,4,3,1.6,123.5948066,67.29257985,20.9013323,54.26079632,2
2,4,1,1,1.6,61.49593884,27.35047437,110.6328524,115.6280288,2
4,3,2,2,1.6,115.6167422,39.82783142,150.6701602,142.3469056,2
4,1,2,1,1.6,111.6468065,31.0688103,154.5426956,40.87686737,2
4,2,1,1,1.6,16.1997867,57.76938588,130.6238262,139.4441491,2
1,4,2,2,1.6,135.4010346,19.77510704,48.57905947,46.23294848,2
4,1,3,3,1.6,115.0697065,45.96665363,15.95985121,26.95464347,2
4,2,3,2,1.6,34.37755933,70.81407115,148.7833162,61.79534132,2
1,4,3,1,1.6,26.57803989,163.458435,68.87632132,41.00236051,2
2,1,3,2,2.6,105.6634501,74.4995696,47.49012747,109.6452314,2
1,3,2,1,2.6,131.1954962,64.17160803,106.3784619,138.4734665,2
3,2,1,1,2.6,33.09173,153.873303,122.2093816,128.7711807,2
2,3,1,3,2.6,136.1935262,20.81265825,54.78281021,35.84829612,2
3,1,2,2,2.6,144.1657588,25.65167849,46.23036375,48.93679297,2
3,1,2,1,2.6,158.4608149,72.71448699,32.26166576,54.89704855,2
2,3,1,1,2.6,146.5158468,60.17929553,107.3964788,118.0021166,2
3,2,1,3,2.6,55.99973513,32.75648409,164.7046641,51.37295376,2
1,2,3,2,2.6,130.8743282,63.74096389,16.39803157,58.80620201,2
1,3,2,3,2.6,40.71755535,137.1797477,62.56208708,124.6659795,2
1,3,2,2,2.6,159.1637009,70.74931597,32.21552747,46.54073884,2
3,1,2,3,2.6,41.80322627,109.3378699,19.94567783,49.52392304,2
1,2,3,3,2.6,22.324665,154.241339,124.4925261,123.5996559,2
2,1,3,1,2.6,34.81807535,135.7964247,62.326929,140.5444532,2
1,2,3,1,2.6,135.9262628,28.17033242,111.2580893,142.297314,2
2,3,1,2,2.6,159.3756172,73.39154604,134.3066297,153.7274664,2
2,1,3,3,2.6,69.51440494,109.7643283,30.04033008,42.65636828,2
3,2,1,2,2.6,148.3340784,52.80622812,122.5019164,45.20909699,2
3,1,4,1,1.6,42.26087532,136.2375848,108.3563579,147.3546124,2
1,3,4,1,1.6,39.47104587,17.27089499,134.5560591,47.45666639,2
4,3,1,3,1.6,64.17065108,112.1045023,143.3924434,111.62748,2
4,1,2,1,1.6,66.11146472,134.0762141,160.6080939,125.8262751,2
2,3,4,3,1.6,106.6800159,29.32180204,150.9130385,42.35678248,2
4,2,1,1,1.6,60.06027247,122.9739812,144.1936363,146.5808239,2
2,4,1,1,1.6,40.2231557,105.2142261,149.3845454,151.7441817,2
4,3,2,2,1.6,121.6550914,44.81090461,71.83354081,65.40138925,2
1,4,2,2,1.6,126.1484515,70.04317744,152.9499698,154.4317935,2
1,4,3,1,1.6,16.22988039,162.8399663,140.7100703,42.07703246,2
4,2,3,2,1.6,60.8061679,143.7274493,28.62855985,137.2019775,2
4,1,3,3,1.6,72.33901164,113.7475436,159.7746359,150.3076355,2
1,2,4,2,1.6,117.5693906,19.51855701,46.78097067,21.00072466,2
2,4,3,3,1.6,59.43640365,20.51075556,117.3594901,123.2659275,2
3,4,2,2,1.6,140.9878687,20.50751496,58.61758949,53.50846921,2
3,2,4,3,1.6,73.39142912,19.44828659,144.9727771,62.20090714,2
2,1,4,2,1.6,60.01707356,133.3629545,35.98657437,56.58111818,2
3,4,1,3,1.6,112.7863755,17.00794151,157.9633082,110.3430245,2
3,1,2,1,2.6,117.2284677,155.6319623,38.23288133,155.7890097,2
3,2,1,2,2.6,143.312232,62.1554152,37.26575065,38.09709182,2
1,3,2,1,2.6,48.74967039,149.3211248,125.8440407,46.07329053,2
3,1,2,2,2.6,163.5346618,134.4954499,46.89207128,50.2672338,2
3,2,1,3,2.6,148.01872,117.8789217,50.79692962,140.8182477,2
2,1,3,1,2.6,164.8378267,24.38607702,59.78122053,208.9576538,2
1,3,2,2,2.6,148.8856181,61.19751717,122.6661326,125.1201478,2
3,1,2,3,2.6,142.0004375,16.63172243,42.81638256,133.5254113,2
1,2,3,1,2.6,58.74986432,119.1197154,21.16178723,55.53388007,2
2,1,3,2,2.6,52.23340199,135.8165951,161.7077385,58.15495073,2
1,3,2,3,2.6,45.01523171,106.4850361,143.7066464,116.7153131,2
2,3,1,3,2.6,150.8113244,49.97000201,117.4535929,51.12837071,2
3,2,1,1,2.6,56.06556438,124.8917708,16.53692999,28.70443242,2
2,3,1,1,2.6,51.04717507,156.7623945,23.57533555,33.07144323,2
1,2,3,3,2.6,109.1192279,38.60023327,74.05592893,54.53666816,2
2,1,3,3,2.6,133.1063109,34.1048667,161.271833,154.4929838,2
2,3,1,2,2.6,132.0971938,59.75807987,31.77335321,128.3967783,2
1,2,3,2,2.6,71.81881607,28.22541976,161.0101195,29.66311794,2
4,3,1,1,1.6,118.445455,160.1343546,19.7338691,213.3000978,3
1,2,4,1,1.6,149.0047077,36.66877817,74.47858906,143.6960516,3
2,3,4,2,1.6,129.9977359,61.01984729,160.9624286,120.7975495,3
3,4,2,3,1.6,107.577813,161.7385503,127.6036162,102.9487075,3
1,3,4,3,1.6,65.90923851,40.79514918,15.2947342,53.60356239,3
2,4,3,2,1.6,157.5058907,62.74349588,25.62114949,35.77386684,3
