Lshape,Rshape,Label,unknown,t1X,t1Y,t2X,t2Y,angle1,angle2,probeAngle,RT,subject
3,1,3,2,619.9064104,409.5489224,736.1171965,395.4104862,131.1183703,161.6273715,114.2359615,1.840530801,9
1,2,2,2,626.4434223,396.184966,738.7644223,387.4449866,135.6727197,109.9737577,112.0125558,2.793848801,9
2,1,1,2,609.0965633,399.5872178,748.3590423,373.1462541,56.47171503,35.64652003,28.77731228,2.208480185,9
2,3,2,1,618.4565916,369.8496824,756.9454231,357.1105912,122.3653711,35.79614754,114.5495731,1.422414608,9
1,2,1,2,610.6394401,390.526471,757.9405507,392.8683871,40.74290624,68.33551669,30.18365759,2.141605971,9
1,3,3,1,620.7269361,393.4614588,737.7654106,385.6205879,39.33821644,134.938102,126.1505928,1.974331606,9
3,2,3,1,622.1811574,399.2085971,737.8271766,358.8911877,131.1692111,43.19885385,127.2482016,1.907482518,9
1,2,2,1,610.9508912,410.7253831,754.9985778,365.4737625,132.8852749,47.39390577,32.37187783,2.308844238,9
2,1,2,2,627.1592646,399.239182,758.5499673,376.6221512,17.42442857,44.51773592,23.52449762,3.312384254,9
2,3,2,2,612.7033281,363.9536924,744.6860325,368.3255962,118.5633875,147.1188154,116.7164337,2.007815428,9
2,1,1,1,620.036986,402.4789767,747.6243012,374.3611199,128.0844293,30.49896863,26.72778873,2.074715123,9
3,1,3,1,605.6372993,411.7905809,741.8421587,409.7522223,24.84282908,117.9146768,27.62127709,2.141567396,9
2,3,3,2,620.640084,412.0422362,759.1458331,397.2208938,35.14634371,62.57844146,58.95116868,2.074705568,9
2,1,1,2,609.2931131,373.3589394,738.2011604,394.2809235,154.8237105,121.2427147,105.6888661,2.040083265,9
2,1,1,2,620.7584249,391.8934366,741.3645306,378.4899733,115.3679332,150.8013766,145.522154,2.241942419,9
1,2,2,1,622.5620649,392.6997824,746.5168057,360.4636126,158.2266495,62.6251071,55.61499942,1.305353059,9
1,2,2,2,624.3122005,387.5960308,736.8958223,389.525946,73.25125942,42.89925662,53.72377022,1.422452121,9
3,1,3,2,612.5458901,400.5333673,748.2408598,381.6486876,71.70952737,47.16714307,63.86480817,1.840530447,9
2,3,2,1,629.5179619,367.8377252,750.1607105,361.4496941,121.8014253,40.06884399,114.0504293,2.542929469,9
1,3,1,2,620.6688555,368.0062605,750.9965902,370.4731454,60.14284955,32.46769588,61.03947423,1.807112804,9
1,3,3,1,608.117914,412.5779641,747.3174071,378.7560431,59.20501877,149.6684978,123.6382343,1.957559084,9
3,2,2,2,622.3471833,407.69684,739.4220134,377.5959655,52.73302608,32.48132203,26.59244419,2.124814338,9
1,2,1,1,625.4494133,377.6748398,747.1123972,396.3124046,147.1762938,58.69838436,125.5783224,1.656540891,9
2,1,2,2,612.0897905,387.430751,737.0162178,409.722442,31.63772027,52.58597887,31.75673216,2.476140897,9
3,2,2,2,613.2973173,399.6299258,744.0582523,377.8974034,43.45780002,21.97399948,21.17253442,1.974342223,9
3,1,3,2,614.9910013,380.1263974,736.5098735,356.1865781,39.71399855,66.70303419,25.69720057,2.074675487,9
1,3,1,1,620.0087405,388.2932291,741.7930614,387.3927313,34.04234073,118.0690674,27.56012588,2.007735448,9
3,1,1,1,624.6795003,357.0738208,749.1075244,371.0167478,26.70466507,123.7304184,124.7717945,1.255173156,9
3,2,3,1,621.0403172,387.7308364,739.0267062,400.9141878,127.8973112,43.5355045,114.6900385,1.355470676,9
3,1,1,1,620.9816616,405.3199157,739.1288683,383.8037043,15.05959309,106.8017275,107.9203564,1.623106261,9
2,3,3,2,617.0443075,401.7756561,744.2118913,364.1775372,56.06489447,21.19895724,24.77245503,1.940875389,9
2,3,2,2,608.9241811,380.9418245,746.055988,411.5786177,132.6021548,156.0963004,132.9348838,1.874009314,9
2,1,2,1,619.005682,404.0099371,749.604057,400.9143396,55.45154731,152.7031993,50.72742416,2.058009487,9
1,3,3,2,620.1788954,364.1807022,740.9279583,399.7406572,66.62744399,38.04083095,41.85446219,2.158317977,9
3,1,3,1,615.5090399,386.5236507,747.5215951,403.2200999,61.6103785,142.7425993,54.36740184,1.924249379,9
2,3,3,1,629.8097833,409.2890733,752.9984201,392.27538,68.83298258,152.6345822,141.7740924,1.823864447,9
1,2,2,1,619.8266594,393.2280847,754.2826307,359.531811,68.87010918,149.4275813,135.0608158,1.957610752,9
2,1,1,1,608.8522758,410.1115532,750.029197,410.6798391,121.8429781,33.79331873,30.99881598,2.491606484,9
3,2,2,2,626.5942851,365.4202558,755.0481157,360.5300269,150.4824904,120.9486553,124.5778916,2.325528994,9
2,3,3,2,625.7959674,389.9732478,753.2181395,368.2401681,16.74724726,52.86791667,61.90338566,1.405701893,9
2,1,2,1,628.441427,370.6480675,757.1841753,377.5007155,34.33288198,120.8883912,41.8702867,1.623123602,9
3,2,2,1,610.5426537,396.2222859,737.676795,405.9282479,140.8003446,60.56760346,47.14964515,2.409136803,9
2,1,1,1,614.3692252,395.6576548,756.8969458,395.6092661,124.704741,41.92447044,53.06723576,1.974264012,9
3,2,3,2,624.5197254,397.9625323,756.6254543,401.2393362,53.02588005,17.45168094,61.7031504,1.204993961,9
1,2,2,2,625.4160976,387.0075131,736.7638533,402.9393367,23.51014236,50.74563,50.9679406,3.931133354,9
3,2,3,2,624.4337495,383.0238626,744.5344576,361.7134905,35.25430271,62.02901912,34.80363393,3.32901628,9
2,1,2,1,627.0698907,381.0828825,745.8459997,375.9917262,155.1096566,73.6922244,144.6470184,2.60989605,9
2,3,3,1,621.0265104,394.5935931,755.2897261,383.6947317,130.601882,43.53208725,53.84258262,1.823756509,9
1,2,2,2,607.4055385,369.4014969,746.5418756,410.5091669,25.82604904,65.68566874,58.62974473,1.65654443,9
1,3,1,2,607.1785899,358.3601698,746.5718955,390.3215203,48.15165894,20.45227113,67.42892886,1.255152276,9
1,2,1,1,621.9125722,375.8527324,743.676877,397.4104757,122.8731648,41.65252583,112.54184,1.422436195,9
1,2,1,1,619.6794933,380.8217336,743.6751642,373.6891735,45.44983011,134.2284438,48.7193743,1.773592177,9
2,3,2,2,621.1275984,400.6085757,736.8823182,356.1028272,118.5155353,144.3630117,118.0903066,1.38897113,9
1,3,3,2,615.8689825,389.2430538,740.3595185,366.8890403,121.0440703,157.8848223,146.0727876,2.7269622,9
1,3,1,1,612.0628652,372.7642376,756.5352158,378.2357165,158.7923605,65.18829194,139.8216162,1.756900343,9
3,1,3,1,628.3147249,375.8523149,739.2340154,396.6757905,150.3458298,52.54149641,136.502984,1.422402575,9
1,3,3,1,612.9830132,357.5980143,741.4846517,394.7719576,150.0513733,65.64129556,51.32297874,1.389002627,9
3,1,1,2,606.6515448,365.2569547,748.102426,380.0516175,51.20116669,23.72106284,20.46119966,2.124870607,9
2,3,2,2,612.9945614,369.1554424,742.7801473,396.0420412,118.1538217,144.4437712,117.3894088,1.472605127,9
3,1,3,2,612.6778531,392.1370437,751.6548946,373.1682543,155.2384929,124.8827456,154.8590777,1.756859999,9
3,1,1,2,628.4640479,370.2012638,737.4490348,377.3817198,19.38172233,54.97618634,63.47058576,1.171603214,9
2,3,3,2,623.8847208,373.4770814,752.0038857,362.5959766,29.73315968,59.48969119,71.11096732,1.806019975,9
3,2,3,2,629.3460598,391.5061296,754.0969301,403.999289,148.3466335,118.2943487,134.7608399,1.907451376,9
1,3,1,2,627.7199517,360.023446,746.5352552,407.7287897,161.7627153,138.6618467,141.0547757,1.7569283,9
3,1,1,1,629.8630606,396.4029062,740.1466853,365.5020639,135.0608716,43.45280474,26.38661806,1.790424862,9
1,3,3,2,606.1660611,399.4194509,750.5627473,366.559841,114.1338872,149.7432859,152.3192888,1.991030165,9
2,1,1,1,611.7530698,386.0805071,740.4737205,397.8992906,108.8889962,28.07316459,31.15266171,2.174958851,9
2,3,2,1,616.7408916,360.311291,745.2579681,365.6875531,148.3592523,51.4113681,125.4392922,1.77360244,9
2,3,3,1,624.7986076,406.9845091,747.3949538,360.1357212,106.223264,17.21807084,25.50870506,1.907411032,9
3,2,2,2,618.3554035,389.4152909,755.8403034,406.2458994,145.5519095,116.2655129,116.0635262,1.121356071,9
1,2,1,1,615.4643114,395.3837849,749.1675639,359.1154675,16.76950173,115.3594259,18.00819143,1.740194706,9
2,1,2,2,609.7211246,395.5554168,746.1619899,403.2803855,142.7019688,120.2174343,136.5235054,2.743666775,9
1,2,1,1,620.46355,406.9500852,758.7617911,375.681691,164.2210513,65.86847826,156.7277069,1.857267934,9
3,1,1,2,613.208088,398.1505637,739.917687,392.0089919,160.247694,137.6159681,130.3980727,1.756959443,9
1,2,2,1,624.968418,373.1999082,750.6736237,372.8783677,43.30115676,128.9480919,137.3041086,1.807082723,9
3,1,3,2,608.8937384,395.5382402,746.2286604,400.5039866,29.50255367,59.74922504,32.7272674,2.191763224,9
1,2,2,2,615.9415852,408.1882587,750.173743,374.0175524,51.9067495,74.67691248,68.82046182,1.907475087,9
3,1,3,1,609.3004361,385.4310216,736.4104392,356.1377218,111.4017915,26.99289527,111.9200489,1.188255058,9
1,3,1,1,615.0767284,378.3717028,749.0830501,359.8204311,71.44366166,162.894372,66.77037773,1.054479733,9
3,2,3,2,624.7770925,398.058951,753.6411676,363.889813,137.5757809,158.3935953,120.1098052,1.807165534,9
1,3,3,1,619.1180379,374.4164951,737.3920505,409.2160381,132.9331627,36.71742901,51.45515692,1.740238235,9
2,1,1,2,621.9916073,387.9772146,737.9892215,382.1653839,123.6190863,150.2400681,162.1013503,2.208524422,9
3,2,2,1,625.6483527,371.2391223,758.8979347,372.8729702,106.8390551,20.80643612,25.04947264,1.97436735,9
2,3,2,2,624.639711,359.2594507,743.2726036,395.8373469,130.6497262,152.9804851,124.7666618,1.171568886,9
2,1,2,2,621.6667106,395.5139808,745.5800167,373.337869,116.5876579,143.4620164,118.5926437,1.639861797,9
2,1,1,2,614.7193124,398.9018353,752.9505464,367.3654493,64.71634326,31.68692237,32.76633991,3.194198025,9
2,1,1,2,629.5024001,407.8552282,754.7921007,390.6853547,142.3801331,116.9764993,117.1840274,1.054503444,9
1,2,2,1,623.3225865,411.4095942,752.9389773,379.4612201,107.9402072,23.47855953,33.82453773,1.572919634,9
1,2,2,2,626.7207602,374.9538323,751.5996013,371.4611326,56.74869812,34.15382338,34.23947941,1.823861969,9
3,1,3,2,608.1896596,377.5800167,749.3238362,400.6749867,156.4798428,117.6460982,140.6818066,2.609852521,9
2,3,2,1,607.978043,407.5568835,736.8706923,409.0522301,65.00243179,163.2233134,58.99992395,1.338741682,9
1,3,1,2,619.218493,359.8534849,747.5146381,377.8431491,158.7887105,130.8274632,149.2080465,1.974273921,9
1,3,3,1,611.6014642,357.8793215,739.5475281,372.490888,149.4357819,69.10025762,57.07732337,2.492786725,9
3,2,2,2,616.6824894,393.4810131,745.2539837,405.7932006,29.35880549,58.854615,61.0975113,0.820362297,9
1,2,1,1,609.6586457,407.8477141,755.0002338,392.7435055,49.10850811,130.7263282,43.14898613,1.623085735,9
2,1,2,2,627.2562843,365.3977614,752.815494,384.6461755,126.2871087,162.6811728,118.636389,1.322263954,9
3,2,2,2,621.4749159,390.6941253,738.4849526,401.8480801,112.320457,147.3956399,148.6463074,2.994546824,9
3,1,3,2,628.8333533,360.1920791,740.5219052,412.3178092,53.57663114,22.28352619,62.95811937,1.020990603,9
1,3,1,1,626.8028937,372.9153367,760.0841153,396.4722058,136.6168324,38.15351155,130.8219557,1.004268333,9
3,1,1,1,605.8802356,391.7921528,758.6533952,388.6379764,157.3561216,60.78409532,54.76373924,1.472607958,9
3,2,3,1,621.4283989,385.2618978,750.824844,369.9433351,155.6687877,72.8640203,141.8701125,1.372248861,9
3,1,1,1,607.7625461,383.4199982,748.8656619,359.8857968,164.918574,71.87838297,62.97686288,0.954122051,9
2,3,3,2,607.9994307,401.4898054,746.2994098,370.4050435,144.9365789,122.0041279,110.9495868,1.054492119,9
2,3,2,2,616.8579134,378.9755237,757.2431874,369.4974615,122.6934228,156.5798283,106.8297708,0.736697511,9
2,1,2,1,624.2259237,411.1448162,744.6577093,376.2810059,66.40329649,161.5737268,59.86388885,0.903983908,9
1,3,3,2,613.3280538,407.0060476,744.5753922,384.7371225,16.39005745,39.73885664,58.44446876,1.255260214,9
3,1,3,1,610.5045007,360.3343907,756.5708045,360.6845836,142.0820189,55.06345257,118.194323,1.305413221,9
2,3,3,1,613.1059285,394.4279527,747.5010954,388.7215266,153.9892046,64.50325785,129.6565047,2.492878738,9
1,2,2,1,615.8124818,358.6261066,744.0931618,373.6901263,46.77298002,140.5241614,122.1324547,1.255163954,9
2,3,2,1,626.117915,408.9105997,758.0699347,388.070124,110.802938,25.94264495,109.2597137,1.153672745,9
2,1,1,2,612.9361038,370.2821326,743.0504579,363.0420447,138.6264267,159.9711164,145.3628825,1.706748398,9
1,2,2,1,619.2191869,402.9204548,737.2836932,358.1058905,50.11033717,135.0617038,123.7434144,1.47261079,9
1,3,3,2,610.9485375,376.8405602,737.6772526,412.3733171,54.39417622,22.58938421,25.8404911,1.873948444,9
3,1,3,1,620.7642084,394.7577498,745.8295825,363.4119111,51.75623456,141.8480208,39.80476369,1.255223409,9
3,1,1,1,618.2886486,379.2278803,752.1010045,370.8983575,160.3469136,68.6310389,54.58420555,1.188237717,9
3,2,2,1,610.847352,357.2937765,743.2181335,372.6119179,113.9015346,18.71608178,24.68165227,1.656505855,9
2,1,2,2,618.1467784,401.4069186,737.1286356,373.9453734,116.9334561,150.687368,111.9101468,1.271902149,9
1,3,3,2,625.834639,398.3997086,754.6276066,371.1587122,48.13876299,72.63059641,69.46836652,1.355486247,9
3,2,2,1,620.6675247,367.4204256,750.3527004,379.3343205,49.70152405,142.8487173,132.0862744,1.723425722,9
3,2,3,1,626.6476972,398.3232705,746.4233667,359.9863228,150.1348869,54.9878533,135.1690788,1.338807507,9
2,1,1,1,623.3906444,405.6683709,747.9654599,374.3855018,123.6943345,38.49372517,49.62046571,2.275322195,9
1,3,1,2,610.9402878,395.2210452,745.0918233,358.2241122,44.25300665,73.49393395,45.77467969,1.522755303,9
2,3,3,2,618.6528567,364.7019586,747.5124678,370.5799473,46.94718276,18.4200365,27.03291611,1.690037453,9
2,3,2,2,610.3260949,395.7181786,755.4136011,407.7493148,21.75909391,57.28653987,19.37765463,1.840649002,9
1,3,1,1,627.3443403,394.9449239,757.3957863,379.234024,135.5611938,38.01601168,135.3571058,1.723408735,9
3,2,3,1,614.5424983,373.304951,758.6780742,405.4378045,42.91699292,123.1961766,38.94345361,1.455859855,9
1,2,1,1,610.2543925,369.8251063,755.1863717,406.5100518,55.78426808,144.1491486,45.95086285,1.673321907,9
1,2,1,2,620.6618884,381.232767,742.0985564,400.6187782,34.32203164,55.88592755,35.91658673,2.359033342,9
3,1,1,1,627.6952967,411.3735746,757.0558119,364.142991,44.03401279,138.7906586,132.3382399,1.021017145,9
2,1,2,1,616.485453,362.1234349,745.6021005,381.9618931,137.1693213,41.96409024,122.9449304,1.656608485,9
1,2,1,2,609.8366971,378.4710355,752.3762635,367.028704,52.84647877,18.88276033,57.43470705,1.205018026,9
3,2,3,1,623.673559,372.8964337,750.7658569,402.4836848,144.3280101,58.06150361,124.2502502,0.837049885,9
2,3,3,2,626.2121357,364.616933,738.8621465,397.497966,106.124899,143.0565858,146.4394806,2.007825337,9
2,3,3,1,610.2259744,390.9580986,754.2189944,385.2394143,132.8415221,35.49809763,26.38670538,2.140449794,9
2,1,1,2,621.4780173,377.3389673,754.4776277,411.6365428,33.19983871,57.14082237,60.7042252,0.82030992,9
3,1,3,2,627.8619569,370.0323488,736.1901903,390.7545927,59.08436791,30.33561094,71.69027165,1.188272045,9
1,3,1,2,619.2045822,372.0228437,750.0020318,405.7153495,111.4550347,133.2498047,112.9127321,1.054487519,9
1,3,3,1,611.6685062,364.5986065,739.0497757,394.070638,116.636168,22.16279739,23.53101175,1.924131886,9
2,1,2,2,610.6762653,407.2406015,747.6569867,387.0217163,111.1833448,146.391293,105.1427393,1.004287444,9
3,2,2,1,617.7255302,411.6050691,736.643795,369.8149999,143.0086791,47.51169687,60.42023544,1.238434253,9
3,2,3,2,622.9394209,393.4140487,744.6268991,365.6520947,17.86664296,57.73091463,27.62301677,1.957571116,9
3,2,3,1,627.1863909,361.5771963,739.9983646,399.4020184,121.8750241,38.29882039,124.281523,0.937304937,9
2,3,2,1,606.9154324,404.2407004,742.6636885,394.9912152,44.59090563,136.5355708,36.94838784,1.539479342,9
1,2,1,2,614.9035888,385.9265911,756.5664812,361.8561198,64.22101912,43.03845525,57.76765081,1.322088068,9
1,3,3,1,629.5664392,369.2523278,750.3016663,362.6699853,110.6523686,21.11681129,21.80752803,1.87393358,9
1,3,1,2,609.6788023,375.1517436,745.9118931,382.1469276,133.5283387,162.4632775,122.0583087,1.790365054,9
2,3,3,1,624.6920622,373.4760293,745.3089921,407.1653596,30.68417294,123.5121457,114.4878691,1.305387032,9
1,2,2,1,606.289606,379.9753423,759.5991001,389.9802208,73.20661466,156.933875,149.4708838,1.790410352,9
3,1,1,1,616.8876287,379.4476909,759.1753528,405.5903282,161.2489496,67.59455797,66.20000354,1.271886932,9
3,1,1,2,612.6922633,360.3950755,739.9200691,398.6412021,154.0977059,125.7282448,117.0842578,1.539554722,9
1,2,2,2,606.2608423,384.0103712,739.7186597,406.8265947,142.6368392,117.9706442,112.6604089,1.171577379,9
2,1,2,1,606.5128776,403.7068905,750.4771658,375.8014255,50.90870994,132.2029521,47.7685778,1.489302978,9
2,3,2,1,609.284456,356.7313587,756.7731887,382.6013095,70.43730742,150.9424963,55.83247014,1.355641607,9
3,1,3,1,625.9682383,400.1157856,750.1914193,373.8250958,162.0478365,71.90677277,136.5518492,1.807104664,9
1,2,1,2,614.3716601,372.1978532,745.1714021,408.1201542,125.0248358,160.6761187,118.8029269,1.472594157,9
3,2,2,2,619.2883843,386.4169007,760.2900845,359.5748577,112.518053,151.6660289,143.2939017,1.907400415,9
2,1,1,1,607.4726419,401.6928358,739.1778936,370.5283361,41.06278084,129.8743508,122.7985693,1.154845909,9
3,1,1,2,619.2368728,369.7668917,757.8576067,362.7008855,157.8624476,119.4673431,115.0280915,1.3544327,9
1,2,1,2,606.7472863,385.7369981,760.4326259,400.8988473,36.03707101,69.57683124,35.79508582,1.689980476,9
3,2,2,2,610.0901979,410.5886973,739.7522384,398.6748355,21.33286334,48.57625009,54.52903961,1.389002273,9
1,3,1,1,616.2325057,389.1705648,759.5093622,364.4204251,119.8262356,35.43496636,117.3906164,0.937378547,9
3,2,2,1,610.3481928,394.002144,749.160902,382.162955,33.1744908,114.832342,117.9091725,1.238515649,9
3,2,3,2,621.6299631,374.5873737,744.186809,403.0528273,39.6496185,70.07139848,42.20423178,1.940879636,9
2,3,3,1,619.8749736,368.0502888,744.2746627,391.6641901,116.059973,19.15738857,19.66123006,2.660034547,9
2,1,2,1,628.1108274,390.973211,747.6576929,379.3978651,29.04410052,124.9349499,39.38449078,1.89066682,9
3,1,1,2,617.3579694,394.6337981,757.2173597,381.4179091,117.5759882,145.6503315,140.3415472,1.924131178,9
1,3,3,2,621.9343653,389.941876,739.1127081,400.0563417,28.10306542,51.72772138,58.7916294,1.372223734,9
1,3,1,1,611.9201384,411.0002852,760.4510096,397.4990765,123.1081477,34.56208909,130.4955461,1.25514626,9
3,1,3,2,618.1976057,367.9692041,757.2885686,403.124155,116.0936253,149.2256476,108.1281914,1.188257889,9
1,2,2,2,605.7530311,377.4442956,754.0009049,389.517605,53.98716483,19.75116986,24.19893369,1.907381304,9
2,1,1,2,618.702482,386.4140824,737.0853417,403.0402649,155.6868369,127.2904541,117.7254914,1.556244787,9
2,3,2,1,606.6260827,370.7360601,745.3455645,370.8543852,39.46274587,125.9294991,43.04970508,1.506089657,9
1,2,1,2,625.4120171,372.9652081,737.7112045,400.8915305,17.06995985,52.01832515,30.7274479,1.874057798,9
1,3,3,1,615.7304385,359.6079064,745.9763393,396.822928,163.8319138,72.81849181,70.39847363,1.138102051,9
3,2,3,1,611.5103934,375.9557769,736.2467507,407.0811631,133.4110868,39.62362286,119.6647208,1.723506057,9
1,2,2,1,609.0739057,380.9077882,737.8947505,371.4823251,52.91753397,136.6043861,123.1421076,1.271934708,9
2,1,2,2,608.539809,376.0878171,758.6128886,365.0893056,26.3788853,53.89756604,31.0375391,2.258669643,9
2,3,2,2,609.5209099,402.8560647,759.1391961,395.1349436,144.6682378,115.6601521,150.183216,2.241950913,9
2,1,1,1,605.8083875,393.581122,756.6193199,381.5519139,159.8290236,60.18184564,53.87439008,1.355485185,9
3,1,3,1,624.7425963,378.1961166,737.4889822,379.9533447,143.6248373,50.9696764,138.0814438,1.272006195,9
2,3,3,2,610.1022381,403.9632083,738.9065048,377.7497091,114.2047269,144.9549754,151.4809156,2.124869899,9
2,3,2,1,628.6878161,362.9108896,758.9820242,389.7408556,46.08402008,134.2582199,40.79304346,1.63873456,10
2,1,1,2,608.9321469,405.1495043,745.261888,395.0314698,129.4752478,153.5464237,157.4839576,1.940871077,10
1,2,2,1,626.9036337,383.7968256,746.5107175,382.2385532,25.43819241,107.0242373,125.513545,1.221727355,10
1,3,3,2,627.4883519,390.4076426,758.7174332,376.8184795,48.95899023,70.43260319,63.17181001,1.054504184,10
3,1,3,1,607.1833881,380.4216464,749.4752587,391.1777492,120.3276863,22.43640451,115.1775175,0.920682613,10
3,1,1,1,605.2494414,374.3911851,737.4788326,400.4301609,40.65312388,122.7435145,145.1095717,1.572921212,10
3,2,2,1,618.4943955,398.1704369,741.8063688,406.6725637,111.5223503,18.56223635,22.79615252,2.124857689,10
2,1,2,2,629.8652474,390.6197455,741.1691037,375.8149286,107.4709419,143.6682064,122.3547414,0.87047829,10
1,3,3,2,618.5724864,385.7472957,755.5216963,409.1211462,15.79891691,36.06754699,58.14223961,0.903891215,10
3,2,2,1,605.9118714,374.4043028,737.5921626,361.6075762,50.45271599,142.4147223,129.8008925,1.322019215,10
3,2,3,1,622.7310238,365.921469,752.033534,359.5426607,66.80948378,147.6047162,60.13318841,1.238409045,10
2,1,1,1,619.9485092,407.2673069,736.5753384,381.8179286,36.4813739,133.8723717,136.3605235,1.673247046,10
1,3,1,2,613.0630659,361.6439823,747.5944058,388.5463242,19.1284878,56.97292904,23.31750188,1.907430902,10
2,3,3,2,627.8180041,381.3391154,756.6433567,411.9775661,54.1721583,74.84777669,57.16535123,2.275355287,10
2,3,2,2,616.2818541,410.4599393,742.2492292,364.1310698,42.19622935,17.34899395,62.2512677,1.205018415,10
1,3,1,1,616.7412593,407.9448539,750.4445174,377.4445562,116.6977118,24.40429176,122.9752955,1.305347434,10
3,2,3,1,620.6878762,377.9702031,749.3660313,405.7866556,49.24731976,138.1386366,53.2069747,1.171614338,10
1,2,1,1,606.5456179,362.7537015,741.7841805,361.630462,72.00534881,162.3598191,60.20550911,1.322122553,10
1,2,1,2,621.3254693,405.2342123,747.5283032,370.9812571,151.0262985,112.7683758,162.8792589,1.807128072,10
3,1,1,1,611.1027018,385.117023,759.9277541,388.181052,59.21555491,158.0415655,153.4743226,1.740229319,10
2,1,2,1,606.4468156,402.3378063,737.1018448,379.4881768,138.7771092,52.50107078,138.0832634,1.556284821,10
1,2,1,2,610.2128507,398.5054398,758.4064048,386.573991,160.586814,136.6095684,164.9993039,2.241983414,10
3,2,3,1,626.5499829,374.6381001,743.8325549,403.880764,39.18418181,136.3394475,45.85065573,1.271957512,10
2,3,3,2,605.9672696,405.7430142,754.1667334,372.2914426,140.0433064,116.4599136,118.7369852,0.970895429,10
2,1,1,1,606.8780942,390.7682875,760.1688969,377.8717652,41.73959252,134.1786713,127.8113955,1.454723176,10
3,2,2,2,617.6154062,408.3871711,736.1977709,379.4101734,154.3618056,126.5345732,125.047315,1.188911456,10
2,3,3,2,605.0378483,387.1495951,750.0500213,387.3971824,27.19895019,54.32985587,57.89073522,1.10465613,10
2,1,2,1,628.1552439,375.425686,738.9236565,358.0936353,162.5873993,70.50527355,157.967397,2.14166395,10
3,2,2,1,615.6561665,373.2836293,738.4541989,400.4669889,132.7011842,49.07673417,25.13920833,2.225190955,10
2,1,1,1,627.3287061,366.0189781,737.5172597,379.730916,138.4328579,45.65398502,33.19583682,1.773568987,10
3,2,3,2,618.1109297,365.6785113,754.862034,394.3454393,160.7318626,139.5665201,161.9730549,1.924167446,10
1,2,2,2,614.014569,396.7206667,740.7768316,366.1384196,133.2405943,162.9860858,162.936975,1.85722481,10
3,2,3,2,619.1563132,385.6123417,754.852817,389.3965549,144.7794957,115.9961129,121.4146605,1.506070235,10
2,1,2,1,627.2994454,395.0602213,752.8349157,395.6574532,60.33553199,152.9536271,54.39662866,1.506042277,10
2,3,3,1,613.2934103,370.049186,759.3543178,385.1387632,118.9089301,28.51019819,14.80635773,2.54298215,10
1,2,2,2,618.4538605,375.9902654,758.7534034,409.3135183,45.75033593,18.10355525,16.95438918,2.492770041,10
1,3,1,2,614.1718985,371.1675576,742.8961384,368.912703,105.7860649,137.6450941,122.4264156,1.38897176,10
1,2,1,1,619.4605251,412.6589619,743.8901385,412.0818944,160.7413269,71.67137675,165.6909578,2.074695126,10
1,2,1,1,613.3510639,371.5811988,749.0693192,396.9476046,119.927743,25.4045795,125.9603511,1.221685595,10
2,3,2,2,620.6024826,403.5587587,754.1301279,357.0770368,39.88442527,63.56766575,20.84235263,1.940858691,10
1,3,3,2,615.0665521,387.4113126,752.8572429,358.9330585,68.11113267,47.20425795,34.94991875,1.723420934,10
1,3,1,1,619.0633348,410.5888281,756.7640177,360.3038222,68.04481078,160.3982146,32.16048793,1.99102267,10
3,1,3,1,622.6440762,389.4188762,750.9190359,411.2041664,34.98392258,119.4129784,26.83486851,2.1081806,10
1,3,3,1,620.9963295,365.2837591,745.3108863,378.2025721,17.96405243,111.3953478,133.5995313,1.27193911,10
3,1,1,2,612.3802603,406.4516778,752.0001478,367.9496694,71.96286597,51.55333918,52.00712976,1.522858802,10
2,3,2,2,606.6000564,391.7363873,737.9824349,379.4460361,20.33776069,49.74818949,18.37179372,2.091465998,10
3,1,3,2,629.4040074,409.3282426,755.5384311,398.1316735,154.1802533,133.0942507,162.6723954,2.275400586,10
3,1,1,2,623.6804271,385.0945646,743.9595917,400.0647892,129.4650512,107.5995352,116.2563105,1.154850544,10
2,3,3,1,623.8054856,391.7623895,743.1543808,382.3811916,30.88301479,129.0277167,134.5887849,1.672252946,10
2,1,1,2,609.9963073,358.1020134,740.0741026,371.5453058,106.3735074,137.4958876,155.8026718,2.007762045,10
3,1,3,2,617.8380214,370.2416072,745.6961576,376.7908883,64.53804398,24.6504762,40.78115082,1.957657875,10
1,3,1,2,619.6932191,393.4594415,755.4365606,386.1139375,109.6536609,149.2689838,159.7154632,2.024512744,10
1,3,3,1,612.129395,361.366536,736.3723719,374.7372122,56.47256221,152.4142634,142.1113264,1.65670373,10
2,1,2,2,607.5170852,376.2250946,743.1640989,386.5384168,29.19733357,54.14154726,17.41665956,2.275307511,10
3,2,2,1,626.6457345,410.4506865,738.9792331,381.1313451,127.7157628,29.61262246,26.31520435,3.161746246,10
3,2,3,2,605.5247934,377.4727224,737.9205064,364.5040388,155.6912957,126.5273557,164.6819379,2.442528913,10
3,2,3,1,625.4369082,394.5387108,740.3404763,405.9092274,140.8049474,54.26004583,140.7431094,1.52272149,10
2,3,2,1,614.0791024,375.2262574,742.6860778,360.956757,41.33262863,128.511501,41.83119304,1.656570311,10
1,2,1,2,609.2299029,387.6103368,753.1169936,356.3440425,114.6783371,149.9216341,115.3617031,1.38893814,10
1,3,3,1,606.8633404,377.1124796,747.5185719,402.9997785,67.79008166,150.7199423,152.3507131,1.706731458,10
1,3,1,2,627.1941717,394.5010913,745.8403332,370.3762091,147.1528949,115.4942442,165.3997542,1.67330367,10
