Lshape,Rshape,Label,t1X,t1Y,t2X,t2Y,angle1,angle2,probeAngle,subject
3,1,1,691.589221,444.4635669,841.7856629,462.2549686,64.91458278,136.1717178,131.3550992,6
1,2,2,698.5543074,414.7445163,835.8820437,445.5122273,150.804573,64.23641751,62.89145834,6
2,1,2,692.6375362,445.7628809,834.7453399,454.7956667,106.3095575,62.78126553,111.2301539,6
2,3,2,703.4282379,437.6454007,831.880848,423.4340352,131.5891494,24.79732065,127.3351909,6
3,1,3,692.5844196,402.7070591,854.978848,462.2693334,157.8687702,63.56552633,155.7841369,6
1,2,1,697.367796,401.2324786,850.7122248,405.3679045,120.081654,64.98396886,125.0960333,6
3,2,2,691.297752,417.1800846,831.4165745,416.5021549,117.2429158,41.62280691,41.83330477,6
2,1,1,683.4064367,406.033817,852.7562856,459.5226001,27.40212232,62.64137875,59.98039938,6
2,3,3,702.2511004,443.9183016,843.2573652,457.1924925,61.62723057,132.4739086,129.0958358,6
3,2,3,700.2090917,437.2757097,852.578374,404.5237975,54.65904835,129.6298445,48.0548914,6
1,3,1,695.2225705,445.8033963,855.5737346,453.6940542,144.0669766,51.47043416,142.2652112,6
1,3,3,694.1088577,419.6957172,846.1106707,408.8783767,48.43647784,134.8233242,135.1114587,6
3,1,1,701.848283,408.544247,846.718342,401.3795768,65.24267055,141.8604171,138.3968141,6
2,1,1,705.0911178,456.5770711,844.7307442,460.3988186,54.14742325,144.1476517,144.5831617,6
2,3,2,706.2397707,454.3414707,851.2269191,423.8421914,131.1096284,67.01627894,127.8636915,6
2,3,3,685.7897408,404.6112993,846.3078166,426.0305226,157.0594616,120.3235694,122.9386307,6
3,2,2,692.7327712,450.203078,834.9072415,456.5016068,145.9710058,69.99907966,57.47423363,6
1,2,1,705.1919776,413.1630297,840.6110203,457.5776634,107.7962585,26.79780966,116.8517108,6
2,1,2,698.8503276,407.8601596,846.5998373,426.0683791,158.8475353,51.29103924,142.305739,6
1,2,1,705.093568,424.9616968,851.144209,431.8657883,129.0005533,51.00918869,125.8961039,6
3,1,1,696.0926405,429.2111745,837.1291808,445.6829173,150.1864202,109.7333441,120.0881009,6
1,2,2,702.8110873,415.7585993,837.0959523,421.9336462,129.7540207,21.06662751,24.3138428,6
3,1,3,706.6256256,425.6051037,848.2257584,453.2397657,71.24800115,118.3554976,63.48676683,6
1,2,2,688.4483498,434.553926,828.3270678,406.1038523,15.16446942,58.35958565,65.33029713,6
3,1,3,707.2782057,463.7984137,843.983476,435.4266607,113.6054173,154.6776741,120.7091691,6
1,3,1,681.8097405,452.9042884,840.2131788,425.2502198,59.52277188,159.7930588,59.46949763,6
3,2,3,687.240303,437.9751591,853.1402392,432.2457652,147.3553323,34.34123664,142.6561918,6
1,3,3,692.709017,461.827376,839.9815058,439.6835235,147.4960036,36.37351738,28.30779904,6
2,1,1,694.4757318,410.015694,843.5874497,435.9715869,129.6296302,62.44113425,58.69606578,6
3,2,2,692.7179464,449.6354971,838.8189172,446.9933508,150.5286757,64.80558758,49.4055569,6
2,3,2,690.9180584,429.4003231,844.5453325,403.2217592,124.8754633,19.68016311,123.7737517,6
2,1,2,696.0052403,442.9546389,831.4212962,438.3734751,150.154031,39.23888378,150.7195231,6
3,1,1,697.2869248,455.2875663,842.5636236,406.2526668,27.45011466,149.7998656,145.3610441,6
1,2,1,703.7638583,463.1659696,853.6709956,432.3285185,19.44300494,138.0027598,19.02843249,6
3,2,2,701.3608387,442.3421564,830.3229542,433.0866569,18.13509215,105.4096426,114.6209604,6
1,3,1,694.9134581,443.5241939,843.5088378,423.5001539,106.2869719,151.1455357,119.9858121,6
3,2,2,683.1532239,419.2118017,840.4276834,425.6887586,156.0396698,73.21981684,58.26727127,6
3,2,3,687.2836454,427.4814296,830.4308228,416.4660982,72.6531593,25.24596467,27.55110768,6
2,3,3,686.8200544,404.7417329,849.9819623,425.2085393,21.4573067,127.153301,112.8678825,6
2,1,2,705.2296214,414.1558052,854.3026334,430.890968,39.72184055,107.7994099,40.32022232,6
3,1,1,680.2057625,445.1808483,847.0410819,441.2882423,47.67706684,137.2346071,131.8461969,6
1,3,3,686.3847931,457.0194445,838.3842121,454.8081221,39.25957136,139.0259185,134.448671,6
1,3,1,705.4854663,437.8620422,853.4547493,421.2845701,57.24344115,109.5543775,56.26127258,6
3,1,3,685.0204516,412.0136287,837.4229219,420.6033397,162.7839861,128.9695224,144.0771342,6
1,2,2,700.3913317,423.0637425,832.9227284,412.0825582,49.46605287,147.3685987,152.0239679,6
2,1,1,697.507145,428.098381,843.2057409,418.3953451,56.95551247,125.9310576,131.6331821,6
1,2,1,694.1231401,405.8974518,837.7233168,409.462366,137.0783134,22.1795133,130.363394,6
2,3,2,680.2732422,417.8810858,842.903926,460.5587298,121.0086427,46.22122139,129.3288653,6
1,3,3,703.4407778,403.6437047,855.2019899,428.820724,70.68322368,120.8586234,122.049406,6
3,2,3,696.2842983,403.6898791,831.2513184,462.7049743,123.5948066,67.29257985,119.2964745,6
1,2,2,685.4051148,459.7054653,837.5660349,425.0027223,107.0953738,33.44008741,42.26433416,6
2,1,2,690.4922291,427.8426059,831.6712118,405.8568427,27.35047437,71.47959169,14.69253916,6
2,3,2,692.544552,403.9296923,843.9420291,431.7624887,142.1513744,42.36601917,133.6463047,6
2,1,1,707.1901065,432.3839652,851.6984409,417.8480391,39.82783142,150.6701602,150.1323444,6
3,1,3,696.8073401,405.7821912,832.832926,416.336781,42.64746914,111.6468065,35.57141063,6
2,3,3,700.3051059,436.8674212,834.4368102,451.8801987,163.9920696,125.9340781,126.4768674,6
2,1,1,694.3194503,446.4440271,829.6969783,435.6195679,16.1997867,57.76938588,56.98719805,6
2,1,1,692.6618087,407.0311492,849.0623832,407.0235116,149.3968378,57.20994967,48.59767327,6
1,2,2,688.1607996,458.3454351,851.8100054,440.9136734,127.8735634,56.13479013,53.10740596,6
1,2,2,696.3721213,403.9058515,854.5470446,437.4170434,15.95985121,150.8860058,144.1021617,6
3,1,3,692.3908389,452.9007347,839.0155222,443.31975,148.9917912,34.37755933,156.1520607,6
2,3,2,698.8009609,410.8650922,843.9877501,409.4499697,57.25885071,24.08597736,51.12159437,6
1,3,1,702.1100237,434.0703958,838.2000323,445.5460292,163.458435,68.87632132,164.6295304,6
1,3,3,707.2954121,437.5692267,830.1270861,426.4887359,59.1641301,117.0212446,121.3827285,6
3,2,2,707.8660475,449.9932972,833.2240004,412.5310708,47.49012747,136.5779277,143.8471795,6
1,2,1,682.0508162,458.2520212,844.5477607,412.4010199,144.4070826,64.17160803,144.6473558,6
2,1,2,693.9425668,463.6315527,842.4996768,454.7105077,134.8487512,33.09173,143.2480788,6
3,2,2,706.1794144,414.8346631,841.4255673,425.3625759,122.2093816,72.63024998,62.1015495,6
3,1,3,681.4405522,437.1322773,836.5217705,433.9817249,136.1935262,20.81265825,141.2241619,6
1,3,1,693.3972852,423.6218681,835.1913899,442.3529545,128.234665,25.65167849,127.3921763,6
3,1,1,693.1908522,411.4708145,839.3111424,462.0111998,50.18112368,158.4608149,160.1491148,6
3,2,3,690.5451102,450.2305553,852.561089,429.7570741,152.0077314,110.7585175,149.0795385,6
3,1,1,696.7061189,444.9322528,853.2557426,424.1571265,161.7199447,60.17929553,60.29911851,6
2,3,3,692.9776989,458.5616584,828.2613103,441.1354713,55.99973513,16.73800684,16.82838116,6
2,3,2,689.915261,427.9460251,849.8524865,427.9395061,37.52464019,130.8743282,32.98426361,6
2,1,2,686.7503535,454.8616169,851.5583349,461.6711809,16.39803157,106.9266657,11.37799572,6
1,3,3,689.7318802,440.9167208,840.9144893,458.7095066,39.6558181,137.1797477,148.0314515,6
1,2,1,691.0054492,440.5333491,833.0113043,439.9360355,128.8143728,159.1637009,131.3588319,6
3,2,3,686.5027241,438.8756871,828.6617091,407.0917966,144.5337569,22.8666496,148.1491902,6
2,3,3,685.8336875,461.1965537,840.3464117,407.9376587,159.1338252,66.42055381,59.01526492,6
1,3,1,683.745854,458.2050916,847.1878312,439.0956149,154.241339,50.98822173,158.7996559,6
1,2,1,689.6953001,409.9660691,839.7215116,452.4160374,34.81807535,135.7964247,36.49847056,6
3,1,3,692.8046442,459.6597347,845.3068139,453.4456471,132.9408759,28.17033242,134.7084703,6
2,3,3,681.0186969,409.9090413,848.8921424,409.210133,153.886669,73.39154604,55.31918107,6
3,1,3,684.6729402,406.0562477,833.266578,420.6839215,45.80655193,109.7643283,46.59193859,6
2,1,1,699.3989156,452.9905631,851.07419,418.7755478,42.14124044,133.2657845,136.5873848,6
1,3,3,702.6882541,416.8296982,843.5959513,443.5562369,58.55381865,149.7316519,144.6730629,6
3,1,1,707.4527358,433.8277817,834.5739139,403.2919074,69.22204101,135.9396723,132.7375094,6
3,2,3,707.6717599,426.2089557,854.0255652,400.0218536,108.3563579,154.2903676,125.2175665,6
2,3,2,700.9582508,421.6404683,843.2123841,453.2693543,37.39151196,134.5560591,32.65144356,6
3,2,2,695.299253,439.8593786,837.707089,450.9839799,160.7099975,64.17065108,54.91749803,6
1,3,3,680.704214,446.810078,839.6040087,450.007936,22.59652164,148.0309212,147.3457183,6
1,3,1,683.6287153,422.4008908,834.3019007,418.3734152,134.0762141,43.66860953,134.5497601,6
2,1,2,703.4753616,432.1408394,832.691706,463.9570867,106.6800159,29.32180204,119.108143,6
1,2,1,689.3427091,459.9116914,834.4288709,443.7240822,38.45890532,71.61104234,29.64227591,6
2,3,2,686.5234829,448.8488176,854.1091229,452.8927705,109.8552654,144.1936363,117.8692718,6
1,2,2,686.2569353,437.4095026,836.7468176,453.114505,142.6646995,59.22741525,44.20924983,6
1,2,2,697.2127074,413.036728,855.7532581,452.9413814,72.45979057,155.1703137,157.5172324,6
3,1,1,702.4146374,452.5723004,830.9419256,453.8295251,44.81090461,107.8988848,111.8901249,6
2,1,2,692.0204696,436.6701675,854.7776504,454.3822115,126.1484515,70.04317744,121.5269063,6
3,2,2,694.013969,405.7706241,842.6045109,457.8986547,112.0182507,15.46248509,12.88777877,6
2,3,3,697.354846,428.5219975,835.297463,454.0159687,140.7100703,26.72370413,23.12409837,6
3,2,3,707.6496521,415.1603061,832.4533315,444.9431445,54.6932921,143.7274493,48.30943325,6
2,1,1,691.2527351,463.0551449,845.6940623,435.806554,115.8656489,154.8177978,149.0718383,6
2,3,2,707.4329546,407.1116303,840.2883592,416.5161405,40.66592058,162.8785744,37.77439692,7
2,1,1,696.8796065,414.191791,847.9140419,407.5147297,107.0812933,47.1981146,45.13351746,7
1,2,2,687.3495026,401.8700978,850.4284094,459.4466649,57.38009435,15.39284348,168.2066173,7
1,3,3,699.0157951,423.5159455,839.074426,463.2308482,42.71104436,112.3308159,128.7547773,7
3,1,3,687.3323931,443.5025889,837.3899915,408.7394008,159.3302415,17.76821016,147.22455,7
3,1,1,693.8368702,445.762373,849.8134483,457.8381159,19.21713509,117.6763228,125.8184501,7
3,2,2,685.5386751,447.6207527,828.8551465,432.0014359,60.14934949,125.7742498,121.5984428,7
2,1,2,697.2946589,451.5513232,852.0643846,436.910177,162.8500029,109.7759967,137.2584494,7
1,3,3,680.8028763,410.7473373,841.7172389,462.6355616,43.1877619,159.572148,147.8538894,7
3,2,2,702.9081595,446.2361339,850.8913186,409.5913883,122.7549427,17.41140464,25.19210506,7
3,2,3,682.3371548,411.0968712,831.7287882,425.0200193,116.8184687,148.5564832,115.0275949,7
2,1,1,694.7525233,442.039033,839.6703851,440.190295,144.6055905,71.86639871,57.0396816,7
1,3,1,685.5473153,421.7275785,841.7112539,460.9043497,30.09031378,67.03375321,42.4066408,7
2,3,3,691.8393972,460.335167,843.3403852,426.7356227,132.8144572,48.44149675,44.46104933,7
2,3,2,698.6574878,444.6787533,843.095541,442.6577865,54.26189077,126.1977761,49.96264909,7
1,3,1,698.7369085,423.6106589,833.3321315,429.48646,23.04259195,158.7359701,31.63275902,7
3,2,3,698.053407,412.2191165,838.5356219,427.4081916,28.1528914,153.9941051,37.64044122,7
1,2,1,686.333255,437.3111285,838.7693355,416.1155918,21.71009039,106.1113472,21.80881329,7
1,2,1,703.0825355,446.7359227,855.5145752,422.0081283,111.0763592,47.75056377,124.4813867,7
3,1,1,704.6303043,416.6865919,850.8972957,438.0388,19.39842274,163.1354671,-26.74974815,7
2,1,2,696.7586627,444.5407561,841.1858792,444.7928224,56.28939963,16.961281,58.37061517,7
3,1,3,691.4133375,445.9749724,850.9594742,461.9935571,57.52795233,117.8002274,52.22667813,7
2,3,3,697.1068424,427.1009868,849.8064628,405.8126903,58.52622273,19.0132566,26.12942982,7
1,2,2,694.505459,440.8133823,854.4214335,461.2924121,27.65820917,157.5668877,141.6141407,7
2,1,1,698.8106286,404.3515372,847.463934,416.30657,121.7020147,52.0316229,44.48080062,7
3,2,2,689.6449475,443.2212522,849.8545503,400.4297801,120.2098909,151.9905882,136.8434098,7
2,3,3,680.0322296,427.1583385,840.9485765,429.4986474,69.61881501,164.8784239,143.4031946,7
2,1,2,693.1980003,411.2559626,829.0013565,446.1925141,58.04492529,141.2530731,46.26971986,7
3,2,2,697.006898,447.2593178,833.3688672,415.5423743,27.48981608,61.40242927,39.94848684,7
2,1,1,685.2825354,405.8312617,836.0499488,436.8774004,48.4310856,137.790003,127.2672649,7
3,2,3,699.8598877,407.6413599,834.6144562,438.8674522,115.9997007,37.60828604,117.8027539,7
1,2,2,698.5362688,453.8834658,839.6524405,453.3066764,119.1500553,63.03924242,61.12881984,7
3,2,3,687.4138127,407.6297306,836.9060741,460.1490861,110.4229326,156.5893858,117.7110375,7
2,1,2,682.9623517,404.0698477,831.071529,425.8931197,115.077053,39.36179383,119.3674582,7
2,3,3,697.5810986,459.7026285,849.6154508,462.2554147,65.84691183,137.4308354,131.840567,7
1,2,2,682.6269607,433.94203,842.7113233,455.1129479,24.99735651,125.3279407,132.8970667,7
1,3,1,700.7552224,422.253611,842.5614691,409.5998242,70.82214502,120.8576051,38.92184134,7
1,2,1,686.79799,444.0189494,840.3872648,422.9906055,47.18615719,135.8879881,28.32680149,7
1,2,1,699.713328,401.2529679,840.3845516,421.1749043,71.04734555,123.0148561,46.88618994,7
2,3,2,692.0377995,425.0357117,852.8575867,449.2233208,48.64867622,147.9098133,36.73583034,7
1,3,3,686.0485296,460.7554504,850.1314021,420.9641878,145.5325373,67.93119807,56.62528741,7
1,3,1,704.1354534,432.9231012,855.7164203,456.5939855,150.0301072,30.10563819,134.9605211,7
3,1,3,700.9637601,450.5576339,851.1163468,420.3855517,27.85542276,73.25187069,23.48128255,7
1,3,3,693.8649565,431.6803728,833.3118914,409.4469262,16.19112218,122.1574149,119.4994829,7
3,1,1,707.7186058,430.6894967,842.7750419,451.2862468,153.1282814,110.2619645,121.3568587,7
2,3,2,686.9085667,405.3429001,846.6596541,440.0614263,162.1534479,105.4776664,141.2188912,7
3,1,3,704.1559001,454.0707632,841.5603023,413.4019254,131.355334,21.7547228,126.2458268,7
3,1,1,681.3869122,412.3206653,841.7079597,407.8773598,113.3790093,65.23406321,52.90988342,7
2,3,3,687.892272,444.4904345,843.080707,431.9434249,26.37268391,114.335625,122.7160211,7
2,1,1,704.4699674,413.341527,835.5682413,436.1586925,22.30780997,153.539668,149.6062365,7
3,1,3,696.0638734,459.5968886,829.4581809,446.6343476,37.0755928,111.7725559,43.55683308,7
1,3,1,691.1605059,401.9769311,831.750075,460.1050692,154.8793013,31.96844289,144.4261213,7
1,3,3,680.7063891,435.7780829,851.5817851,454.6623968,53.19609021,116.6757132,129.3575839,7
2,1,2,689.2632119,407.5619327,853.1576119,463.2587474,31.87935608,119.3054512,37.19964198,7
3,2,2,691.6066311,448.893253,841.0155184,452.3650585,127.2451355,51.81288207,48.4044308,7
3,2,3,681.5877313,421.4943344,842.6127989,411.2428179,32.0610517,64.73428443,32.97893348,7
3,2,3,693.1171096,406.6567408,853.5397093,447.7149487,162.9276406,121.5704119,150.7253491,7
2,3,2,688.3982357,413.6064981,831.7554421,457.2762672,33.15493755,107.4980431,51.02905626,7
1,2,1,685.5064294,419.6714816,830.6143745,429.1876907,43.64758061,161.4944432,39.63338787,7
1,3,3,697.66996,405.1751951,830.5169662,449.7433943,59.77671002,137.0566596,142.1026949,7
1,3,1,689.4667361,447.7640594,836.2312455,400.6615436,19.64775817,148.6455944,22.56894679,7
2,3,3,699.3908956,425.3773307,843.5867554,403.9418027,120.2249019,51.83585561,49.20351063,7
1,2,2,700.7551134,408.1848563,830.9347708,435.1705668,60.76509553,109.4158633,124.1045882,7
3,1,1,702.3538242,443.7577966,854.4042279,408.4533092,160.2856223,15.93494274,20.85449079,7
3,1,1,689.206798,447.9444136,846.3067366,437.3238868,19.86362652,115.3292261,122.8006466,7
1,2,2,707.1767587,405.5190099,852.2740482,423.4519434,42.26884465,132.2923575,137.7839761,7
2,1,2,685.7687801,449.4037707,830.4266633,413.1631694,123.3051251,66.17752532,87.76543262,7
2,3,2,693.5654504,450.0436459,832.2516747,406.4388046,41.21158536,115.5493117,33.08132668,7
3,1,3,682.9356949,450.203385,831.1439509,418.6605003,42.72714355,72.95677558,21.67066878,7
1,2,1,706.1452758,417.0354457,833.2489026,451.0611367,125.055395,19.75590913,124.1520755,7
3,2,2,687.6422862,443.0908745,829.0425698,427.4921254,138.4124875,71.28121414,57.0347847,7
2,1,1,701.6362197,408.0212596,847.5001237,408.3296928,109.7742905,56.8460589,45.84704677,7
2,3,3,697.6894585,408.5954115,831.5419962,406.3100219,118.0031715,19.58722889,18.84054497,7
3,2,3,699.6902503,411.8037547,843.5606624,413.5699739,30.28523373,160.726033,27.14693616,7
1,3,1,695.6180911,410.637028,836.7760117,439.8398246,164.4840739,127.2087392,154.1586947,7
1,3,3,682.0718535,425.7528533,847.1546899,462.9014529,30.67776415,71.42387735,52.8436797,7
3,1,1,690.6776657,448.5191956,832.5117512,455.7511118,111.7209505,27.78656499,27.8155349,7
2,1,1,694.8576205,438.2393723,851.3078548,421.4599252,123.3964276,52.94675408,42.78450047,7
2,3,2,691.8813739,407.9918566,840.0219621,401.563777,64.72913724,133.6581658,55.4037053,7
2,3,3,706.7942059,429.3047254,854.2004644,415.3906174,57.15370492,117.6642241,123.2779589,7
3,2,2,699.0836921,413.5784451,840.9712962,406.3051992,136.678929,19.06567501,26.07148948,7
1,2,1,705.0429025,444.9729476,842.4636298,409.8297841,31.50175273,119.877699,21.4691414,7
2,1,2,694.7012646,434.9727642,837.1233416,425.5283682,122.3521017,21.63366324,129.1018677,7
1,2,1,706.11318,458.9502244,832.5783463,450.8581047,32.53279685,117.66598,26.74788393,7
3,1,1,686.4027455,449.1090887,829.7972384,442.9569399,46.37047261,135.3503509,139.1042503,7
1,2,2,702.8519229,452.1305455,836.8879802,450.500705,115.5709491,70.3371748,62.64527781,7
3,1,3,697.6732846,463.8082094,837.9420623,414.3469759,114.41905,156.0149815,119.4490215,7
1,2,2,683.9812405,426.9511842,828.7037796,411.7824185,108.8983155,69.70417767,68.11550535,7
3,1,3,700.5584314,411.3187237,843.9887244,461.2725774,66.66528357,151.4808157,60.50644072,7
1,3,1,685.0572729,446.2831027,829.261431,422.2360093,40.27867285,115.2209787,38.01233649,7
3,2,3,680.6061948,451.235754,853.4959597,447.734239,69.09634819,112.9223704,47.46225627,7
1,3,3,696.1138561,417.6044644,842.8414477,415.9122534,68.99513735,111.1102618,115.4327754,7
2,1,1,707.6109188,434.2825082,828.8397746,405.5729421,40.98830868,144.8009251,145.6418288,7
3,2,2,705.1721372,408.8236155,845.5262535,413.939302,123.0909505,159.3647012,152.4428215,7
2,3,2,706.3105083,426.2802618,837.9247605,462.9983627,19.24949854,110.9598273,24.51158378,7
2,1,2,698.5466921,418.9124641,834.836628,443.5314158,121.7960421,60.60586759,130.5569366,7
3,1,1,701.0145616,435.314721,844.3389289,437.3485196,74.08683241,108.4748792,124.6363984,7
1,2,1,707.1952468,456.7388072,837.7005653,429.1004714,129.5226243,63.81617489,141.8685458,7
3,2,2,701.920418,400.6273441,847.4260532,453.9656536,39.1917723,130.6987977,137.64664,7
1,3,1,699.7215095,414.3537325,848.4263653,417.2195028,138.7717597,68.07350467,139.0606233,7
3,2,2,684.9594651,449.0829867,851.2300148,459.8066095,112.2689543,42.56008788,40.5577781,7
3,2,3,682.7745102,435.66689,829.236636,449.4396843,32.80095101,161.2604833,25.43880115,7
2,3,3,697.6098703,425.0147042,830.8429489,403.4954634,32.21684628,163.1455782,159.6256583,7
2,1,2,690.9201376,458.7196053,853.9659743,445.6687367,146.0884646,24.75838706,150.7667477,7
3,1,1,700.4563901,453.3217271,846.1013681,425.4900626,61.79182024,22.45932732,16.59644419,7
1,3,3,695.4633253,435.1557461,855.4156157,421.147111,150.3396919,58.04287153,53.1894311,7
1,3,1,691.589221,444.4635669,841.7856629,462.2549686,64.91458278,136.1717178,56.15509921,7
3,1,3,698.5543074,414.7445163,835.8820437,445.5122273,150.804573,64.23641751,156.4914583,7
1,2,2,692.6375362,445.7628809,834.7453399,454.7956667,106.3095575,62.78126553,53.6301539,7
2,1,1,703.4282379,437.6454007,831.880848,423.4340352,131.5891494,24.79732065,19.33519089,7
1,2,1,692.5844196,402.7070591,854.978848,462.2693334,157.8687702,63.56552633,159.7841369,7
2,3,2,697.367796,401.2324786,850.7122248,405.3679045,120.081654,64.98396886,128.2960333,7
1,3,3,691.297752,417.1800846,831.4165745,416.5021549,117.2429158,41.62280691,38.63330477,7
3,2,3,683.4064367,406.033817,852.7562856,459.5226001,27.40212232,62.64137875,31.98039938,7
1,2,2,702.2511004,443.9183016,843.2573652,457.1924925,61.62723057,132.4739086,126.6958358,7
2,1,2,700.2090917,437.2757097,852.578374,404.5237975,54.65904835,129.6298445,45.6548914,7
2,3,2,695.2225705,445.8033963,855.5737346,453.6940542,144.0669766,51.47043416,148.6652112,7
2,1,1,694.1088577,419.6957172,846.1106707,408.8783767,48.43647784,134.8233242,140.7114587,7
3,1,3,701.848283,408.544247,846.718342,401.3795768,65.24267055,141.8604171,56.79681412,7
2,3,3,705.0911178,456.5770711,844.7307442,460.3988186,54.14742325,144.1476517,147.7831617,7
2,1,1,706.2397707,454.3414707,851.2269191,423.8421914,131.1096284,67.01627894,59.0636915,7
2,1,1,685.7897408,404.6112993,846.3078166,426.0305226,157.0594616,120.3235694,125.3386307,7
1,2,2,692.7327712,450.203078,834.9072415,456.5016068,145.9710058,69.99907966,63.87423363,7
1,2,2,705.1919776,413.1630297,840.6110203,457.5776634,107.7962585,26.79780966,27.25171079,7
3,1,3,698.8503276,407.8601596,846.5998373,426.0683791,158.8475353,51.29103924,151.905739,7
2,3,2,705.093568,424.9616968,851.144209,431.8657883,129.0005533,51.00918869,133.0961039,7
1,3,1,696.0926405,429.2111745,837.1291808,445.6829173,150.1864202,109.7333441,156.0881009,7
1,3,3,702.8110873,415.7585993,837.0959523,421.9336462,129.7540207,21.06662751,19.5138428,7
3,2,2,706.6256256,425.6051037,848.2257584,453.2397657,71.24800115,118.3554976,137.0867668,7
1,2,1,688.4483498,434.553926,828.3270678,406.1038523,15.16446942,58.35958565,18.13029713,7
2,1,2,707.2782057,463.7984137,843.983476,435.4266607,113.6054173,154.6776741,115.1091691,7
3,2,2,681.8097405,452.9042884,840.2131788,425.2502198,59.52277188,159.7930588,150.6694976,7
3,1,3,687.240303,437.9751591,853.1402392,432.2457652,147.3553323,34.34123664,145.0561918,7
1,3,1,692.709017,461.827376,839.9815058,439.6835235,147.4960036,36.37351738,145.907799,7
3,1,1,694.4757318,410.015694,843.5874497,435.9715869,129.6296302,62.44113425,53.89606578,7
3,2,3,692.7179464,449.6354971,838.8189172,446.9933508,150.5286757,64.80558758,144.6055569,7
3,1,1,690.9180584,429.4003231,844.5453325,403.2217592,124.8754633,19.68016311,24.57375168,7
2,3,3,696.0052403,442.9546389,831.4212962,438.3734751,150.154031,39.23888378,25.91952315,7
2,3,2,697.2869248,455.2875663,842.5636236,406.2526668,27.45011466,149.7998656,26.16104406,7
2,1,2,703.7638583,463.1659696,853.6709956,432.3285185,19.44300494,138.0027598,21.42843249,7
1,3,3,701.3608387,442.3421564,830.3229542,433.0866569,18.13509215,105.4096426,114.6209604,7
1,2,1,694.9134581,443.5241939,843.5088378,423.5001539,106.2869719,151.1455357,119.9858121,7
3,2,3,683.1532239,419.2118017,840.4276834,425.6887586,156.0396698,73.21981684,143.0672713,7
2,3,3,687.2836454,427.4814296,830.4308228,416.4660982,72.6531593,25.24596467,25.15110768,7
1,3,1,686.8200544,404.7417329,849.9819623,425.2085393,21.4573067,127.153301,24.06788246,7
1,2,1,705.2296214,414.1558052,854.3026334,430.890968,39.72184055,107.7994099,34.72022232,7
3,1,3,680.2057625,445.1808483,847.0410819,441.2882423,47.67706684,137.2346071,30.24619689,7
2,3,3,686.3847931,457.0194445,838.3842121,454.8081221,39.25957136,139.0259185,150.448671,7
3,1,3,705.4854663,437.8620422,853.4547493,421.2845701,57.24344115,109.5543775,41.86127258,7
2,1,1,685.0204516,412.0136287,837.4229219,420.6033397,162.7839861,128.9695224,135.2771342,7
1,3,3,700.3913317,423.0637425,832.9227284,412.0825582,49.46605287,147.3685987,145.6239679,7
3,1,1,697.507145,428.098381,843.2057409,418.3953451,56.95551247,125.9310576,127.6331821,7
3,2,3,694.1231401,405.8974518,837.7233168,409.462366,137.0783134,22.1795133,133.563394,7
2,3,2,680.2732422,417.8810858,842.903926,460.5587298,121.0086427,46.22122139,123.7288653,7
3,2,2,703.4407778,403.6437047,855.2019899,428.820724,70.68322368,120.8586234,125.249406,7
1,3,3,696.2842983,403.6898791,831.2513184,462.7049743,123.5948066,67.29257985,63.29647454,7
1,3,1,685.4051148,459.7054653,837.5660349,425.0027223,107.0953738,33.44008741,115.8643342,7
2,1,2,690.4922291,427.8426059,831.6712118,405.8568427,27.35047437,71.47959169,21.09253916,7
1,2,1,692.544552,403.9296923,843.9420291,431.7624887,142.1513744,42.36601917,130.4463047,7
2,3,2,707.1901065,432.3839652,851.6984409,417.8480391,39.82783142,150.6701602,23.73234444,7
1,2,2,696.8073401,405.7821912,832.832926,416.336781,42.64746914,111.6468065,120.3714106,7
1,2,2,700.3051059,436.8674212,834.4368102,451.8801987,163.9920696,125.9340781,137.6768674,7
3,1,1,694.3194503,446.4440271,829.6969783,435.6195679,16.1997867,57.76938588,53.78719805,7
2,1,2,692.6618087,407.0311492,849.0623832,407.0235116,149.3968378,57.20994967,140.5976733,7
3,2,2,688.1607996,458.3454351,851.8100054,440.9136734,127.8735634,56.13479013,52.30740596,7
2,3,3,696.3721213,403.9058515,854.5470446,437.4170434,15.95985121,150.8860058,152.9021617,7
3,2,3,692.3908389,452.9007347,839.0155222,443.31975,148.9917912,34.37755933,148.1520607,7
2,1,1,698.8009609,410.8650922,843.9877501,409.4499697,57.25885071,24.08597736,23.12159437,7
2,3,2,689.7318802,440.9167208,840.9144893,458.7095066,39.6558181,137.1797477,56.03145148,8
2,1,1,691.0054492,440.5333491,833.0113043,439.9360355,128.8143728,159.1637009,164.9588319,8
1,2,2,686.5027241,438.8756871,828.6617091,407.0917966,144.5337569,22.8666496,39.34919016,8
1,3,3,685.8336875,461.1965537,840.3464117,407.9376587,159.1338252,66.42055381,51.81526492,8
3,1,3,683.745854,458.2050916,847.1878312,439.0956149,154.241339,50.98822173,136.3996559,8
3,1,1,689.6953001,409.9660691,839.7215116,452.4160374,34.81807535,135.7964247,120.4984706,8
3,2,2,692.8046442,459.6597347,845.3068139,453.4456471,132.9408759,28.17033242,42.70847033,8
2,1,2,681.0186969,409.9090413,848.8921424,409.210133,153.886669,73.39154604,142.5191811,8
1,3,3,684.6729402,406.0562477,833.266578,420.6839215,45.80655193,109.7643283,122.5919386,8
3,2,2,699.3989156,452.9905631,851.07419,418.7755478,42.14124044,133.2657845,142.9873848,8
