Lshape,Rshape,Label,t1X,t1Y,t2X,t2Y,angle1,angle2,probeAngle,subject
2,1,2,683.4064367,406.033817,852.7562856,459.5226001,27.40212232,62.64137875,15.98039938,1
3,1,1,702.2511004,443.9183016,843.2573652,457.1924925,61.62723057,132.4739086,141.8958358,1
1,2,1,700.2090917,437.2757097,852.578374,404.5237975,54.65904835,129.6298445,38.4548914,1
3,2,2,695.2225705,445.8033963,855.5737346,453.6940542,144.0669766,51.47043416,47.06521122,1
1,3,1,694.1088577,419.6957172,846.1106707,408.8783767,48.43647784,134.8233242,35.91145868,1
3,2,2,701.848283,408.544247,846.718342,401.3795768,65.24267055,141.8604171,131.1968141,1
3,2,3,705.0911178,456.5770711,844.7307442,460.3988186,54.14742325,144.1476517,49.38316175,1
2,3,3,706.2397707,454.3414707,851.2269191,423.8421914,131.1096284,67.01627894,61.4636915,1
2,1,2,685.7897408,404.6112993,846.3078166,426.0305226,157.0594616,120.3235694,150.9386307,1
3,1,1,692.7327712,450.203078,834.9072415,456.5016068,145.9710058,69.99907966,53.47423363,1
1,3,3,705.1919776,413.1630297,840.6110203,457.5776634,107.7962585,26.79780966,20.85171079,1
1,3,1,698.8503276,407.8601596,846.5998373,426.0683791,158.8475353,51.29103924,158.305739,1
3,1,3,705.093568,424.9616968,851.144209,431.8657883,129.0005533,51.00918869,153.0961039,1
1,2,2,696.0926405,429.2111745,837.1291808,445.6829173,150.1864202,109.7333441,130.4881009,1
2,1,1,702.8110873,415.7585993,837.0959523,421.9336462,129.7540207,21.06662751,20.3138428,1
1,2,1,706.6256256,425.6051037,848.2257584,453.2397657,71.24800115,118.3554976,49.08676683,1
2,3,2,688.4483498,434.553926,828.3270678,406.1038523,15.16446942,58.35958565,9.330297129,1
1,3,3,707.2782057,463.7984137,843.983476,435.4266607,113.6054173,154.6776741,159.1091691,1
3,2,3,681.8097405,452.9042884,840.2131788,425.2502198,59.52277188,159.7930588,37.86949763,1
1,2,2,687.240303,437.9751591,853.1402392,432.2457652,147.3553323,34.34123664,34.65619178,1
2,1,2,692.709017,461.827376,839.9815058,439.6835235,147.4960036,36.37351738,158.707799,1
2,3,2,694.4757318,410.015694,843.5874497,435.9715869,129.6296302,62.44113425,146.6960658,1
2,1,1,692.7179464,449.6354971,838.8189172,446.9933508,150.5286757,64.80558758,55.8055569,1
3,1,3,690.9180584,429.4003231,844.5453325,403.2217592,124.8754633,19.68016311,130.1737517,1
2,3,3,696.0052403,442.9546389,831.4212962,438.3734751,150.154031,39.23888378,34.71952315,1
2,1,1,697.2869248,455.2875663,842.5636236,406.2526668,27.45011466,149.7998656,153.3610441,1
2,1,1,703.7638583,463.1659696,853.6709956,432.3285185,19.44300494,138.0027598,143.8284325,1
1,2,2,701.3608387,442.3421564,830.3229542,433.0866569,18.13509215,105.4096426,121.8209604,1
1,2,2,694.9134581,443.5241939,843.5088378,423.5001539,106.2869719,151.1455357,153.5858121,1
3,1,3,683.1532239,419.2118017,840.4276834,425.6887586,156.0396698,73.21981684,145.4672713,1
2,3,2,687.2836454,427.4814296,830.4308228,416.4660982,72.6531593,25.24596467,53.95110768,1
1,3,1,686.8200544,404.7417329,849.9819623,425.2085393,21.4573067,127.153301,15.26788246,1
1,3,3,705.2296214,414.1558052,854.3026334,430.890968,39.72184055,107.7994099,115.5202223,1
3,2,2,680.2057625,445.1808483,847.0410819,441.2882423,47.67706684,137.2346071,135.8461969,1
1,2,1,686.3847931,457.0194445,838.3842121,454.8081221,39.25957136,139.0259185,35.248671,1
2,1,2,705.4854663,437.8620422,853.4547493,421.2845701,57.24344115,109.5543775,44.26127258,1
3,2,2,685.0204516,412.0136287,837.4229219,420.6033397,162.7839861,128.9695224,113.6771342,1
3,1,3,700.3913317,423.0637425,832.9227284,412.0825582,49.46605287,147.3685987,28.82396794,1
1,3,1,697.507145,428.098381,843.2057409,418.3953451,56.95551247,125.9310576,50.83318213,1
3,1,1,694.1231401,405.8974518,837.7233168,409.462366,137.0783134,22.1795133,14.36339402,1
3,2,3,680.2732422,417.8810858,842.903926,460.5587298,121.0086427,46.22122139,124.5288653,1
3,1,1,703.4407778,403.6437047,855.2019899,428.820724,70.68322368,120.8586234,128.449406,1
2,3,3,696.2842983,403.6898791,831.2513184,462.7049743,123.5948066,67.29257985,48.89647454,1
2,3,2,685.4051148,459.7054653,837.5660349,425.0027223,107.0953738,33.44008741,121.4643342,1
2,1,2,690.4922291,427.8426059,831.6712118,405.8568427,27.35047437,71.47959169,14.69253916,1
1,3,3,692.544552,403.9296923,843.9420291,431.7624887,142.1513744,42.36601917,20.04630469,1
1,2,1,707.1901065,432.3839652,851.6984409,417.8480391,39.82783142,150.6701602,18.13234444,1
3,2,3,696.8073401,405.7821912,832.832926,416.336781,42.64746914,111.6468065,31.57141063,1
2,3,3,700.3051059,436.8674212,834.4368102,451.8801987,163.9920696,125.9340781,128.0768674,1
1,3,1,694.3194503,446.4440271,829.6969783,435.6195679,16.1997867,57.76938588,5.78719805,1
1,2,1,692.6618087,407.0311492,849.0623832,407.0235116,149.3968378,57.20994967,149.3976733,1
3,1,3,688.1607996,458.3454351,851.8100054,440.9136734,127.8735634,56.13479013,147.507406,1
2,3,3,696.3721213,403.9058515,854.5470446,437.4170434,15.95985121,150.8860058,156.1021617,1
3,1,3,692.3908389,452.9007347,839.0155222,443.31975,148.9917912,34.37755933,150.5520607,1
2,1,1,698.8009609,410.8650922,843.9877501,409.4499697,57.25885071,24.08597736,19.92159437,1
1,3,3,702.1100237,434.0703958,838.2000323,445.5460292,163.458435,68.87632132,44.62953036,1
3,1,1,707.2954121,437.5692267,830.1270861,426.4887359,59.1641301,117.0212446,127.7827285,1
3,2,3,707.8660475,449.9932972,833.2240004,412.5310708,47.49012747,136.5779277,31.84717946,1
2,3,2,682.0508162,458.2520212,844.5477607,412.4010199,144.4070826,64.17160803,148.6473558,1
3,2,2,693.9425668,463.6315527,842.4996768,454.7105077,134.8487512,33.09173,24.84807879,1
1,3,3,706.1794144,414.8346631,841.4255673,425.3625759,122.2093816,72.63024998,53.3015495,1
1,3,1,681.4405522,437.1322773,836.5217705,433.9817249,136.1935262,20.81265825,156.4241619,1
2,1,2,693.3972852,423.6218681,835.1913899,442.3529545,128.234665,25.65167849,136.9921763,1
1,2,1,693.1908522,411.4708145,839.3111424,462.0111998,50.18112368,158.4608149,28.94911476,1
2,3,2,690.5451102,450.2305553,852.561089,429.7570741,152.0077314,110.7585175,164.2795385,1
1,2,2,696.7061189,444.9322528,853.2557426,424.1571265,161.7199447,60.17929553,45.09911851,1
1,2,2,692.9776989,458.5616584,828.2613103,441.1354713,55.99973513,16.73800684,5.628381164,1
3,1,1,689.915261,427.9460251,849.8524865,427.9395061,37.52464019,130.8743282,134.5842636,1
2,1,2,686.7503535,454.8616169,851.5583349,461.6711809,16.39803157,106.9266657,7.377995723,1
3,2,2,689.7318802,440.9167208,840.9144893,458.7095066,39.6558181,137.1797477,127.2314515,1
2,3,3,691.0054492,440.5333491,833.0113043,439.9360355,128.8143728,159.1637009,166.5588319,1
3,2,3,686.5027241,438.8756871,828.6617091,407.0917966,144.5337569,22.8666496,161.7491902,1
2,1,1,685.8336875,461.1965537,840.3464117,407.9376587,159.1338252,66.42055381,49.41526492,1
2,3,2,700.8513986,443.9536277,833.2907404,411.744714,131.7100294,53.33774501,128.1696919,2
2,1,1,694.2382424,452.3281733,842.3016038,450.8692107,112.6113409,55.14290496,57.6863626,2
1,2,2,694.9191165,460.0961,837.8203589,456.0603399,68.14968888,146.0844825,136.6031269,2
1,3,3,688.4348972,414.7512423,841.1858538,454.0357627,112.0455155,37.39361269,137.4952858,2
3,1,3,707.4329546,407.1116303,840.2883592,416.5161405,40.66592058,162.8785744,47.37439692,2
3,1,1,696.8796065,414.191791,847.9140419,407.5147297,107.0812933,47.1981146,62.73351746,2
3,2,2,687.3495026,401.8700978,850.4284094,459.4466649,57.38009435,15.39284348,27.40661726,2
2,1,2,699.0157951,423.5159455,839.074426,463.2308482,42.71104436,112.3308159,44.75477732,2
1,3,3,687.3323931,443.5025889,837.3899915,408.7394008,159.3302415,17.76821016,20.82454997,2
3,2,2,693.8368702,445.762373,849.8134483,457.8381159,19.21713509,117.6763228,126.6184501,2
3,2,3,685.5386751,447.6207527,828.8551465,432.0014359,60.14934949,125.7742498,54.39844282,2
2,1,1,697.2946589,451.5513232,852.0643846,436.910177,162.8500029,109.7759967,107.6584494,2
1,3,1,680.8028763,410.7473373,841.7172389,462.6355616,43.1877619,159.572148,36.65388943,2
2,3,3,702.9081595,446.2361339,850.8913186,409.5913883,122.7549427,17.41140464,11.59210506,2
2,3,2,682.3371548,411.0968712,831.7287882,425.0200193,116.8184687,148.5564832,115.8275949,2
1,3,1,694.7525233,442.039033,839.6703851,440.190295,144.6055905,71.86639871,133.8396816,2
3,2,3,685.5473153,421.7275785,841.7112539,460.9043497,30.09031378,67.03375321,125.6066408,2
1,2,1,691.8393972,460.335167,843.3403852,426.7356227,132.8144572,48.44149675,130.0610493,2
1,2,1,698.6574878,444.6787533,843.095541,442.6577865,54.26189077,126.1977761,52.36264909,2
3,1,1,698.7369085,423.6106589,833.3321315,429.48646,23.04259195,158.7359701,154.032759,2
2,1,2,698.053407,412.2191165,838.5356219,427.4081916,28.1528914,153.9941051,26.44044122,2
3,1,3,686.333255,437.3111285,838.7693355,416.1155918,21.71009039,106.1113472,16.20881329,2
2,3,3,703.0825355,446.7359227,855.5145752,422.0081283,111.0763592,47.75056377,50.08138667,2
1,2,2,704.6303043,416.6865919,850.8972957,438.0388,19.39842274,163.1354671,154.0502519,2
2,1,1,696.7586627,444.5407561,841.1858792,444.7928224,56.28939963,16.961281,26.37061517,2
3,2,2,691.4133375,445.9749724,850.9594742,461.9935571,57.52795233,117.8002274,133.0266781,2
2,3,3,697.1068424,427.1009868,849.8064628,405.8126903,58.52622273,19.0132566,26.92942982,2
2,1,2,694.505459,440.8133823,854.4214335,461.2924121,27.65820917,157.5668877,28.01414071,2
3,2,2,698.8106286,404.3515372,847.463934,416.30657,121.7020147,52.0316229,58.88080062,2
2,1,1,689.6449475,443.2212522,849.8545503,400.4297801,120.2098909,151.9905882,139.2434098,2
3,2,3,680.0322296,427.1583385,840.9485765,429.4986474,69.61881501,164.8784239,50.60319457,2
1,2,2,693.1980003,411.2559626,829.0013565,446.1925141,58.04492529,141.2530731,129.4697199,2
3,2,3,697.006898,447.2593178,833.3688672,415.5423743,27.48981608,61.40242927,18.34848684,2
2,1,2,685.2825354,405.8312617,836.0499488,436.8774004,48.4310856,137.790003,42.46726487,2
2,3,3,699.8598877,407.6413599,834.6144562,438.8674522,115.9997007,37.60828604,31.40275394,2
1,2,2,698.5362688,453.8834658,839.6524405,453.3066764,119.1500553,63.03924242,59.52881984,2
1,3,1,687.4138127,407.6297306,836.9060741,460.1490861,110.4229326,156.5893858,109.7110375,2
1,2,1,682.9623517,404.0698477,831.071529,425.8931197,115.077053,39.36179383,114.5674582,2
1,2,1,697.5810986,459.7026285,849.6154508,462.2554147,65.84691183,137.4308354,54.24056699,2
2,3,2,682.6269607,433.94203,842.7113233,455.1129479,24.99735651,125.3279407,26.49706667,2
1,3,3,700.7552224,422.253611,842.5614691,409.5998242,70.82214502,120.8576051,54.12184134,2
1,3,1,686.79799,444.0189494,840.3872648,422.9906055,47.18615719,135.8879881,41.92680149,2
3,1,3,699.713328,401.2529679,840.3845516,421.1749043,71.04734555,123.0148561,46.88618994,2
1,3,3,692.0377995,425.0357117,852.8575867,449.2233208,48.64867622,147.9098133,143.1358303,2
3,1,1,686.0485296,460.7554504,850.1314021,420.9641878,145.5325373,67.93119807,61.42528741,2
2,3,2,704.1354534,432.9231012,855.7164203,456.5939855,150.0301072,30.10563819,146.9605211,2
3,1,3,700.9637601,450.5576339,851.1163468,420.3855517,27.85542276,73.25187069,24.28128255,2
3,1,1,693.8649565,431.6803728,833.3118914,409.4469262,16.19112218,122.1574149,109.8994829,2
2,3,3,707.7186058,430.6894967,842.7750419,451.2862468,153.1282814,110.2619645,50.15685871,2
2,1,1,686.9085667,405.3429001,846.6596541,440.0614263,162.1534479,105.4776664,117.2188912,2
3,1,3,704.1559001,454.0707632,841.5603023,413.4019254,131.355334,21.7547228,34.24582683,2
1,3,1,681.3869122,412.3206653,841.7079597,407.8773598,113.3790093,65.23406321,120.9098834,2
1,3,3,687.892272,444.4904345,843.080707,431.9434249,26.37268391,114.335625,121.9160211,2
2,1,2,704.4699674,413.341527,835.5682413,436.1586925,22.30780997,153.539668,23.2062365,2
3,2,2,696.0638734,459.5968886,829.4581809,446.6343476,37.0755928,111.7725559,133.1568331,2
3,2,3,691.1605059,401.9769311,831.750075,460.1050692,154.8793013,31.96844289,148.4261213,2
3,2,3,680.7063891,435.7780829,851.5817851,454.6623968,53.19609021,116.6757132,55.75758389,2
2,3,2,689.2632119,407.5619327,853.1576119,463.2587474,31.87935608,119.3054512,35.59964198,2
1,2,1,691.6066311,448.893253,841.0155184,452.3650585,127.2451355,51.81288207,114.8044308,2
1,3,3,681.5877313,421.4943344,842.6127989,411.2428179,32.0610517,64.73428443,53.77893348,2
1,3,1,693.1171096,406.6567408,853.5397093,447.7149487,162.9276406,121.5704119,150.7253491,2
2,3,3,688.3982357,413.6064981,831.7554421,457.2762672,33.15493755,107.4980431,131.0290563,2
1,2,2,685.5064294,419.6714816,830.6143745,429.1876907,43.64758061,161.4944432,144.4333879,2
3,1,1,697.66996,405.1751951,830.5169662,449.7433943,59.77671002,137.0566596,136.5026949,2
3,1,1,689.4667361,447.7640594,836.2312455,400.6615436,19.64775817,148.6455944,132.1689468,2
1,2,2,699.3908956,425.3773307,843.5867554,403.9418027,120.2249019,51.83585561,55.60351063,2
2,1,2,700.7551134,408.1848563,830.9347708,435.1705668,60.76509553,109.4158633,52.90458817,2
2,3,2,702.3538242,443.7577966,854.4042279,408.4533092,160.2856223,15.93494274,152.0544908,2
3,1,3,689.206798,447.9444136,846.3067366,437.3238868,19.86362652,115.3292261,19.60064656,2
1,2,1,707.1767587,405.5190099,852.2740482,423.4519434,42.26884465,132.2923575,38.58397609,2
3,2,2,685.7687801,449.4037707,830.4266633,413.1631694,123.3051251,66.17752532,58.16543262,2
2,1,1,693.5654504,450.0436459,832.2516747,406.4388046,41.21158536,115.5493117,105.8813267,2
2,3,3,682.9356949,450.203385,831.1439509,418.6605003,42.72714355,72.95677558,60.87066878,2
3,2,3,706.1452758,417.0354457,833.2489026,451.0611367,125.055395,19.75590913,126.5520755,2
1,3,1,687.6422862,443.0908745,829.0425698,427.4921254,138.4124875,71.28121414,138.6347847,2
1,3,3,701.6362197,408.0212596,847.5001237,408.3296928,109.7742905,56.8460589,56.24704677,2
3,1,1,697.6894585,408.5954115,831.5419962,406.3100219,118.0031715,19.58722889,26.84054497,2
2,1,1,699.6902503,411.8037547,843.5606624,413.5699739,30.28523373,160.726033,145.5469362,2
2,3,2,695.6180911,410.637028,836.7760117,439.8398246,164.4840739,127.2087392,161.3586947,2
2,3,3,682.0718535,425.7528533,847.1546899,462.9014529,30.67776415,71.42387735,57.6436797,2
3,2,2,690.6776657,448.5191956,832.5117512,455.7511118,111.7209505,27.78656499,31.8155349,2
1,2,1,694.8576205,438.2393723,851.3078548,421.4599252,123.3964276,52.94675408,121.9845005,2
2,1,2,691.8813739,407.9918566,840.0219621,401.563777,64.72913724,133.6581658,61.0037053,2
1,2,1,706.7942059,429.3047254,854.2004644,415.3906174,57.15370492,117.6642241,57.67795889,2
3,1,1,699.0836921,413.5784451,840.9712962,406.3051992,136.678929,19.06567501,141.2714895,2
1,2,2,705.0429025,444.9729476,842.4636298,409.8297841,31.50175273,119.877699,141.4691414,2
3,1,3,694.7012646,434.9727642,837.1233416,425.5283682,122.3521017,21.63366324,122.7018677,2
1,2,2,706.11318,458.9502244,832.5783463,450.8581047,32.53279685,117.66598,125.9478839,2
3,1,3,686.4027455,449.1090887,829.7972384,442.9569399,46.37047261,135.3503509,51.1042503,2
1,3,1,702.8519229,452.1305455,836.8879802,450.500705,115.5709491,70.3371748,117.8452778,2
3,2,3,697.6732846,463.8082094,837.9420623,414.3469759,114.41905,156.0149815,116.2490215,2
1,3,3,683.9812405,426.9511842,828.7037796,411.7824185,108.8983155,69.70417767,58.51550535,2
2,1,1,700.5584314,411.3187237,843.9887244,461.2725774,66.66528357,151.4808157,138.1064407,2
3,2,2,685.0572729,446.2831027,829.261431,422.2360093,40.27867285,115.2209787,118.0123365,2
2,3,2,680.6061948,451.235754,853.4959597,447.734239,69.09634819,112.9223704,63.46225627,2
2,1,2,696.1138561,417.6044644,842.8414477,415.9122534,68.99513735,111.1102618,57.83277541,2
3,1,1,707.6109188,434.2825082,828.8397746,405.5729421,40.98830868,144.8009251,140.0418288,2
1,2,1,705.1721372,408.8236155,845.5262535,413.939302,123.0909505,159.3647012,109.2428215,2
3,2,2,706.3105083,426.2802618,837.9247605,462.9983627,19.24949854,110.9598273,128.5115838,2
1,3,1,698.5466921,418.9124641,834.836628,443.5314158,121.7960421,60.60586759,126.5569366,2
3,2,2,701.0145616,435.314721,844.3389289,437.3485196,74.08683241,108.4748792,120.6363984,2
3,2,3,707.1952468,456.7388072,837.7005653,429.1004714,129.5226243,63.81617489,125.8685458,2
2,3,3,701.920418,400.6273441,847.4260532,453.9656536,39.1917723,130.6987977,128.84664,2
2,1,2,699.7215095,414.3537325,848.4263653,417.2195028,138.7717597,68.07350467,129.4606233,2
3,1,1,684.9594651,449.0829867,851.2300148,459.8066095,112.2689543,42.56008788,38.9577781,2
1,3,3,682.7745102,435.66689,829.236636,449.4396843,32.80095101,161.2604833,155.8388011,2
1,3,1,697.6098703,425.0147042,830.8429489,403.4954634,32.21684628,163.1455782,29.22565826,2
3,1,3,690.9201376,458.7196053,853.9659743,445.6687367,146.0884646,24.75838706,150.7667477,2
1,2,2,700.4563901,453.3217271,846.1013681,425.4900626,61.79182024,22.45932732,26.99644419,2
2,1,1,695.4633253,435.1557461,855.4156157,421.147111,150.3396919,58.04287153,52.3894311,2
1,2,1,691.589221,444.4635669,841.7856629,462.2549686,64.91458278,136.1717178,50.55509921,2
2,3,2,698.5543074,414.7445163,835.8820437,445.5122273,150.804573,64.23641751,151.6914583,2
