"subject","Label","error","absError"
2,1,9.40933417,9.40933417
2,2,15.2264507,15.2264507
2,3,7.91617322,7.91617322
2,2,0.35593154,0.35593154
2,2,6.84917772,6.84917772
2,1,-12.7471784,12.7471784
2,3,-19.01562044,19.01562044
2,2,-11.7833532,11.7833532
2,3,-9.14132924,9.14132924
2,2,-5.96382073,5.96382073
2,3,-6.2055321,6.2055321
2,2,-3.51042258,3.51042258
2,1,-0.711895099999992,0.711895099999992
2,1,-0.509594800000002,0.509594800000002
2,1,-11.60634484,11.60634484
2,2,1.49971016,1.49971016
2,3,-66.73576376,66.73576376
2,1,-5.2593557,5.2593557
2,3,-24.16115561,24.16115561
2,3,-4.77398299999999,4.77398299999999
2,1,-6.50591065999999,6.50591065999999
2,2,-3.06958610000001,3.06958610000001
2,3,-3.57414021,3.57414021
2,1,-12.257932,12.257932
2,3,-60.10510579,60.10510579
2,1,11.7412248,11.7412248
2,3,-97.10950717,97.10950717
2,1,7.53087409999999,7.53087409999999
2,3,7.5803961,7.5803961
2,2,0.898426529999998,0.898426529999998
2,2,21.3842772,21.3842772
2,3,-6.45318,6.45318
2,3,2.56149368,2.56149368
2,2,3.7202859,3.7202859
2,1,-12.4407047,12.4407047
2,3,-10.95535095,10.95535095
2,1,-12.2022915,12.2022915
2,3,23.5310132,23.5310132
2,2,-17.0610553,17.0610553
2,1,-0.553964699999995,0.553964699999995
2,1,-16.4766476,16.4766476
2,2,3.76765502,3.76765502
2,2,-7.86050736000001,7.86050736000001
2,2,-8.2311315,8.2311315
2,3,-0.262979959999999,0.262979959999999
2,1,-3.68486856,3.68486856
2,2,-8.0120927,8.0120927
2,1,-9.667985,9.667985
2,3,-12.0861068,12.0861068
2,3,1.4966805,1.4966805
2,1,0.222297200000014,0.222297200000014
2,3,-0.599012130000006,0.599012130000006
2,1,7.25331608,7.25331608
2,1,-15.1790968,15.1790968
2,2,-3.1253792,3.1253792
2,3,-13.78019765,13.78019765
2,2,4.02896991,4.02896991
2,1,-1.4119271,1.4119271
2,2,-3.72543194,3.72543194
2,1,0.524253969999997,0.524253969999997
2,1,122.20581449,122.20581449
2,2,21.5914424,21.5914424
2,3,0.349765999999988,0.349765999999988
2,2,8.28190389999999,8.28190389999999
2,3,4.73377769,4.73377769
2,1,2.2743287,2.2743287
2,3,1.8299715,1.8299715
2,3,-11.18867232,11.18867232
2,1,-13.374375,13.374375
2,2,2.7913578,2.7913578
2,2,-5.63409192,5.63409192
2,2,-11.16236194,11.16236194
2,1,-4.75909630000001,4.75909630000001
2,1,-13.848129,13.848129
2,2,17.5517565,17.5517565
2,1,4.76089450000001,4.76089450000001
2,2,12.1615192,12.1615192
2,3,-3.65407849999998,3.65407849999998
2,3,-1.85215769999999,1.85215769999999
2,2,-9.31113639999998,9.31113639999998
2,1,-3.60230978,3.60230978
2,3,-5.42168219999999,5.42168219999999
2,1,-2.99118802,2.99118802
2,3,4.67828309999999,4.67828309999999
2,2,4.53711687,4.53711687
2,1,-5.65344043,5.65344043
2,1,-14.35948357,14.35948357
2,2,0.886885299999989,0.886885299999989
2,3,-9.15111163,9.15111163
2,3,4.5460415,4.5460415
2,2,-10.98138947,10.98138947
2,2,5.8143793,5.8143793
2,2,6.190389,6.190389
2,1,-9.06097937,9.06097937
2,3,-10.93139477,10.93139477
2,3,-3.1749531,3.1749531
2,1,-4.40522294,4.40522294
2,1,-6.11186549999999,6.11186549999999
2,2,-13.063603,13.063603
2,2,-14.76449,14.76449
2,3,5.55406310000001,5.55406310000001
2,2,-8.52083089999999,8.52083089999999
2,1,3.50322779999999,3.50322779999999
2,3,-0.346098869999999,0.346098869999999
2,2,-17.78530021,17.78530021
2,1,1.69555059999999,1.69555059999999
2,2,3.50168070000001,3.50168070000001
2,2,10.44721529,10.44721529
2,3,-24.56123432,24.56123432
2,1,2.96582771,2.96582771
2,1,-25.168505,25.168505
2,3,-37.65327425,37.65327425
2,1,-6.88504486,6.88504486
2,3,3.13428166,3.13428166
2,2,10.6664356,10.6664356
2,2,-13.9231188,13.9231188
2,3,13.69358857,13.69358857
2,1,-5.03450789999999,5.03450789999999
2,3,1.9109294,1.9109294
2,3,-8.57432729999999,8.57432729999999
2,1,10.8858682,10.8858682
2,1,29.6988402,29.6988402
2,3,-12.9723985,12.9723985
2,3,3.90514301,3.90514301
2,3,1.01057576,1.01057576
2,1,12.5208124,12.5208124
2,3,-6.9884102,6.9884102
2,1,-10.1772475,10.1772475
2,3,-0.182168570000002,0.182168570000002
2,2,-15.5068519,15.5068519
2,2,-4.9446308,4.9446308
2,3,9.7021245,9.7021245
2,1,-8.31491940000001,8.31491940000001
2,2,3.52022260000001,3.52022260000001
2,1,-7.83381765,7.83381765
2,2,5.30166790000001,5.30166790000001
2,2,14.42424675,14.42424675
2,2,-14.38705253,14.38705253
2,1,-3.11971448,3.11971448
2,2,-14.49548698,14.49548698
2,2,12.7246041,12.7246041
2,3,17.3427893,17.3427893
2,3,6.38741135,6.38741135
2,1,0.187723599999998,0.187723599999998
3,2,-7.37737330000002,7.37737330000002
3,1,-4.65119280000002,4.65119280000002
3,2,-20.5953639,20.5953639
3,3,9.02405278,9.02405278
3,3,0.346920689999997,0.346920689999997
3,1,13.561572,13.561572
3,2,8.64160014,8.64160014
3,2,-42.115263,42.115263
3,3,23.82113572,23.82113572
3,2,47.63875739,47.63875739
3,3,-14.7792962,14.7792962
3,1,-4.32479110000001,4.32479110000001
3,1,44.00022903,44.00022903
3,3,-7.24045369999999,7.24045369999999
3,2,12.78108224,12.78108224
3,1,16.6329055,16.6329055
3,3,-23.5562264,23.5562264
3,1,-14.2409518,14.2409518
3,1,7.76501808,7.76501808
3,1,-22.483622,22.483622
3,2,-30.6528856,30.6528856
3,3,37.08883675,37.08883675
3,3,10.0554337,10.0554337
3,2,1.45997180000001,1.45997180000001
3,1,-17.08583081,17.08583081
3,2,-11.3638878,11.3638878
3,3,22.6097979,22.6097979
3,2,3.61790077,3.61790077
3,2,50.72263503,50.72263503
3,1,10.6761419,10.6761419
3,3,-8.39279211,8.39279211
3,2,6.27697387,6.27697387
3,3,-3.95792469999998,3.95792469999998
3,2,-4.5179114,4.5179114
3,3,-6.94688429999999,6.94688429999999
3,2,-16.5774332,16.5774332
3,1,13.15166777,13.15166777
3,1,-26.44899191,26.44899191
3,1,12.5326289,12.5326289
3,2,4.0786336,4.0786336
3,3,5.3275287,5.3275287
3,1,7.17170919,7.17170919
3,3,8.9545962,8.9545962
3,3,36.85288024,36.85288024
3,1,9.26014909999999,9.26014909999999
3,2,26.23528541,26.23528541
3,3,12.08944165,12.08944165
3,1,-10.2570613,10.2570613
3,3,-0.502670950000002,0.502670950000002
3,1,-2.1941836,2.1941836
3,3,-22.4251476,22.4251476
3,1,-10.5831772,10.5831772
3,3,-5.94481885,5.94481885
3,2,-5.01759478,5.01759478
3,2,-0.315350709999997,0.315350709999997
3,3,3.33359809999999,3.33359809999999
3,3,4.81553261000001,4.81553261000001
3,2,-37.8808629,37.8808629
3,1,-1.50486719999999,1.50486719999999
3,3,-6.17256322,6.17256322
3,1,29.12851534,29.12851534
3,3,7.87429856,7.87429856
3,2,-31.4461507,31.4461507
3,1,0.682909300000006,0.682909300000006
3,1,-9.49625148,9.49625148
3,2,-6.26989875,6.26989875
3,2,-37.0334515,37.0334515
3,2,-1.9495276,1.9495276
3,3,-0.125422999999998,0.125422999999998
3,1,-32.4802927,32.4802927
3,2,-14.72364601,14.72364601
3,1,-21.4744896,21.4744896
3,3,0.478928690000004,0.478928690000004
3,3,-13.5199918,13.5199918
3,1,52.18959679,52.18959679
3,3,-2.2765861,2.2765861
3,1,-13.71431578,13.71431578
3,1,12.8021173,12.8021173
3,2,-40.1312577,40.1312577
3,3,5.39930805,5.39930805
3,2,-10.50806166,10.50806166
3,1,1.06440649999999,1.06440649999999
3,2,6.26013070000002,6.26013070000002
3,1,5.7341571,5.7341571
3,1,-10.04444368,10.04444368
3,2,1.04199969999999,1.04199969999999
3,3,-9.92750647,9.92750647
3,2,-7.8055306,7.8055306
3,3,-7.24512927000001,7.24512927000001
3,1,-0.701710509999998,0.701710509999998
3,3,15.2643034,15.2643034
3,3,-4.73856520000001,4.73856520000001
3,1,-10.09580641,10.09580641
3,2,-12.1831569,12.1831569
3,2,5.51594442,5.51594442
3,2,3.72934040000001,3.72934040000001
3,1,16.84681309,16.84681309
3,1,-26.1630529,26.1630529
3,2,-0.914847000000009,0.914847000000009
3,1,15.061335,15.061335
3,2,8.7435488,8.7435488
3,3,8.19757307,8.19757307
3,3,11.6129432,11.6129432
3,2,1.80854737,1.80854737
3,1,7.5135194,7.5135194
3,3,12.8853857,12.8853857
3,1,-19.90065708,19.90065708
3,3,-42.8720594,42.8720594
3,2,6.811182,6.811182
3,1,10.0582651,10.0582651
3,1,14.5232135,14.5232135
3,2,-1.47350879999999,1.47350879999999
3,3,17.17483196,17.17483196
3,3,10.8919529,10.8919529
3,2,5.03309763,5.03309763
3,2,13.58613841,13.58613841
3,2,5.87756415,5.87756415
3,1,6.79191060000001,6.79191060000001
3,3,-32.9574052,32.9574052
3,3,-3.16636645999999,3.16636645999999
3,1,-17.4915767,17.4915767
3,1,46.60323303,46.60323303
3,2,-31.5951273,31.5951273
3,2,32.5235083,32.5235083
3,3,-23.908599,23.908599
3,2,-4.98319733,4.98319733
3,1,13.85004768,13.85004768
3,3,21.52690937,21.52690937
3,2,16.96384721,16.96384721
3,1,10.4754695,10.4754695
3,2,8.24820983,8.24820983
3,2,-11.82047111,11.82047111
3,3,-20.6199152,20.6199152
3,1,2.33674539999998,2.33674539999998
3,1,0.0876461999999947,0.0876461999999947
3,3,-28.31010877,28.31010877
3,1,2.6157389,2.6157389
3,3,1.5570474,1.5570474
3,2,4.69706459,4.69706459
3,2,29.75929975,29.75929975
3,3,-7.6691901,7.6691901
3,1,-16.6063857,16.6063857
3,3,-9.6615353,9.6615353
3,3,5.10044669999999,5.10044669999999
3,1,4.55134859999998,4.55134859999998
3,1,-17.5644689,17.5644689
3,3,24.84205111,24.84205111
3,3,-1.02903883,1.02903883
3,3,15.19750554,15.19750554
3,1,1.71935587999999,1.71935587999999
3,3,1.16904987,1.16904987
3,1,11.4583452,11.4583452
3,3,2.24069829,2.24069829
3,2,-3.27978178,3.27978178
3,2,3.22321919999999,3.22321919999999
3,3,22.0865921,22.0865921
3,1,-21.18438818,21.18438818
3,2,-29.38848368,29.38848368
3,1,10.64251588,10.64251588
3,2,-10.8356959,10.8356959
3,2,5.41952390000002,5.41952390000002
3,2,-0.976954000000006,0.976954000000006
3,1,-13.1522872,13.1522872
3,2,5.03952889,5.03952889
3,2,19.2678214,19.2678214
3,3,5.8481122,5.8481122
3,3,30.74334744,30.74334744
3,1,-20.8421077,20.8421077
4,2,-19.14837045,19.14837045
4,1,-9.30066210000001,9.30066210000001
4,2,-7.12755279999999,7.12755279999999
4,3,-7.1871189,7.1871189
4,3,0.0216508000000033,0.0216508000000033
4,1,-19.86714819,19.86714819
4,2,-4.21721989,4.21721989
4,2,2.32785338999999,2.32785338999999
4,3,-2.55400302,2.55400302
4,2,-10.97565311,10.97565311
4,3,9.2119343,9.2119343
4,1,4.11863050000002,4.11863050000002
4,1,-0.1508447,0.1508447
4,3,-16.9544326,16.9544326
4,2,-7.70421590000001,7.70421590000001
4,1,5.16068490000001,5.16068490000001
4,3,-9.18222373,9.18222373
4,1,-9.96638989,9.96638989
4,1,4.50540357,4.50540357
4,1,-4.59086858,4.59086858
4,2,22.019232,22.019232
4,3,-7.16531693,7.16531693
4,3,14.5148213,14.5148213
4,2,-16.09633365,16.09633365
4,1,5.64518270000002,5.64518270000002
4,2,16.9331081,16.9331081
4,3,0.292874700000013,0.292874700000013
4,2,3.8960594,3.8960594
4,2,-12.57679588,12.57679588
4,1,-15.7620279,15.7620279
4,3,-7.82522617,7.82522617
4,2,-2.1598382,2.1598382
4,3,-9.99750092,9.99750092
4,2,-14.2691629,14.2691629
4,3,7.41619222,7.41619222
4,2,-59.1803711,59.1803711
4,1,-8.40005672,8.40005672
4,1,7.026085,7.026085
4,1,3.73027332,3.73027332
4,2,-21.18453186,21.18453186
4,3,1.08410077,1.08410077
4,1,-1.94901039999999,1.94901039999999
4,3,11.124748,11.124748
4,3,-9.64781324999999,9.64781324999999
4,1,4.83894504,4.83894504
4,2,-7.14201325,7.14201325
4,3,-1.9870172,1.9870172
4,1,5.4159916,5.4159916
4,3,20.1115159,20.1115159
4,1,-5.55589674,5.55589674
4,3,0.801695390000003,0.801695390000003
4,1,-3.51462792,3.51462792
4,3,-0.00338054000000021,0.00338054000000021
4,2,2.14659851,2.14659851
4,2,11.530479,11.530479
4,3,-4.82165307,4.82165307
4,3,-0.370076900000001,0.370076900000001
4,2,-3.82588381,3.82588381
4,1,8.92676200000001,8.92676200000001
4,3,5.26004297,5.26004297
4,1,23.2972817,23.2972817
4,3,-5.04422768,5.04422768
4,2,-19.6011594,19.6011594
4,1,-1.62803806,1.62803806
4,1,-11.945064,11.945064
4,2,-19.34309451,19.34309451
4,2,-15.03718656,15.03718656
4,2,27.7570718,27.7570718
4,3,-1.8217325,1.8217325
4,1,-3.89384580000001,3.89384580000001
4,2,-25.76810472,25.76810472
4,1,7.0561161,7.0561161
4,3,-6.94673589999999,6.94673589999999
4,3,10.4900803,10.4900803
4,1,-0.94808519999998,0.94808519999998
4,3,-21.37640742,21.37640742
4,1,-2.28337190000002,2.28337190000002
4,1,8.07507919999999,8.07507919999999
4,2,3.71799200000001,3.71799200000001
4,3,106.11915782,106.11915782
4,2,0.71238233,0.71238233
4,1,-2.58731109999999,2.58731109999999
4,2,5.2673383,5.2673383
4,1,8.32445229999999,8.32445229999999
4,1,-10.5439034,10.5439034
4,2,3.3569086,3.3569086
4,3,7.8403507,7.8403507
4,2,3.31416654,3.31416654
4,3,-4.4456737,4.4456737
4,1,-0.110202099999981,0.110202099999981
4,3,-12.24967244,12.24967244
4,3,12.1798533,12.1798533
4,1,6.95865690000001,6.95865690000001
4,2,3.9178733,3.9178733
4,2,-23.95573621,23.95573621
4,2,-5.61455477,5.61455477
4,1,-11.28388481,11.28388481
4,1,1.3045927,1.3045927
4,2,23.0809859,23.0809859
4,1,-4.86947089,4.86947089
4,2,-8.29810179,8.29810179
4,3,-4.82306959,4.82306959
4,3,-14.69492771,14.69492771
4,2,10.6900526,10.6900526
4,1,-14.2130589,14.2130589
4,3,-20.39281499,20.39281499
4,1,0.25715018,0.25715018
4,3,11.051228,11.051228
4,2,-5.32306923,5.32306923
4,1,-23.190312,23.190312
4,1,-8.17673812,8.17673812
4,2,-10.14780651,10.14780651
4,3,7.51835654,7.51835654
4,3,5.71422010000001,5.71422010000001
4,2,3.92576540000002,3.92576540000002
4,2,-8.8051649,8.8051649
4,2,-31.01111945,31.01111945
4,1,1.68397300000001,1.68397300000001
4,3,-19.35051801,19.35051801
4,3,-6.64518652,6.64518652
4,1,-2.27590213,2.27590213
4,1,-1.73896680000001,1.73896680000001
4,2,-0.820316200000008,0.820316200000008
4,2,2.45178999999999,2.45178999999999
4,3,-6.1432035,6.1432035
4,2,-5.86005589,5.86005589
4,1,0.2819748,0.2819748
4,3,18.2709998,18.2709998
4,2,-14.2214893,14.2214893
4,1,0.453642099999996,0.453642099999996
4,2,-9.8411244,9.8411244
4,2,-7.18673801,7.18673801
4,3,5.549543,5.549543
4,1,-19.72336222,19.72336222
4,1,-3.9765793,3.9765793
4,3,-11.96142149,11.96142149
4,1,12.714179,12.714179
4,3,-7.51411052,7.51411052
4,2,1.22599080000001,1.22599080000001
4,2,-5.83237256,5.83237256
4,3,-10.0328303,10.0328303
4,1,-3.19212159000001,3.19212159000001
4,3,10.1679806,10.1679806
4,3,2.62666310000002,2.62666310000002
4,1,6.57980849999998,6.57980849999998
4,1,8.6240793,8.6240793
4,3,12.2009759,12.2009759
4,3,4.10068407,4.10068407
4,3,0.194145169999999,0.194145169999999
4,1,-14.58855823,14.58855823
4,3,7.16603977,7.16603977
4,1,-11.2341138,11.2341138
4,3,5.0538276,5.0538276
4,2,0.819483220000002,0.819483220000002
4,2,-28.86975409,28.86975409
4,3,14.1823488,14.1823488
4,1,-11.26125699,11.26125699
4,2,-4.18047596,4.18047596
4,1,-7.41481741,7.41481741
4,2,-1.19501579999999,1.19501579999999
4,2,7.38615609999999,7.38615609999999
4,2,-2.03820379999999,2.03820379999999
4,1,-11.5433304,11.5433304
4,2,96.42231361,96.42231361
4,2,-4.76641794,4.76641794
4,3,19.0979904,19.0979904
4,3,-6.17720397,6.17720397
4,1,1.63927534,1.63927534
5,2,-4.49152366,4.49152366
5,1,5.93540286,5.93540286
5,2,146.41377382,146.41377382
5,3,32.4239614,32.4239614
5,3,-6.50569150000001,6.50569150000001
5,1,9.74212730000001,9.74212730000001
5,2,-2.57580700000001,2.57580700000001
5,2,-10.3915535,10.3915535
5,3,-7.71825859999998,7.71825859999998
5,2,12.58070042,12.58070042
5,3,11.8091262,11.8091262
5,1,-18.02671711,18.02671711
5,1,21.91632702,21.91632702
5,3,2.41955258,2.41955258
5,2,-1.89924168,1.89924168
5,1,14.19016707,14.19016707
5,3,15.88754982,15.88754982
5,1,6.4987229,6.4987229
5,1,3.80502749999999,3.80502749999999
5,1,-11.4852152,11.4852152
5,2,-19.51878446,19.51878446
5,3,-13.3012742,13.3012742
5,3,7.91617322,7.91617322
5,2,-7.152747,7.152747
5,1,-1.15082228,1.15082228
5,2,-13.5471784,13.5471784
5,3,-14.2752293,14.2752293
5,2,-13.37520543,13.37520543
5,2,0.146057570000004,0.146057570000004
5,1,-6.52273810000003,6.52273810000003
5,3,11.4030532,11.4030532
5,2,-11.51042258,11.51042258
5,3,15.2881049,15.2881049
5,2,25.0904052,25.0904052
5,3,-7.99026840000002,7.99026840000002
5,2,2.769126,2.769126
5,1,-15.90030368,15.90030368
5,1,4.34064429999999,4.34064429999999
5,1,-14.56115561,14.56115561
5,2,-5.51284588,5.51284588
5,3,-30.50591066,30.50591066
5,1,-18.2695861,18.2695861
5,3,8.42585979,8.42585979
5,3,-0.257932000000011,0.257932000000011
5,1,12.6948942,12.6948942
5,2,-0.934556700000002,0.934556700000002
5,3,6.8904928,6.8904928
5,1,-13.92417979,13.92417979
5,3,13.1803961,13.1803961
5,1,-11.1334315,11.1334315
5,3,5.68124028,5.68124028
5,1,-12.85318,12.85318
5,3,23.8818707,23.8818707
5,2,8.5202859,8.5202859
5,2,-5.80845127,5.80845127
5,3,-2.28211822,2.28211822
5,3,-3.40229149999999,3.40229149999999
5,2,0.274118710000003,0.274118710000003
5,1,-16.81419274,16.81419274
5,3,5.84603530000001,5.84603530000001
5,1,12.52118862,12.52118862
5,3,5.36765501999999,5.36765501999999
5,2,9.8887249,9.8887249
5,1,10.51954805,10.51954805
5,1,12.2714205,12.2714205
5,2,12.6916186,12.6916186
5,2,2.8603075,2.8603075
5,2,15.06974132,15.06974132
5,3,5.34352523,5.34352523
5,1,4.69668049999999,4.69668049999999
5,2,-23.04642944,23.04642944
5,1,-3.79901213,3.79901213
5,3,20.85331608,20.85331608
5,3,1.66170243,1.66170243
5,1,-15.1253792,15.1253792
5,3,-21.78019765,21.78019765
5,1,20.02896991,20.02896991
5,1,-14.16225361,14.16225361
5,2,-9.32543194,9.32543194
5,3,9.6137348,9.6137348
5,2,25.40581447,25.40581447
5,1,7.56738867,7.56738867
5,2,2.74976599999999,2.74976599999999
5,1,13.41508708,13.41508708
5,1,3.75389939999999,3.75389939999999
5,2,-8.49189699,8.49189699
5,3,2.6299715,2.6299715
5,2,-8.78867232000001,8.78867232000001
5,3,-9.35884285,9.35884285
5,1,13.73366364,13.73366364
5,3,-16.83409192,16.83409192
5,3,21.9225136,21.9225136
5,1,-3.15909629999999,3.15909629999999
5,2,-10.1218797,10.1218797
5,2,4.46208524,4.46208524
5,2,15.1608945,15.1608945
5,1,13.7615192,13.7615192
5,1,3.54592150000002,3.54592150000002
5,2,13.3478423,13.3478423
5,1,-12.5111364,12.5111364
5,2,9.19769022,9.19769022
5,3,7.83785014,7.83785014
5,3,-3.51991989999999,3.51991989999999
5,2,6.27828309999998,6.27828309999998
5,1,11.73711687,11.73711687
5,3,-24.05344043,24.05344043
5,1,-23.15948357,23.15948357
5,3,3.28688529999999,3.28688529999999
5,2,-13.95111163,13.95111163
5,1,6.53787024,6.53787024
5,1,-12.4846333,12.4846333
5,2,17.8143793,17.8143793
5,3,5.81049786,5.81049786
5,3,10.17827706,10.17827706
5,2,6.22192720000001,6.22192720000001
5,2,-5.00415695,5.00415695
5,2,-1.00176540000001,1.00176540000001
5,1,5.88813450000001,5.88813450000001
5,3,-22.04585643,22.04585643
5,3,3.63550999999998,3.63550999999998
5,1,8.08000345,8.08000345
5,1,3.13936410000002,3.13936410000002
5,2,-0.9987347,0.9987347
5,2,25.52903181,25.52903181
5,3,-16.1120733,16.1120733
5,2,-6.4422486,6.4422486
5,1,1.51036531,1.51036531
5,3,20.6333393,20.6333393
