loc1,loc2,suffix,Label,angle1,angle2,angle3,probeAngle,subject
3,2,5,2,143.7135296,116.5805428,44.84609606,115.3608671,14
3,2,5,3,135.9699895,115.2279767,55.19078334,135.8578054,14
2,3,4,3,132.8072853,157.6176408,112.1246199,152.5759613,14
2,1,5,2,163.3540728,110.2929816,135.0608716,148.9340575,14
3,1,5,1,114.1338872,139.0092536,33.34686626,132.6024559,14
1,3,4,3,32.21078771,132.3135494,152.5309577,127.0392922,14
1,3,4,1,106.223264,142.5499747,57.79769837,118.1246635,14
3,1,5,3,158.6712612,16.76950173,124.3698472,141.0840382,14
1,2,4,2,49.33327583,140.5902028,73.16632758,132.752573,14
2,1,5,1,111.3375602,163.8848963,62.15270856,150.5664704,14
1,2,4,1,28.20734633,133.1070431,107.9826547,32.43505552,14
2,3,4,2,53.30010843,29.50255367,73.64635461,46.69467034,14
1,3,4,3,51.9067495,164.8050274,111.4017915,166.4483234,14
3,2,5,3,71.44366166,138.9967373,110.6032752,63.71293407,14
1,2,5,2,132.8177399,24.91519894,58.15735309,51.99328588,14
2,1,4,2,119.7121527,54.29357102,148.6681396,112.9166362,14
2,3,5,2,129.1428494,67.70070684,156.8257609,130.9117688,14
2,1,5,1,52.36274605,125.802148,158.8685519,119.6834628,14
3,1,5,3,116.9337936,64.71634326,164.316197,138.3663399,14
2,3,4,3,142.3801331,31.53534457,163.7533521,46.02847871,14
2,1,4,1,147.2494256,40.15482863,121.9606364,55.89517165,14
2,1,5,1,17.09690333,43.03409001,140.8384682,49.43947941,14
1,2,5,2,156.4798428,44.5764175,22.965549,54.42249242,14
1,2,4,2,163.9879344,21.44190969,106.1993155,38.01171051,14
3,1,4,3,68.97836543,133.2724184,47.53054233,54.4620895,14
2,3,4,2,23.6344286,66.628683,118.361094,41.32691659,14
1,3,5,1,136.8016835,163.7296234,116.0321225,124.6523952,14
1,3,5,3,29.67714116,112.320457,144.7834109,119.1543471,14
3,2,5,2,160.4094861,32.55771715,136.6168324,44.60077395,14
1,2,4,1,162.1976017,113.0278508,25.24290649,125.8701125,14
2,1,5,2,164.918574,117.3617191,19.89033199,142.5040643,14
3,2,4,2,141.5980147,21.59590101,74.15575081,52.83260253,14
3,1,4,3,148.8275865,125.9839137,63.31895925,107.6875866,14
1,3,4,1,138.4484373,105.497654,72.55428532,120.1807389,14
3,1,5,1,62.33550713,34.77499964,114.9235706,34.08320086,14
3,2,5,3,142.0820189,63.16709654,39.63240484,116.3099116,14
3,1,4,1,58.36268497,121.3514296,151.7085425,110.4745295,14
2,3,4,3,55.86355663,110.802938,152.048988,109.8029363,14
2,3,5,2,110.2653287,15.10297956,53.70821448,113.6708929,14
2,1,4,2,120.2659428,50.11033717,148.1698574,114.9151495,14
1,3,5,3,128.2213208,49.65022525,23.81802567,62.18011128,14
1,2,5,1,38.16441986,113.5023001,70.77299426,45.47855917,14
3,2,5,3,160.3469136,105.4428726,73.35120097,127.0778816,14
2,3,4,3,51.97056106,116.9334561,159.1854393,115.1322522,14
1,3,5,1,56.66960016,25.62908831,150.009401,63.37961426,14
1,2,4,1,49.70152405,118.3247391,73.68732785,51.5386934,14
3,1,4,3,133.6524332,46.80548356,156.8474871,122.3522303,14
2,3,5,3,65.46112771,123.8559322,154.1860791,119.0329161,14
3,1,5,3,21.75909391,164.6810436,52.54204637,37.93620303,14
2,1,5,1,163.4188889,109.5988917,135.5611938,114.5522891,14
1,3,4,3,42.91699292,68.70598805,163.2821341,61.16488054,14
3,1,4,1,37.83162634,138.1418762,159.5054267,132.4293406,14
3,2,4,3,126.1052007,146.4249702,41.4812342,124.7165867,14
2,3,4,2,44.03401279,132.8098126,163.4061362,43.2410357,14
3,2,5,2,136.8470794,69.13512361,19.33716275,67.29092961,14
1,3,5,3,34.82421911,117.909097,70.96116474,114.1388472,14
1,3,5,1,106.3141695,53.35715898,146.7905836,121.0914801,14
2,1,5,2,152.7273772,20.60745455,131.0462085,147.3751956,14
1,2,4,1,110.3939956,33.19983871,133.0389196,127.4191868,14
2,3,4,2,24.41196261,154.6847032,109.7513454,32.27521513,14
1,2,4,2,40.96176756,156.9958406,116.636168,150.1581186,14
1,2,5,2,60.57910577,111.1833448,139.558611,117.3255894,14
3,1,4,1,161.8124258,139.4728399,43.62631545,131.3699631,14
2,1,4,2,68.41284629,129.1638307,30.48029908,54.54911274,14
3,2,5,2,28.78822511,137.0590054,160.9337074,129.7265615,14
2,3,5,3,123.1301532,64.22101912,38.40021792,58.50055827,14
3,2,4,3,18.49300984,110.6523686,41.84945625,28.54304183,14
2,1,5,1,71.36563065,18.5247783,115.4517549,21.68786914,14
1,3,4,1,73.20661466,33.54534303,107.3059605,68.33111731,14
2,1,4,1,122.8895247,74.04533962,156.6010363,59.84145096,14
3,2,4,2,154.0977059,54.9961429,129.6580316,63.76182532,14
3,1,5,1,142.6368392,39.37980329,72.90771936,50.17492772,14
2,3,4,3,160.505036,56.34367981,30.84808319,59.60531517,14
1,3,4,3,150.9713158,56.28977608,19.36664303,56.28717927,14
3,2,5,3,67.47595238,164.5899605,118.8263417,55.28661885,14
1,2,5,2,129.4020579,158.5191724,41.06278084,157.0976618,14
2,3,5,2,157.8624476,43.47439497,21.160691,135.4174819,14
2,1,4,2,141.7858334,55.75577235,21.33286334,138.4721583,14
1,2,5,1,27.01611633,134.7626385,113.3155473,29.33408562,14
3,1,5,3,38.78255212,160.2159295,119.7357346,47.29555256,14
2,3,4,2,118.445455,160.1343546,19.7338691,117.0749841,15
2,1,4,1,23.87065083,149.0047077,74.47858906,151.2590036,15
1,2,5,2,47.75431069,155.6644644,129.9977359,154.7672132,15
1,3,4,3,50.18121515,155.6410583,107.577813,163.7781796,15
3,1,5,3,133.7797027,161.9477609,60.46401084,142.1327944,15
3,1,5,1,52.10727595,15.2947342,73.76696985,9.603562391,15
3,2,5,2,157.5058907,62.74349588,25.62114949,117.9849215,15
2,1,4,2,113.1648016,157.9975065,25.4404851,113.8484167,15
1,3,4,3,128.7192657,70.0707029,21.08612983,71.50339226,15
3,2,4,2,136.8618024,105.138513,72.53128396,111.6390694,15
3,2,5,3,16.13014834,148.6737868,70.12566161,15.92702008,15
2,1,5,1,155.5658435,60.81202175,129.730217,50.2777374,15
1,3,4,1,55.61479462,34.78490648,149.8957643,17.43923693,15
2,3,4,3,38.39128092,105.8077127,73.13038961,127.2199884,15
2,3,5,2,28.77639177,120.0309439,155.2899831,36.84476397,15
1,3,5,1,68.35030915,162.7930254,122.4632997,59.63457548,15
3,2,5,3,152.9427634,51.01995342,122.8423796,147.4269323,15
1,2,4,1,15.1961587,144.1121362,63.06846703,18.40388497,15
1,2,5,1,29.32912286,140.9583391,57.47428647,19.57679902,15
3,1,4,1,112.860957,164.3728223,70.05470814,156.84716,15
2,1,5,2,21.39358979,68.42573824,146.3098559,25.77839222,15
3,1,5,3,45.51367414,138.103847,111.650062,47.94939072,15
2,3,4,3,145.097277,16.37310383,63.90599792,46.48985163,15
1,2,4,2,122.059094,144.2110252,16.48046572,145.5497496,15
2,1,4,1,153.1105319,26.01484325,66.68744268,24.53068925,15
3,2,4,2,71.64093356,125.3823641,146.0371356,129.8636672,15
2,3,5,3,17.7534427,132.2206425,160.8253761,123.5529308,15
2,1,5,2,51.9417556,106.9549516,157.7131805,45.24374862,15
3,2,5,2,122.4710984,66.84814406,43.36286383,45.45715682,15
2,1,5,1,19.80872948,107.4681413,131.5292431,143.4407763,15
3,2,4,3,117.3959278,148.8596997,55.45384352,118.3966363,15
1,2,4,2,52.36663269,154.8342433,134.7744592,136.2282695,15
3,2,5,3,164.7857878,56.1158914,135.6825192,150.824791,15
2,1,5,2,151.9345295,51.85271589,131.2265008,124.4880716,15
2,3,4,3,161.2745695,34.20458582,128.1174774,35.28627011,15
1,2,4,2,124.0080054,157.2365622,20.38976145,210.0161818,15
1,3,5,1,143.6655086,63.19771783,29.24576733,150.5982761,15
1,2,4,1,33.61671797,109.6130622,139.9018373,23.43994974,15
1,2,5,1,31.29896519,112.6145511,135.1773692,37.15739481,15
2,3,4,2,49.53536871,144.3441544,120.2554677,36.17141418,15
1,3,4,3,159.4664006,38.49066056,69.5561041,38.8112034,15
1,3,4,1,133.3518529,70.2775493,37.28845487,140.4421034,15
3,1,5,3,147.0813932,21.64729874,112.5810273,139.1712614,15
1,3,4,3,121.0411735,162.3296468,35.84829269,202.3399048,15
3,1,5,1,74.30479231,126.4976646,42.16522366,134.7010316,15
2,3,5,2,139.4989519,29.75357176,164.1994015,146.199463,15
3,1,5,3,28.47776128,51.56025595,123.6832407,52.242077,15
3,1,4,1,134.9726437,73.31752856,43.10850521,239.5247057,15
2,3,5,3,142.897968,55.71449628,107.1605554,240.1709188,15
2,1,4,1,17.77613615,72.53458362,130.3499107,62.7355172,15
3,1,4,3,156.8613868,58.04668585,135.2202491,159.5650067,15
1,3,5,1,147.7350452,127.5607916,42.28675989,154.5950197,15
1,3,5,3,126.7115096,68.55255527,163.8964408,61.24437971,15
2,1,5,2,158.0989858,15.16644024,41.956249,153.4775833,15
3,2,4,2,62.49353362,28.513094,133.4932367,218.8299124,15
3,2,4,3,57.30206905,107.4749262,22.50258863,54.47641764,15
3,2,5,3,60.78815826,134.8652267,30.04014726,59.14939204,15
2,3,5,2,24.01771819,154.7490678,121.9904839,30.03036055,15
1,2,5,1,50.69886183,123.2754806,158.5524964,43.05076162,15
1,3,4,3,27.99946585,120.4012247,149.6343028,131.9611896,15
1,3,4,1,54.90956076,142.1660131,111.4896242,46.71465614,15
2,3,4,3,74.03545854,149.2167407,39.89749581,141.9189,15
1,2,4,2,147.5115975,35.22523158,123.1740263,36.99967346,15
3,1,5,1,105.0308047,128.1645448,38.47996346,131.6572162,15
3,1,4,1,43.43141028,112.1263291,74.38279437,125.107857,15
1,2,5,2,140.3081103,69.26682664,29.27574295,67.35517129,15
2,1,4,2,105.5119797,145.6879114,48.31922849,112.9848363,15
2,3,4,2,46.5203354,109.0247516,148.2666562,47.62169036,15
3,1,5,3,36.68343319,117.1113379,61.14380491,36.48929681,15
1,2,4,1,109.1767043,72.27654368,154.5643839,116.4553166,15
3,2,5,2,109.9238313,69.00118758,131.1630186,65.23492965,15
2,1,5,1,74.03655142,135.0441527,42.03284501,129.9326319,15
2,3,5,3,72.15891595,46.9796415,119.7584479,24.8292635,15
3,2,4,3,159.0819857,72.78909432,51.77655199,148.4112955,15
1,3,5,1,51.66265543,130.4684449,154.4961021,49.76489718,15
1,3,4,3,110.7957384,133.8614919,69.31840982,134.3793988,15
3,1,4,1,44.21999495,117.0853368,160.450795,123.5305602,15
2,1,4,1,111.4483235,29.76223798,148.7158252,30.26750825,15
2,3,4,2,65.00032852,114.0219063,37.28819631,64.21841571,15
2,3,5,3,20.9317558,157.6297103,114.3335483,166.1713578,15
3,2,5,2,123.5126877,67.80405469,30.71257446,52.09124026,15
1,2,5,1,15.04478046,149.9156685,68.93924837,24.82505551,15
2,1,5,2,23.08771003,45.52400866,159.1130763,26.0408183,15
1,2,4,1,142.4770673,122.4425495,38.53466128,148.8880274,15
3,1,5,1,30.86659383,143.1650822,63.83211382,146.5245673,15
1,2,4,2,66.63363316,155.0402547,125.1552256,153.7422429,15
3,1,5,3,155.4778026,30.57106516,135.3202839,155.5659478,15
1,2,5,2,163.6940669,31.79901684,112.1704042,14.44380881,15
3,1,4,3,65.14789094,24.28571459,164.4864306,56.04355146,15
1,3,4,1,27.33636626,68.51956937,147.7834923,30.8437586,15
3,2,4,3,72.78086738,20.1460759,110.4382589,65.82996068,15
1,3,5,3,33.91011747,156.3707781,105.3766726,174.0895186,15
2,1,5,1,109.3063295,18.80994022,71.24477919,22.06008782,15
3,2,4,2,135.7474653,113.5031025,163.6536523,114.4308519,15
2,3,5,2,129.6472251,38.29662182,156.1533096,133.0784084,15
2,1,4,2,118.3912689,28.98376283,67.55981057,125.4311285,15
3,1,5,1,131.25244,162.5523748,39.27467558,168.165611,15
1,2,4,1,32.25771014,124.4585814,53.65887476,41.53503856,15
3,2,4,2,148.2869821,22.69778895,54.02101996,37.17729674,15
1,3,4,1,62.87751768,27.24130089,145.5574055,72.39691416,15
3,2,5,2,112.8519683,32.50644712,163.0893124,30.50640972,15
3,2,5,3,40.9158597,127.7072955,155.2210581,35.51414251,15
2,3,4,3,19.42834554,134.3792569,155.0426718,132.7497876,15
2,1,5,2,30.38971751,149.6000706,69.81532103,29.7574546,15
3,1,5,1,127.7349944,31.34121722,153.6067812,38.97811099,15
1,3,4,3,38.62974713,142.3872583,117.8438966,146.2802331,15
1,3,4,1,23.64366336,136.7610248,46.69220895,24.67807279,15
3,1,5,3,108.8061224,139.078003,15.80793195,115.9960311,15
1,2,4,2,19.87344881,145.9836388,67.88866555,144.2645822,15
2,1,5,1,64.96704361,115.9569727,37.42415935,127.741247,15
1,2,4,1,130.364466,40.97755297,18.95763294,129.3951755,15
2,3,4,2,39.43114036,154.3578856,115.6210483,34.1088696,15
1,3,4,3,33.59016447,150.8806938,124.3920449,155.6642755,15
3,2,5,3,114.9374468,52.30559762,16.84737828,137.5115688,15
1,2,5,2,120.7839633,16.03516779,143.5936428,17.83176411,15
2,1,4,2,138.3076353,50.93736772,162.986979,118.0604021,15
2,3,5,2,51.62891126,127.1144573,159.3074704,37.04185045,15
2,1,5,1,46.14932876,119.8488888,67.23171598,121.465834,15
3,1,5,3,67.14257847,149.769847,111.9353575,225.3734119,15
2,3,4,3,116.1814272,146.5967643,17.49297708,134.6388396,15
2,1,4,1,151.6220463,26.83027498,52.840007,27.70476903,15
2,1,5,1,20.28590863,116.6917409,161.5988206,148.2213874,15
1,2,5,2,24.04870388,114.9382326,69.28975709,140.4027911,15
1,2,4,2,39.44141146,158.8325033,61.51767898,158.6032521,15
3,1,4,3,107.8346101,61.68971386,159.8044683,117.3591788,15
2,3,4,2,22.55846245,65.60589154,121.7214163,207.0530103,15
1,3,5,1,36.46529656,156.3327357,135.2083179,34.24850038,15
1,3,5,3,108.2252059,57.81392151,162.6766292,54.07825763,15
3,2,5,2,66.02336442,27.24725985,141.1250123,216.6911485,15
1,2,4,1,150.3287348,118.1678283,45.02754245,153.4183641,15
2,1,5,2,22.3458817,69.33885838,146.7436402,201.2794177,15
3,2,4,2,153.3943169,42.76779978,73.04916867,34.6906718,15
3,1,4,3,164.8665046,29.88222787,58.67958059,163.3356916,15
1,3,4,1,145.9959152,27.01558404,56.1277627,153.6636515,15
3,1,5,1,44.12353593,18.48966503,68.63202144,21.18331965,15
3,2,5,3,43.05168254,126.4159653,73.45611674,29.91129789,15
3,1,4,1,29.67664365,159.0189664,119.9622622,162.2085462,15
2,3,4,3,123.959437,57.770615,157.1749124,46.20366703,15
2,3,5,2,105.3360611,151.3145732,32.23874177,107.0733217,15
2,1,4,2,16.6884694,158.5439177,122.1234542,19.86305485,15
1,3,5,3,122.853207,17.83602155,71.82922196,212.8566587,15
1,2,5,1,20.64031797,115.6408678,44.19758599,23.25402638,15
3,2,5,3,55.46118399,134.0000006,112.7636102,45.36372745,15
2,3,4,3,32.49304131,122.1285365,162.1030122,130.7243627,15
1,3,5,1,131.177427,73.1652622,164.1573038,135.4006159,15
1,2,4,1,23.5577786,162.983295,72.45544241,17.94984346,15
3,1,4,3,119.6876594,142.5942476,60.02858338,131.3381318,15
2,3,5,3,113.9388423,27.51014561,73.02974287,23.31647019,15
3,1,5,3,58.75900368,161.4292213,121.7016146,57.92113192,15
2,1,5,1,47.17601331,148.8626834,118.931786,157.4223762,15
1,3,4,3,73.08277245,128.9353746,161.3350967,141.7424501,15
3,1,4,1,117.8317338,155.5136842,49.42771828,155.0584236,15
3,2,4,3,113.5799244,56.94746692,145.3281878,116.6516017,15
2,3,4,2,142.3756168,70.16889464,18.75766568,149.4190917,15
3,2,5,2,112.6445996,23.33015681,154.09995,25.32773287,15
1,3,5,3,52.04708877,147.3182309,107.1230927,156.4641644,15
1,3,5,1,66.2082602,122.3227115,151.7886571,63.44121302,15
2,1,5,2,46.45703129,130.7566762,68.57883403,36.20496326,15
1,2,4,1,117.0073047,45.65211152,151.7725643,125.4280525,15
2,3,4,2,141.0132211,112.3060759,72.98549501,139.9828502,15
1,2,4,2,27.93575993,150.1039567,60.85347463,153.2659987,15
1,2,5,2,52.15903495,20.4759651,129.0017543,21.07432705,15
3,1,4,1,28.38674623,108.0866167,161.9966583,112.1473759,15
2,1,4,2,63.83720417,139.1606662,108.7521742,68.37148928,15
3,2,5,2,64.49524552,141.6347362,16.63138716,138.1879123,15
2,3,5,3,117.0621493,69.32616313,137.3136264,49.33669912,15
3,2,4,3,113.6920281,150.0240567,48.63338345,114.8876262,15
2,1,5,1,163.7333961,68.98462584,45.90316968,60.15194572,15
1,3,4,1,161.0121394,38.5498447,115.3650663,159.8159068,15
2,1,4,1,144.2376116,28.28039184,112.5297714,27.67332016,15
3,2,4,2,42.26139455,151.138301,118.4317123,154.4146207,15
3,1,5,1,74.20916854,140.650564,24.38768723,150.3412413,15
2,3,4,3,26.9661114,125.3915063,159.5541329,142.244861,15
1,3,4,3,148.8693437,34.35888002,58.55138797,32.3947322,15
3,2,5,3,161.8347308,60.28282429,29.78470717,43.58187031,15
1,2,5,2,122.4349136,46.20450076,159.4112642,45.69904432,15
2,3,5,2,131.1775343,30.51033671,159.5386748,135.807368,15
2,1,4,2,124.9715246,37.22517486,158.2701272,133.8171337,15
1,2,5,1,34.04770809,107.3613136,132.0433998,31.93521502,15
3,1,5,3,134.2874814,60.68579654,105.1784965,147.7465011,15
2,3,4,2,151.0355317,71.40011686,118.7050403,123.6362668,16
2,1,4,1,26.05492313,137.2624022,73.75937856,137.5867096,16
1,2,5,2,132.5732398,36.60614291,110.4720278,57.47728923,16
1,3,4,3,64.89871997,40.64041955,120.4302741,54.30482027,16
3,1,5,3,38.12479236,59.22339293,137.2215324,47.3018444,16
3,1,5,1,61.83856168,107.9978317,34.18609842,118.5052036,16
3,2,5,2,143.0516753,105.6230373,37.970526,116.0235216,16
2,1,4,2,153.4976473,49.01325707,131.6152275,121.978788,16
1,3,4,3,144.4715146,69.98922423,117.4551144,51.45589576,16
3,2,4,2,59.93206447,113.8483778,160.0251669,114.1293344,16
3,2,5,3,149.0573104,115.7063354,21.32479445,111.3241152,16
2,1,5,1,15.84902292,158.1594808,72.39223694,151.8997025,16
1,3,4,1,44.06201867,19.44509602,156.8824578,20.12860891,16
2,3,4,3,20.11023962,152.420605,118.7386219,156.9182957,16
2,3,5,2,59.30409683,28.71742096,140.3477876,21.59223282,16
1,3,5,1,66.91939398,46.13521156,118.9016143,50.45919933,16
3,2,5,3,153.1371834,50.29793647,110.8739385,132.1157044,16
1,2,4,1,143.9733109,59.59345248,107.6361318,127.5825662,16
1,2,5,1,27.13884758,134.8528809,160.3973064,32.97224522,16
3,1,4,1,27.89463081,145.3688758,107.7152716,149.4299109,16
2,1,5,2,162.0084283,59.50775175,128.3114272,140.1499212,16
3,1,5,3,156.1283399,62.60010338,24.29252968,127.6482211,16
2,3,4,3,136.0060639,65.88062618,39.85729997,46.96883942,16
1,2,4,2,63.55602604,131.0426011,22.64304588,120.5485958,16
2,1,4,1,114.557301,144.4957095,70.98085182,138.8016088,16
3,2,4,2,44.54504226,158.3296364,22.49896325,155.4861692,16
2,3,5,3,148.4661489,33.04478251,70.75945682,25.25548195,16
2,1,5,2,32.71904755,128.5152527,149.8261986,37.92358541,16
3,2,5,2,123.905582,55.28012243,154.9178194,33.32420527,16
2,1,5,1,146.7042948,123.1138623,54.54554229,119.1655094,16
3,2,4,3,133.0062811,72.62269957,28.96711576,134.2656802,16
1,2,4,2,38.67582198,16.52464139,133.9344186,23.47121099,16
3,2,5,3,35.08091691,143.3383946,68.82031662,33.2342298,16
2,1,5,2,149.9351027,73.13321573,119.6386941,130.8137714,16
2,3,4,3,54.30462096,159.5125863,135.414932,145.7778605,16
1,2,4,2,141.318824,110.0328392,67.86044198,124.3653096,16
1,3,5,1,152.0781762,56.77110029,20.7640207,146.3358427,16
1,2,4,1,140.0489261,20.49819759,111.5653841,139.8156922,16
1,2,5,1,115.5224237,69.6445135,47.11041237,130.1023102,16
2,3,4,2,131.5213199,68.65364752,111.464145,133.6348376,16
1,3,4,3,66.04601735,145.9403487,117.4026917,134.587515,16
1,3,4,1,27.30065469,117.7288874,154.4964023,48.78109328,16
3,1,5,3,33.18362058,147.9972176,113.2033916,38.89542384,16
1,3,4,3,36.92303637,140.3550531,113.9360845,129.9041166,16
3,1,5,1,106.2090083,150.3100202,57.36789467,143.8804909,16
2,3,5,2,70.70820463,135.863061,47.77569686,57.56429208,16
3,1,5,3,37.8219139,164.0695533,131.4618134,37.34247448,16
3,1,4,1,51.15577675,107.563273,20.35297014,114.1376925,16
2,3,5,3,111.6340668,74.84905275,51.33532823,65.86787976,16
2,1,4,1,66.1631267,33.48414986,118.4401006,34.14834301,16
3,1,4,3,73.20859495,131.5135619,52.83213188,64.62223436,16
1,3,5,1,72.81527116,43.6493997,157.0714581,57.94317795,16
1,3,5,3,37.75237655,150.327157,115.901475,144.5759581,16
2,1,5,2,140.4926448,63.50987515,23.35230692,130.2640815,16
3,2,4,2,117.0842998,72.72210361,148.3724397,56.51382238,16
3,2,4,3,154.4724878,26.98825504,63.19009343,127.9570165,16
3,2,5,3,64.97919891,133.7628403,112.7680655,55.55002949,16
2,3,5,2,45.3608775,150.891538,66.59303855,56.12526643,16
1,2,5,1,121.7399621,20.39184081,65.48336343,119.0806678,16
1,3,4,3,47.98628343,24.34994515,152.3868207,41.49605843,16
1,3,4,1,44.88216248,74.55108951,128.7840134,59.21224728,16
2,3,4,3,54.23630398,27.75532885,133.998568,41.68267333,16
1,2,4,2,29.04533508,126.6231732,70.75995234,127.9994162,16
3,1,5,1,155.2338326,61.75977503,20.20202403,63.83194299,16
3,1,4,1,116.7680408,164.1434977,59.20669282,154.420199,16
1,2,5,2,24.85302357,118.7377147,153.2887918,115.3550023,16
2,1,4,2,131.1036845,19.47935463,154.4933369,124.7983449,16
2,3,4,2,69.46442611,106.543287,23.79493451,71.20395752,16
3,1,5,3,137.9001099,46.3438779,159.4465778,114.1331919,16
1,2,4,1,40.43508504,157.3276125,115.4565451,44.23768519,16
3,2,5,2,136.0869318,63.1806299,31.48835965,57.71608362,16
2,1,5,1,110.7358164,49.21776909,134.601367,60.23828215,16
2,3,5,3,64.43916101,30.56417245,159.8187014,28.71294777,16
3,2,4,3,121.0052812,22.40494293,65.2067125,122.8806759,16
1,3,5,1,119.4261585,47.96836981,20.05149372,133.2253728,16
1,3,4,3,148.8722879,25.14794163,67.33858887,43.46898568,16
3,1,4,1,72.29734709,141.2857383,43.6731423,134.3160914,16
2,1,4,1,27.01617709,164.0275376,128.8248478,152.4214028,16
2,3,4,2,121.0200232,55.09898736,154.2486607,118.9512723,16
2,3,5,3,118.436362,42.22852056,147.5581916,62.25937412,16
3,2,5,2,65.693448,140.0110405,113.4899871,120.5628876,16
1,2,5,1,108.9305414,150.4555865,65.42186317,125.7301982,16
2,1,5,2,46.097321,162.6752873,25.85019735,40.19040443,16
1,2,4,1,162.2900196,30.2090758,113.9690259,144.7522253,16
3,1,5,1,66.2485367,128.696124,39.34417717,123.6842067,16
1,2,4,2,135.7901971,160.0629564,44.36550454,150.2220635,16
3,1,5,3,125.195795,72.65877806,34.82673433,125.6684404,16
1,2,5,2,31.71626064,156.8307844,110.4503087,143.8116096,16
3,1,4,3,40.67233072,148.6739753,114.4846703,44.14283978,16
1,3,4,1,163.8011152,68.7866242,126.2505719,26.63672617,16
3,2,4,3,67.98271228,45.03472224,108.4862664,49.38868488,16
1,3,5,3,21.35249413,74.74633005,152.3256407,59.11765201,16
2,1,5,1,131.7864192,28.37671371,109.6139427,49.26841912,16
3,2,4,2,72.35962952,140.5631458,44.84244354,121.9236552,16
2,3,5,2,56.32593447,135.3621668,108.8020806,60.29428327,16
2,1,4,2,146.3624044,62.97407547,119.9102796,117.7703212,16
3,1,5,1,123.3448972,17.85735273,156.4804647,42.48281847,16
1,2,4,1,16.77098331,123.3584756,40.38136293,46.74802037,16
3,2,4,2,125.1902383,53.17457204,153.6768375,50.41911079,16
1,3,4,1,141.963369,52.42471511,113.0991374,133.8571244,16
3,2,5,2,18.02204206,161.3492975,126.0337766,151.269905,16
3,2,5,3,109.7725899,161.7249241,46.01098015,123.7725646,16
2,3,4,3,115.3537055,61.33163805,153.0774043,64.01212892,16
2,1,5,2,159.829764,135.5737168,27.76134551,133.1332537,16
3,1,5,1,34.4195682,136.7551368,110.6997166,132.4972624,16
1,3,4,3,124.7608078,161.8411282,29.48669427,145.0966886,16
1,3,4,1,24.21578442,66.05539824,125.3917597,42.13877725,16
3,1,5,3,35.44136166,109.3308842,130.1752773,42.19091424,16
1,2,4,2,55.47210765,134.8293873,17.88398575,127.0127245,16
2,1,5,1,127.2758634,35.944086,147.3655033,50.69559278,16
1,2,4,1,59.40551058,130.4256421,105.291897,60.06189169,16
2,3,4,2,57.11853463,120.2629486,159.4237825,59.26586497,16
1,3,4,3,32.25050914,55.132935,153.0561484,50.53653037,16
3,2,5,3,46.96850824,147.8286148,15.23110823,46.00086781,16
1,2,5,2,141.2157689,30.45696012,71.5610233,33.12249418,16
2,1,4,2,40.23211903,135.1785192,163.6060688,46.10289168,16
2,3,5,2,131.9082248,70.66591239,154.802525,121.9598947,16
2,1,5,1,164.4320704,69.03821381,43.75994711,57.93383917,16
3,1,5,3,71.44964494,118.7885609,148.1310536,53.19426591,16
2,3,4,3,162.1813325,131.7682298,110.8409523,152.9623988,16
2,1,4,1,144.8232327,63.07849136,123.8673203,59.82091642,16
2,1,5,1,15.79298383,120.172545,56.81887006,129.6998724,16
1,2,5,2,24.3677163,139.4512047,72.06800856,137.2837995,16
1,2,4,2,43.40789061,74.29868181,138.6890047,65.30955152,16
3,1,4,3,151.6767183,130.9532239,20.69244535,136.4774734,16
2,3,4,2,34.86739192,164.3119724,123.0641895,57.01492842,16
1,3,5,1,60.43101675,122.6067107,150.2897775,57.39252715,16
1,3,5,3,34.61132366,161.6641669,70.07260022,144.019689,16
3,2,5,2,162.5552422,34.19988817,58.76992721,32.77004001,16
1,2,4,1,158.266181,64.33651592,24.5297643,147.8234547,16
2,1,5,2,49.71001679,148.8508743,71.33822014,40.552823,16
3,2,4,2,155.398529,125.0377638,58.53516527,137.0049549,16
3,1,4,3,36.10423939,137.6579334,110.8662107,59.59183452,16
1,3,4,1,62.83783596,106.1896348,134.1692719,58.66459891,16
3,1,5,1,28.99456294,51.34927816,149.4184671,59.78597023,16
3,2,5,3,138.210341,21.18372683,41.88406923,121.6259631,16
3,1,4,1,135.0390968,156.2315492,65.2987555,152.5697929,16
2,3,4,3,113.2433545,53.21225375,163.6721734,40.46803162,16
2,3,5,2,151.8467845,128.8787291,73.64779727,133.618087,16
2,1,4,2,46.00921796,160.7232016,116.9645581,39.05082817,16
1,3,5,3,45.87387822,164.1938331,66.1583831,144.2296209,16
1,2,5,1,65.81075802,140.596439,36.70047146,49.20895029,16
3,2,5,3,37.50888732,68.50533875,135.0941633,27.67809704,16
2,3,4,3,112.3548758,69.73948938,133.2167152,51.75299895,16
1,3,5,1,159.2054486,116.5926139,65.23323921,154.3271057,16
1,2,4,1,72.07613168,110.0496016,143.7280619,79.34007442,16
3,1,4,3,18.61612404,108.6131805,64.05535858,57.2650474,16
2,3,5,3,43.28186351,67.47598194,152.5166086,117.8684484,16
3,1,5,3,64.96412981,134.3688373,155.5073044,69.47566149,16
2,1,5,1,108.4386454,60.31893655,140.0592969,73.62983047,16
1,3,4,3,39.88153015,66.85572344,149.2739053,71.04997433,16
3,1,4,1,65.74595254,106.5549309,137.5625355,118.2764313,16
3,2,4,3,140.9299689,18.15522105,57.13987866,117.3534585,16
