101,2.106067244,2.258421625,1.942093116,-0.100516614,-0.005763693,-0.097121375,,,
102,2.357630081,2.363440105,2.035316542,-0.095089421,-0.020747752,-0.041643224,,,
103,1.240204806,1.113903962,1.286797032,-0.078327601,-0.144993689,0.060123319,,,
104,2.769238202,1.740467784,2.301371142,-0.07773712,-0.124045144,0.001470576,,,
105,1.859884478,1.69579136,1.522186119,0.034104113,0.038641217,0.018279354,,,
106,4.422133133,2.993900394,2.546714288,-0.041830997,-0.073311405,-0.054893285,,,
107,2.492825951,2.120135721,2.775046938,-0.067896099,-0.091444316,-0.097094904,,,
108,2.255504637,1.80454918,1.948698715,-0.021629585,0.010581119,-0.101176528,,,
109,3.253644625,2.145270228,2.107757574,-0.043192504,-0.108474049,-0.025694088,,,
110,2.064018676,2.482627678,1.447876275,0.015248018,-0.002910969,-0.003003879,,,
111,1.809829747,1.765466841,1.732880612,0.00933218,0.085852755,-0.081399941,,,
112,2.346369292,1.671334829,2.348205763,-0.012085907,0.035929588,-0.039640348,,,
113,1.731709544,1.420957187,1.736433581,-0.068549956,0.007665206,-0.088494026,,,
114,1.961385224,1.310322974,1.589166888,-0.046054487,-0.066341093,-0.064227098,,,
115,2.518444513,2.365290824,2.288501178,-0.034431626,-0.17371559,-0.053450879,,,
116,2.329306922,2.324892718,2.06355015,0.041994184,0.006314698,0.041747875,,,
117,2.282018988,2.011811861,1.83514725,0.004147733,-0.036748658,0.046783805,,,
118,1.409872562,1.612948036,1.581429893,0.015848907,-0.200983067,-0.136456925,,,
119,1.595839689,1.567374972,1.875439973,-0.050660487,-0.074441468,0.006216183,,,
120,2.1393448,1.431614391,2.06447245,-0.066958443,-0.094723441,0.073934148,,,
121,1.44026409,1.566545652,1.753880782,0.00244287,-0.020863635,0.038125235,,,
122,2.855682079,2.966727986,2.41530455,0.063449514,-0.039302885,-0.102155894,,,
123,1.799483583,2.037737297,1.752227409,-0.117188333,-0.174018449,0.036866134,,,
124,2.047452935,2.16896607,1.874688392,-0.013865922,0.010945399,0.1131651,,,
125,2.09863802,1.829598327,2.313828219,-0.09943771,-0.144385311,-0.030922703,,,
126,2.515088637,2.253973276,2.687356652,0.041359106,-0.008205955,-0.028925292,,,
127,2.406981608,2.532648899,2.598227567,-0.074656471,0.036289309,0.04559916,2.226254225,1.983582229,2.015725891
201,2.043527854,1.650670473,1.509854574,-0.034307253,0.091637111,-0.01920784,,0.009042151,0.027090431
202,1.73359066,1.40998579,1.497622767,-0.147605449,0.004284215,-0.024026632,,,
203,2.005501053,1.541660174,2.047431864,-0.054622392,0.016225935,-0.03342409,,,
204,2.045907897,1.994538266,2.208126015,-0.080643082,0.006011129,-0.023341018,,,
205,2.533766951,1.617332372,1.641788705,0.040313195,0.031071716,0.07668298,,,
206,1.281197247,1.094118335,1.435990956,-0.065067469,0.039588534,-0.166246803,,,
207,2.193493763,1.75144952,1.986892301,-0.036947386,-0.012479454,-0.000252702,,,
208,4.041123318,3.616269567,3.354679609,0.020106563,0.011747959,-0.048562163,,,
209,2.816000585,2.911273365,2.185536698,-0.090059872,-0.081287948,-0.121209941,,,
210,1.938372157,2.15617056,2.170406195,-0.014461026,-0.037263695,-0.092203872,,,
211,2.317363897,2.231051896,2.342946865,0.020440965,0.011550667,0.083546635,,,
212,1.403944058,1.352857816,1.247425232,-0.069279147,-0.074798539,-0.086427841,,,
213,1.464668438,1.176141939,1.128526202,-0.147982757,-0.1096054,-0.059287871,,,
214,2.297591119,2.325789554,2.26487917,-0.044908955,-0.017813153,-0.015896038,,,
215,2.73704524,2.028638902,2.232393722,-0.086251557,-0.139956066,-0.001903788,,,
216,1.567368136,1.398276053,1.401349117,-0.032892882,-0.03714324,-0.128424274,,,
217,1.53838724,1.356663344,1.216139172,0.006119744,-0.047755989,0.027491796,,,
218,1.467090115,1.360192491,1.303113762,-0.083803533,-0.057831238,0.068232593,,,
219,2.554900121,3.05629844,2.997867187,0.009182657,-0.046200742,-0.053509599,,,
220,1.599118758,1.334667983,1.599676148,-0.034638486,-0.091370584,-0.032797673,,,
221,2.008535306,1.611337845,1.840775616,-0.013507001,-0.015577863,-0.113647353,,,
222,2.345471871,2.709593329,2.248916407,-0.075547369,-0.050333197,-0.09602637,,,
223,2.107242144,2.181697331,2.246725186,-0.046732408,-0.053249811,-0.043045412,,,
224,1.934805016,1.801965573,1.554330782,0.06512704,-0.039564173,-0.086629112,,,
225,1.214205477,1.229711738,1.121119277,-0.015092367,-0.030666625,-0.011843463,,,
227,2.518289873,2.842150928,2.475674948,0.014246687,0.001886178,0.042782812,,,
228,2.096679801,2.016030003,2.252119061,-0.045639603,-0.11560327,-0.073499906,,,
229,1.913495572,1.550168338,1.747330631,-0.074036952,-0.0363136,-0.095970182,2.06138156,1.903810783,1.902129935
301,1.856395733,1.858372857,1.79209666,-0.034149471,-0.027594673,-0.126747677,,0.012736313,0.009453518
302,2.018865758,2.830154145,2.145527121,0.104379236,-0.005497702,0.052533716,,,
303,2.151417832,1.825529526,2.088368428,0.073263628,-0.092647159,0.02195078,,,
304,1.836875097,2.3072951,1.885348583,-0.034860735,0.060041246,0.036965796,,,
305,2.356277723,2.656390984,1.84486096,-0.055207183,0.033430214,-0.061050848,,,
306,2.784344,2.570157364,3.101716182,-0.048661571,-0.06315062,-0.055293507,,,
307,3.870969926,2.622930772,1.864988359,-0.002980987,0.036346487,0.035523653,,,
308,1.44646853,0.99866824,1.03639857,-0.025668857,-0.23840585,0.169388222,,,
309,1.473328694,2.133429569,1.519665418,-0.085344633,0.049915772,-0.12337841,,,
310,2.864661125,2.688130159,3.407279655,-0.056136917,-0.099886675,-0.047132527,,,
311,2.572601048,3.171917371,2.214680341,-0.187691104,-0.057783054,-0.02360799,,,
312,3.226031959,2.537628178,2.462494154,0.032074018,0.088406439,-0.090874313,,,
313,1.371317563,1.425192062,1.70504673,-0.043688293,-0.161262428,0.073088818,,,
314,1.657011236,2.208847281,2.137650346,0.068513667,-0.026637343,-0.030025771,,,
315,1.68947193,1.164994338,1.025006065,0.008496387,-0.344386248,-0.138769654,,,
316,3.083353536,2.038982833,3.078898812,0.072515259,0.012456392,-0.035540043,,,
317,1.696450145,1.741634791,1.533189774,-0.072687714,0.016067707,-0.002556909,,,
318,2.441224482,2.407137404,1.666292917,-0.073386934,0.05840892,0.019558292,,,
319,2.021845985,1.707973747,1.313786914,0.028211318,0.017224555,0.020939027,,,
320,2.793595968,2.675131097,1.904473035,0.043840519,0.004763559,0.093629421,,,
321,1.643772494,1.508257779,1.591080218,0.042605517,-0.233891489,-0.162626601,,,
322,2.331738237,1.850501622,1.868459918,-0.019211769,-0.123170992,-0.117093443,,,
323,3.905494235,2.967886584,3.010316324,0.073481793,-0.064796542,-0.017515588,,,
324,3.931795585,2.523833231,1.939346303,0.015396012,-0.027537658,-0.036031141,,,
325,2.014328989,1.778868846,1.836125761,-0.02243207,-0.106472197,0.03069965,2.361585512,2.167993835,1.998923902
401,2.763347373,1.694079868,2.670014414,-0.139023667,-0.205630482,-0.037873618,,0.110715803,0.009795729
402,3.204692,3.089059579,2.072032396,0.002901107,0.010730341,0.080780973,,,
403,1.766764584,1.882040045,1.777346112,0.111528809,0.070768933,0.012768451,,,
404,2.398506988,1.545536515,2.269456018,-0.016015197,-0.019888659,0.02946422,,,
405,1.216465245,1.54605842,1.502027894,-0.178007535,-0.018985167,0.005233045,,,
406,2.344423089,2.104631355,2.050965956,-0.060878236,-0.109660135,-0.190720658,,,
407,2.400951202,2.023897124,2.062468292,-0.109066587,-0.044518368,-0.195224709,,,
408,2.645421687,2.621191583,3.120694246,-0.051308521,-0.015946495,0.007138658,,,
409,1.726767239,0.958346648,2.124050389,-0.157183237,0.130049435,0.015764174,,,
410,2.369611547,2.096715649,1.998675601,-0.020157334,-0.049792036,-0.00228209,,,
411,3.844728164,4.351174463,3.503971443,-0.058655387,-0.009073353,-0.037945978,,,
412,2.598873343,2.78716901,1.950252419,-0.166827728,-0.187667583,-0.242666912,,,
413,1.106030025,1.098698469,1.460100909,0.163711858,-0.142340996,-0.058127622,,,
414,2.604009161,1.567816337,1.691473241,0.028152187,-0.004613502,0.058924421,,,
415,2.303853996,1.958849766,1.699485093,0.110777807,-0.097164783,-0.049153394,,,
416,1.870287384,1.319367586,1.32957436,0.069903798,-0.182750755,-0.205799754,,,
417,1.696047265,1.893482693,1.453506297,-0.04909284,-0.018447892,-0.162052508,,,
418,4.09618357,2.498058359,4.142687727,-0.119154762,0.073757702,-0.076956628,,,
419,1.452418922,1.605244159,2.380609999,0.00287701,0.083137614,-0.030381619,,,
420,1.718501858,2.542975942,2.071387418,-0.102597982,-0.015806116,-0.06658566,,,
421,1.359635036,2.603092078,1.932356211,-0.019804574,-0.206939546,0.007595092,,,
422,2.600630888,1.765374592,2.201277457,-0.066237009,-0.060506669,-0.018723701,,,
423,4.723399538,2.154457429,2.779174447,0.089153409,-0.058908385,-0.031970883,,,
424,1.382532766,1.141174539,0.909944904,-0.171027096,-0.108042316,-0.171852953,,,
425,3.10345348,3.227954641,3.279803617,-0.046576156,-0.04498875,-0.033952228,,,
426,2.500287882,1.71268831,1.484255413,-0.032100038,0.005334798,-0.071398549,,,
427,3.092756344,2.739022966,2.378893016,-0.073988315,-0.081798446,0.050439675,,,
428,3.04936418,2.621445653,1.804659172,-0.072350847,-0.129433559,0.076990612,2.426426598,2.112485849,2.146469445
